,Date,City,Country,co,no2,o3,pm10,pm25,so2
1244,1/15/2020,Beijing,CN,9.1,29.8,2.5,53,134,3.6
1245,1/15/2020,Belgrade,RS,19.4,17,2,83,177,6.4
1246,1/15/2020,Budapest,HU,5.2,10,8.6,30,86,4.5
1247,1/15/2020,Busan,KR,5.6,20.4,16.8,33,80,5.8
1248,1/15/2020,Delhi,IN,10.4,18.7,3.9,117,181,5.4
1249,1/15/2020,Haarlem,NL,1.6,6.7,24.6,11,26,0.5
1250,1/15/2020,Hong Kong,HK,6.5,15.8,33.1,40,79,1.9
1251,1/15/2020,Kyoto,JP,4.5,12.1,20.8,11,42,2.9
1252,1/15/2020,London,GB,4.9,16.2,15.8,11,28,3.5
1253,1/15/2020,Mumbai,IN,4.6,14.3,12.8,61,85,2.7
1254,1/15/2020,Osaka,JP,3.4,13,21.6,10,38,1.5
1255,1/15/2020,Santiago,CL,3.3,14.6,22.4,58,54,14.8
1256,1/15/2020,Seoul,KR,7.8,34.3,7.3,35,76,5.8
1257,1/15/2020,Shanghai,CN,5.9,21.1,19.5,41,114,3.1
1258,1/15/2020,Taipei,TW,5.6,14.9,27.2,23,57,2.6
1259,1/15/2020,Tokyo,JP,4.5,22.3,10.4,15,57,1.5
1260,1/16/2020,Amsterdam,NL,2.7,14.6,13.4,13,36,0.5
1261,1/16/2020,Bangkok,TH,0.1,12.1,9.1,58,119,1.1
1262,1/16/2020,Beijing,CN,9.1,28.4,9,42,99,3.1
1263,1/16/2020,Belgrade,RS,15.9,17.7,1.8,52,139,4.6
1264,1/16/2020,Budapest,HU,5.1,12.7,6.5,35,95,4.1
1265,1/16/2020,Busan,KR,5.6,26.9,10.4,30,72,5.8
1266,1/16/2020,Delhi,IN,11.4,18.9,3,123,196,5.5
1267,1/16/2020,Haarlem,NL,2.6,12.1,14.1,16,35,0.7
1268,1/16/2020,Hong Kong,HK,7.6,19.6,24.8,44,93,1.9
1269,1/16/2020,Kyoto,JP,4.5,17.6,10.4,9,34,1.5
1270,1/16/2020,London,GB,3.6,11.4,15.1,14,29,2.7
1271,1/16/2020,Mumbai,IN,4.9,14.6,10.9,59,90,2.6
1272,1/16/2020,Osaka,JP,4.5,22.3,10.4,10,34,2.9
1273,1/16/2020,Santiago,CL,5,19.6,20.5,73,59,14.9
1274,1/16/2020,Seoul,KR,7.8,36.2,6.4,40,82,5.8
1275,1/16/2020,Shanghai,CN,4.1,15.6,22,10,38,2.6
1276,1/16/2020,Taipei,TW,5.3,14.9,26.4,22,46,2.8
1277,1/16/2020,Tokyo,JP,4.5,16.7,20,6,21,1.5
1278,1/17/2020,Amsterdam,NL,2.4,10.1,18.4,12,31,0.3
1279,1/17/2020,Bangkok,TH,0.1,14.4,9.5,61,138,1.1
1280,1/17/2020,Beijing,CN,14.5,35.2,3.3,64,159,6.1
1281,1/17/2020,Belgrade,RS,12.4,15.6,2.7,53,152,7
1282,1/17/2020,Budapest,HU,6.2,14.1,5.2,31,87,2.3
1283,1/17/2020,Busan,KR,5.6,30.6,10.4,30,70,5.8
1284,1/17/2020,Delhi,IN,10.2,15,3,96,175,4.9
1285,1/17/2020,Haarlem,NL,1.7,6.9,19.1,14,36,0.3
1286,1/17/2020,Hong Kong,HK,8.5,22.8,12.1,32,65,2.3
1287,1/17/2020,Kyoto,JP,5.6,20.4,7.3,13,53,2.9
1288,1/17/2020,London,GB,2.8,15.4,15,11,25,2.6
1289,1/17/2020,Mumbai,IN,5.3,18,14.3,71,130,3.7
1290,1/17/2020,Osaka,JP,4.5,22.3,9.6,13,50,2.9
1291,1/17/2020,Santiago,CL,4.9,18,20.1,70,70,15
1292,1/17/2020,Seoul,KR,8.9,46.3,4,53,104,7.2
1293,1/17/2020,Shanghai,CN,6.2,16.5,19.9,34,97,3.1
1294,1/17/2020,Taipei,TW,3.9,12.1,22.4,11,25,1.5
1295,1/17/2020,Tokyo,JP,4.5,19.5,13.6,9,34,1.5
1296,1/18/2020,Amsterdam,NL,2.3,9.3,18.8,12,23,0.2
1297,1/18/2020,Bangkok,TH,0.1,11.6,10.3,66,153,1.6
1298,1/18/2020,Beijing,CN,25.3,33.9,2.5,143,287,2.1
1299,1/18/2020,Belgrade,RS,10.3,12.7,9.9,36,107,6.9
1300,1/18/2020,Budapest,HU,5.3,10.5,10.1,33,91,3.5
1301,1/18/2020,Busan,KR,4.5,22.3,14.5,27,68,4.3
1302,1/18/2020,Delhi,IN,12.5,18.5,2.9,123,187,4.8
1303,1/18/2020,Haarlem,NL,1.4,3.1,27.3,19,28,0.3
1304,1/18/2020,Hong Kong,HK,8.5,18.8,16.2,23,56,2.3
1305,1/18/2020,Kyoto,JP,3.4,8.4,28.1,8,25,1.5
1306,1/18/2020,London,GB,5.9,22.2,5.8,15,38,1.9
1307,1/18/2020,Mumbai,IN,7.3,22.7,12,98,162,4
1308,1/18/2020,Osaka,JP,0.1,7.5,28.1,7,21,1.5
1309,1/18/2020,Santiago,CL,5,14.3,25.4,67,71,14.8
1310,1/18/2020,Seoul,KR,10,44.5,5.6,57,117,7.2
1311,1/18/2020,Shanghai,CN,8.1,16.5,18.7,60,157,3.6
1312,1/18/2020,Taipei,TW,6.2,13,20.8,31,59,2
1313,1/18/2020,Tokyo,JP,3.4,11.2,21.6,8,30,1.5
1314,1/19/2020,Amsterdam,NL,2.2,8.5,22.8,22,37,0.2
1315,1/19/2020,Bangkok,TH,0.1,9.8,10.7,66,152,1.1
1316,1/19/2020,Beijing,CN,6.4,12.4,22,60,91,1.6
1317,1/19/2020,Belgrade,RS,9.8,8.7,3.8,41,113,6.4
1318,1/19/2020,Budapest,HU,6.9,14,5,40,113,4.2
1319,1/19/2020,Busan,KR,5.6,15.8,25.6,36,87,5.8
1320,1/19/2020,Delhi,IN,9.5,14.6,4.9,120,190,4.4
1321,1/19/2020,Haarlem,NL,1.4,4.2,29.9,25,36,0.2
1322,1/19/2020,Hong Kong,HK,7.8,16.2,18.2,35,73,2.2
1323,1/19/2020,Kyoto,JP,4.5,12.1,20.8,9,30,2.9
1324,1/19/2020,London,GB,6.4,23.9,5.2,17,46,2.1
1325,1/19/2020,Mumbai,IN,8.3,20.4,8.3,100,165,4.6
1326,1/19/2020,Osaka,JP,0.1,12.1,23.3,8,30,2.9
1327,1/19/2020,Santiago,CL,3.9,7.8,20.2,58,67,14.5
1328,1/19/2020,Seoul,KR,8.9,37.1,11.2,54,124,5.8
1329,1/19/2020,Shanghai,CN,9,20.2,14.3,67,164,3.6
1330,1/19/2020,Taipei,TW,6.7,13.9,19.2,30,70,2
1331,1/19/2020,Tokyo,JP,3.4,13,21.6,9,34,1.5
1332,1/2/2020,Amsterdam,NL,3.7,14.5,4,21,67,0.6
1333,1/2/2020,Bangkok,TH,0.1,12.1,4.8,40,82,1.1
1334,1/2/2020,Beijing,CN,11.8,33.4,1.7,69,152,4.6
1335,1/2/2020,Belgrade,RS,12.2,15.2,6,68,161,4.9
1336,1/2/2020,Budapest,HU,7.3,18.9,2.4,33,97,2.6
1337,1/2/2020,Busan,KR,5.6,18.6,19.2,46,102,5.8
1338,1/2/2020,Delhi,IN,24.3,21,3.8,305,349,7
1339,1/2/2020,Haarlem,NL,3.2,12,4.9,21,65,0.9
1340,1/2/2020,Hong Kong,HK,6.4,21.4,18.8,28,66,1.9
1341,1/2/2020,Kyoto,JP,4.5,9.3,18.4,10,42,1.5
1342,1/2/2020,London,GB,3,10.8,12,12,30,1.7
1343,1/2/2020,Mumbai,IN,8.9,19.5,15.2,104,180,4.4
1344,1/2/2020,Osaka,JP,3.4,8.4,23.3,10,38,2.9
1345,1/2/2020,Santiago,CL,4.7,11.2,14.5,54,57,14
1346,1/2/2020,Seoul,KR,8.9,39.9,2.4,53,114,5.8
1347,1/2/2020,Shanghai,CN,5.4,28.8,7.8,29,68,3.6
1348,1/2/2020,Taipei,TW,3.8,13,25.6,17,30,2.9
1349,1/2/2020,Tokyo,JP,4.5,15.8,12.8,7,25,1.5
1350,1/20/2020,Amsterdam,NL,4.1,28.6,2.6,19,36,0.4
1351,1/20/2020,Bangkok,TH,0.1,13.9,9.5,71,157,1.6
1352,1/20/2020,Beijing,CN,3.7,7.8,20.4,23,30,1.1
1353,1/20/2020,Belgrade,RS,9.4,10.3,2.8,50,135,3.8
1354,1/20/2020,Budapest,HU,9.6,16.9,1.5,48,120,3
1355,1/20/2020,Busan,KR,6.7,17.6,24.8,54,119,5.8
1356,1/20/2020,Delhi,IN,11.8,16,4.9,129,196,4.7
1357,1/20/2020,Haarlem,NL,1.7,13.5,7.1,19,26,0.5
1358,1/20/2020,Hong Kong,HK,8,22.3,15,26,70,2.3
1359,1/20/2020,Kyoto,JP,5.6,14.9,24.1,20,65,1.5
1360,1/20/2020,London,GB,10.9,34.6,0.8,34,78,5.8
1361,1/20/2020,Mumbai,IN,10.1,22,7.7,108,169,4.7
1362,1/20/2020,Osaka,JP,4.5,12.1,27.2,20,63,2.9
1363,1/20/2020,Santiago,CL,4.4,12.9,14.5,57,62,14.3
1364,1/20/2020,Seoul,KR,6.7,24.1,16.8,51,85,5.8
1365,1/20/2020,Shanghai,CN,11.9,31.1,19.9,81,178,4.6
1366,1/20/2020,Taipei,TW,6.7,13,25.6,30,65,2
1367,1/20/2020,Tokyo,JP,5.6,26.9,7.3,13,53,2.9
1368,1/21/2020,Amsterdam,NL,4.5,28,0.2,28,75,0.4
1369,1/21/2020,Bangkok,TH,0.1,13.3,7.9,62,147,1.1
1370,1/21/2020,Beijing,CN,8.2,22.9,6.5,52,122,3.6
1371,1/21/2020,Belgrade,RS,8,12.1,6.4,46,123,4.5
1372,1/21/2020,Budapest,HU,5.8,16.9,5,27,80,2.4
1373,1/21/2020,Busan,KR,4.5,22.3,17.6,30,63,5.8
1374,1/21/2020,Delhi,IN,16,19.4,3.7,196,266,5.6
1375,1/21/2020,Haarlem,NL,2.9,24.2,0.5,27,70,0.7
1376,1/21/2020,Hong Kong,HK,7.8,20.6,25.9,33,77,1.9
1377,1/21/2020,Kyoto,JP,4.5,7.5,28.9,12,46,1.5
1378,1/21/2020,London,GB,10,35.3,0.7,36,86,5
1379,1/21/2020,Mumbai,IN,12.1,19.1,7.7,105,168,4.8
1380,1/21/2020,Osaka,JP,4.5,10.2,27.2,14,50,1.5
1381,1/21/2020,Santiago,CL,4.6,17.3,20.7,62,65,14.8
1382,1/21/2020,Seoul,KR,7.8,39.9,7.3,41,78,7.2
1383,1/21/2020,Shanghai,CN,8.9,21.5,27.7,73,169,3.6
1384,1/21/2020,Taipei,TW,6.9,13.9,32,36,78,2.5
1385,1/21/2020,Tokyo,JP,4.5,12.1,26.4,8,30,1.5
1386,1/22/2020,Amsterdam,NL,4.3,24.2,0.4,29,73,0.3
1387,1/22/2020,Bangkok,TH,0.1,13.3,8.7,57,112,1.1
1388,1/22/2020,Beijing,CN,10.9,27,6.5,60,155,4.6
1389,1/22/2020,Belgrade,RS,9.4,15.1,6.3,56,151,11.3
1390,1/22/2020,Budapest,HU,5.5,11.8,9.3,29,88,2.4
1391,1/22/2020,Busan,KR,6.7,38,4,32,72,5.8
1392,1/22/2020,Delhi,IN,16.1,18.2,3.5,163,234,4.7
1393,1/22/2020,Haarlem,NL,1.7,9.9,1.3,16,33,0.3
1394,1/22/2020,Hong Kong,HK,7.7,21.8,29.3,38,85,2
1395,1/22/2020,Kyoto,JP,4.5,21.3,12.8,15,55,1.5
1396,1/22/2020,London,GB,5.2,25.3,0.7,29,83,1.8
1397,1/22/2020,Mumbai,IN,10.5,18.5,8.1,92,163,5.5
1398,1/22/2020,Osaka,JP,5.6,26,8.8,16,57,2.9
1399,1/22/2020,Santiago,CL,4.2,13.4,16,59,64,14.5
1400,1/22/2020,Seoul,KR,8.9,49.1,3.2,46,89,7.2
1401,1/22/2020,Shanghai,CN,9.9,21.1,15.5,64,161,2.6
1402,1/22/2020,Taipei,TW,12.3,31.5,9.6,42,85,4.3
1403,1/22/2020,Tokyo,JP,4.5,27.8,10.4,16,59,1.5
1404,1/23/2020,Amsterdam,NL,4.4,22.7,2.9,17,52,0.3
1405,1/23/2020,Bangkok,TH,0.1,9.3,9.1,53,107,1.1
1406,1/23/2020,Beijing,CN,10,21.1,12.6,55,155,3.1
1407,1/23/2020,Belgrade,RS,6.8,13.4,7.8,39,104,7.3
1408,1/23/2020,Budapest,HU,7.8,19.5,3.3,34,87,2.8
1409,1/23/2020,Busan,KR,5.6,23.2,8.8,18,57,4.3
1410,1/23/2020,Delhi,IN,8,14.8,6.4,90,162,4.6
1411,1/23/2020,Haarlem,NL,2.8,22.2,2.6,16,52,0.5
1412,1/23/2020,Hong Kong,HK,6.9,21.3,19.3,30,73,1.9
1413,1/23/2020,Kyoto,JP,5.6,23.2,11.2,14,50,1.5
1414,1/23/2020,London,GB,3.7,22.9,3.9,19,59,1.1
1415,1/23/2020,Mumbai,IN,8.7,18.6,10.8,104,165,5.2
1416,1/23/2020,Osaka,JP,5.6,26.9,8,17,55,2.9
1417,1/23/2020,Santiago,CL,3.9,12.5,14.5,54,55,13.7
1418,1/23/2020,Seoul,KR,8.9,43.6,12.1,56,114,7.2
1419,1/23/2020,Shanghai,CN,5.8,14.2,20.4,23,74,2.6
1420,1/23/2020,Taipei,TW,11.2,25.1,18.4,38,82,3.6
1421,1/23/2020,Tokyo,JP,6.7,34.3,2.4,24,76,1.5
1422,1/24/2020,Amsterdam,NL,4.5,24.1,1,36,98,0.5
1423,1/24/2020,Bangkok,TH,0.1,7.5,6.7,39,78,1.1
1424,1/24/2020,Beijing,CN,6.4,10.6,21.6,62,157,2.6
1425,1/24/2020,Belgrade,RS,10,17.2,9.3,57,147,12.8
1426,1/24/2020,Budapest,HU,6.9,18.3,4.4,46,123,2.7
1427,1/24/2020,Busan,KR,5.6,15.8,24.1,34,74,5.8
1428,1/24/2020,Delhi,IN,9.1,18.1,6.9,94,159,5.3
1429,1/24/2020,Haarlem,NL,3.8,22.7,1.2,37,98,0.9
1430,1/24/2020,Hong Kong,HK,7,15.6,21.4,24,63,1.8
1431,1/24/2020,Kyoto,JP,5.6,19.5,31.2,17,53,2.9
1432,1/24/2020,London,GB,3.7,23.7,2.5,20,58,2
1433,1/24/2020,Mumbai,IN,8.4,18.2,10.3,98,160,4.5
1434,1/24/2020,Osaka,JP,5.6,16.7,24.8,13,46,2.9
1435,1/24/2020,Santiago,CL,3.8,11.5,17.9,52,50,14.4
1436,1/24/2020,Seoul,KR,8.9,30.6,14.5,59,139,5.8
1437,1/24/2020,Shanghai,CN,6.4,9.6,34.2,49,107,3.1
1438,1/24/2020,Taipei,TW,6.7,12.1,22.4,31,68,2.9
1439,1/24/2020,Tokyo,JP,5.6,30.6,6.4,20,70,2.9
1440,1/25/2020,Amsterdam,NL,3.5,17.4,2.1,30,86,0.6
1441,1/25/2020,Bangkok,TH,0.1,5.8,8.3,35,67,1.1
1442,1/25/2020,Beijing,CN,9.1,15.1,16.3,105,196,4.1
1443,1/25/2020,Belgrade,RS,22.7,28.2,4.1,103,196,21.2
1444,1/25/2020,Budapest,HU,6,12.3,8.9,47,120,3.2
1445,1/25/2020,Busan,KR,3.4,8.4,28.1,22,46,4.3
1446,1/25/2020,Delhi,IN,13.6,25.1,3.5,139,192,5.8
1447,1/25/2020,Haarlem,NL,3.3,18.2,1.1,35,91,1.8
1448,1/25/2020,Hong Kong,HK,6.3,9.3,24.1,19,56,1.8
1449,1/25/2020,Kyoto,JP,3.4,5.6,28.1,10,30,1.5
1450,1/25/2020,London,GB,3.7,15.8,6.8,28,70,2.9
1451,1/25/2020,Mumbai,IN,9.3,17.6,11.2,108,167,5.4
1452,1/25/2020,Osaka,JP,3.4,6.5,27.2,9,30,1.5
1453,1/25/2020,Santiago,CL,4.4,15,28.1,52,57,14.1
1454,1/25/2020,Seoul,KR,8.9,36.2,6.4,49,109,5.8
1455,1/25/2020,Shanghai,CN,4.5,7.8,26.4,13,38,2.6
1456,1/25/2020,Taipei,TW,4.6,7.5,24.8,14,30,2.2
1457,1/25/2020,Tokyo,JP,3.4,12.1,24.8,9,30,2.9
1458,1/26/2020,Amsterdam,NL,3.5,13.3,6.4,28,74,0.5
1459,1/26/2020,Bangkok,TH,0.1,6.4,7.5,29,59,1.1
1460,1/26/2020,Beijing,CN,16.3,19.7,15.9,113,230,4.1
1461,1/26/2020,Belgrade,RS,16.8,22.6,5.7,93,189,15.9
1462,1/26/2020,Budapest,HU,6.6,12.1,6.7,45,112,2.8
1463,1/26/2020,Busan,KR,3.4,8.4,26.4,13,25,5.8
1464,1/26/2020,Delhi,IN,15.7,20.8,4,188,255,5.7
1465,1/26/2020,Haarlem,NL,3.4,11.1,7.6,27,74,1.1
1466,1/26/2020,Hong Kong,HK,7.8,9.7,8.1,9,35,1.9
1467,1/26/2020,Kyoto,JP,3.4,7.5,20.8,8,25,2.9
1468,1/26/2020,London,GB,4.4,11.1,11.9,20,52,3.3
1469,1/26/2020,Mumbai,IN,10.5,18.8,5.9,110,171,5.1
1470,1/26/2020,Osaka,JP,3.4,8.4,20.8,8,25,2.9
1471,1/26/2020,Santiago,CL,4.6,11.1,28.9,48,57,14.4
1472,1/26/2020,Seoul,KR,6.7,22.3,16,30,74,4.3
1473,1/26/2020,Shanghai,CN,4.8,6.9,28.9,20,55,2.6
1474,1/26/2020,Taipei,TW,3.6,8.4,25.6,10,17,1.9
1475,1/26/2020,Tokyo,JP,4.5,13.9,20,10,42,1.5
1476,1/27/2020,Amsterdam,NL,3.1,13.1,13.3,14,42,0.4
1477,1/27/2020,Bangkok,TH,0.1,8.7,6.4,33,63,1.1
1478,1/27/2020,Beijing,CN,18.1,20.2,18.7,149,232,4.6
1479,1/27/2020,Belgrade,RS,9.4,9.4,1.3,54,152,4.2
1480,1/27/2020,Budapest,HU,7.1,13,3.5,30,80,1.8
1481,1/27/2020,Busan,KR,3.4,5.6,31.2,9,17,4.3
1482,1/27/2020,Delhi,IN,18.6,28.6,3.8,183,257,6.4
1483,1/27/2020,Haarlem,NL,2.2,9.2,17.4,14,38,0.5
1484,1/27/2020,Hong Kong,HK,6.9,8.9,15.4,9,32,1.9
1485,1/27/2020,Kyoto,JP,3.4,9.3,24.8,5,17,1.5
1486,1/27/2020,London,GB,3.7,17.6,15.2,11,21,4.7
1487,1/27/2020,Mumbai,IN,5.4,12,10.7,68,113,3.6
1488,1/27/2020,Osaka,JP,3.4,7.5,24.8,5,17,1.5
1489,1/27/2020,Santiago,CL,3.9,13.7,18.6,53,56,14.8
1490,1/27/2020,Seoul,KR,3.4,9.3,26.4,10,17,4.3
1491,1/27/2020,Shanghai,CN,5.7,7.4,27.3,18,57,2.6
1492,1/27/2020,Taipei,TW,3.8,7.4,23.3,13,21,1.9
1493,1/27/2020,Tokyo,JP,5.6,28.8,6.4,19,65,1.5
1494,1/28/2020,Amsterdam,NL,2,7,26.2,8,18,0.2
1495,1/28/2020,Bangkok,TH,0.1,10.4,6.7,44,89,1.6
1496,1/28/2020,Beijing,CN,19,21.5,22,157,248,5.1
1497,1/28/2020,Belgrade,RS,11.4,13.2,6,57,142,10
1498,1/28/2020,Budapest,HU,8.2,15.2,3.8,20,65,1.8
1499,1/28/2020,Busan,KR,3.4,10.2,26.4,9,21,4.3
1500,1/28/2020,Delhi,IN,10.9,18.7,4.9,99,179,5.6
1501,1/28/2020,Haarlem,NL,1.5,3.3,28.8,13,20,0.2
1502,1/28/2020,Hong Kong,HK,6.1,10,17.7,10,37,2
1503,1/28/2020,Kyoto,JP,3.4,7.5,28.9,4,13,2.9
1504,1/28/2020,London,GB,8.2,14.6,18.1,9,21,5.8
1505,1/28/2020,Mumbai,IN,4,9,6.1,57,70,2.6
1506,1/28/2020,Osaka,JP,3.4,9.3,25.6,4,17,1.5
1507,1/28/2020,Santiago,CL,3.8,11.7,15.8,61,57,14.3
1508,1/28/2020,Seoul,KR,4.5,18.6,18.4,12,25,4.3
1509,1/28/2020,Shanghai,CN,9.7,9.2,21.2,67,163,3.1
1510,1/28/2020,Taipei,TW,4.5,7.5,26.4,16,38,2
1511,1/28/2020,Tokyo,JP,3.4,13,16.8,5,21,1.5
1512,1/29/2020,Amsterdam,NL,2,5.8,25.2,14,25,0.1
1513,1/29/2020,Bangkok,TH,0.1,13.9,6.4,47,91,1.6
1514,1/29/2020,Beijing,CN,9.1,15.1,20.8,51,154,3.6
1515,1/29/2020,Belgrade,RS,5.9,11.8,10.4,16,43,5.8
1516,1/29/2020,Budapest,HU,4.7,13,16.3,10,33,1.7
1517,1/29/2020,Busan,KR,4.5,14.9,20,18,38,4.3
1518,1/29/2020,Delhi,IN,10,17.3,3.5,85,161,4.7
1519,1/29/2020,Haarlem,NL,1.4,3.2,27.6,22,37,0.2
1520,1/29/2020,Hong Kong,HK,6.5,13.3,21.7,19,60,2.2
1521,1/29/2020,Kyoto,JP,3.4,9.3,23.3,4,13,2.9
1522,1/29/2020,London,GB,9.1,15.5,14.2,15,33,4.5
1523,1/29/2020,Mumbai,IN,3.4,10.3,10.9,69,70,1.9
1524,1/29/2020,Osaka,JP,3.4,14.9,15.2,7,21,2.9
1525,1/29/2020,Santiago,CL,3.4,8.5,13.7,55,52,14.7
1526,1/29/2020,Seoul,KR,5.6,26.9,12.1,17,34,4.3
1527,1/29/2020,Shanghai,CN,8.4,8.3,29.3,58,155,4.6
1528,1/29/2020,Taipei,TW,5.5,8.4,24.1,18,42,2
1529,1/29/2020,Tokyo,JP,3.4,14.9,20.8,5,13,1.5
1530,1/3/2020,Amsterdam,NL,2.4,9.6,17.1,13,32,0.3
1531,1/3/2020,Bangkok,TH,0.1,16.7,4,49,91,1.1
1532,1/3/2020,Beijing,CN,12.7,34.8,2.1,67,152,5.1
1533,1/3/2020,Belgrade,RS,14.8,14.5,2.1,70,166,6.5
1534,1/3/2020,Budapest,HU,6,9.3,7.3,30,90,2.1
1535,1/3/2020,Busan,KR,5.6,21.3,20,52,119,5.8
1536,1/3/2020,Delhi,IN,20.3,18.8,3.3,187,255,5.7
1537,1/3/2020,Haarlem,NL,1.7,4.8,22.6,15,33,0.6
1538,1/3/2020,Hong Kong,HK,7.3,27.3,15.7,41,85,2.5
1539,1/3/2020,Kyoto,JP,5.6,12.1,16,20,61,1.5
1540,1/3/2020,London,GB,3.7,15.3,14.2,11,30,1.7
1541,1/3/2020,Mumbai,IN,8.1,16.7,16.2,95,170,4.3
1542,1/3/2020,Osaka,JP,4.5,9.3,26.4,20,63,2.9
1543,1/3/2020,Santiago,CL,5.4,12.6,15.2,56,59,13.7
1544,1/3/2020,Seoul,KR,10,39.9,4,59,137,5.8
1545,1/3/2020,Shanghai,CN,6.4,26.6,4.1,50,119,3.6
1546,1/3/2020,Taipei,TW,4,14.9,24.1,16,38,2.2
1547,1/3/2020,Tokyo,JP,4.5,15.8,12.8,9,34,1.5
1548,1/30/2020,Amsterdam,NL,2.5,12.2,13.8,17,38,0.3
1549,1/30/2020,Bangkok,TH,0.1,16.7,7.5,53,107,1.6
1550,1/30/2020,Beijing,CN,8.2,11.9,21.2,51,134,3.1
1551,1/30/2020,Belgrade,RS,6.7,12.8,9.7,30,82,5.3
1552,1/30/2020,Budapest,HU,4.2,10.7,20.3,11,33,1.5
1553,1/30/2020,Busan,KR,4.5,13,23.3,19,38,4.3
1554,1/30/2020,Delhi,IN,10,18.9,3.7,104,168,4.9
1555,1/30/2020,Haarlem,NL,1.7,8.4,19.1,21,38,0.5
1556,1/30/2020,Hong Kong,HK,5.6,14.3,26.4,22,65,2.5
1557,1/30/2020,Kyoto,JP,3.4,6.5,24.8,4,13,2.9
1558,1/30/2020,London,GB,7.2,14.1,12.8,11,25,5.2
1559,1/30/2020,Mumbai,IN,6.2,17.4,12,86,141,3.6
1560,1/30/2020,Osaka,JP,3.4,10.2,22.4,5,17,1.5
1561,1/30/2020,Santiago,CL,4,12.9,20,55,53,15.7
1562,1/30/2020,Seoul,KR,5.6,28.8,12.1,19,42,4.3
1563,1/30/2020,Shanghai,CN,9.8,8.7,31.7,61,158,4.1
1564,1/30/2020,Taipei,TW,6.2,12.1,27.2,37,89,2.9
1565,1/30/2020,Tokyo,JP,4.5,19.5,16,7,21,1.5
1566,1/31/2020,Amsterdam,NL,2.4,8.7,17.4,11,25,0.2
1567,1/31/2020,Bangkok,TH,0.1,15,8.3,58,121,1.6
1568,1/31/2020,Beijing,CN,9.1,15.6,19.9,49,152,2.1
1569,1/31/2020,Belgrade,RS,8.3,16.3,10.4,36,81,10.4
1570,1/31/2020,Budapest,HU,5.9,14.6,9.8,16,52,2
1571,1/31/2020,Busan,KR,4.5,19.5,17.6,22,57,4.3
1572,1/31/2020,Delhi,IN,10.4,19.1,3.5,104,169,5
1573,1/31/2020,Haarlem,NL,1.4,6.3,20.5,17,28,0.3
1574,1/31/2020,Hong Kong,HK,6.5,18.3,27.2,26,75,2.8
1575,1/31/2020,Kyoto,JP,3.4,4.7,28.9,5,17,1.5
1576,1/31/2020,London,GB,6.3,10.8,15.8,7,18,5
1577,1/31/2020,Mumbai,IN,7.2,20.2,11.1,88,153,3.5
1578,1/31/2020,Osaka,JP,2.3,6.5,28.1,5,17,1.5
1579,1/31/2020,Santiago,CL,4.5,14.7,21.6,60,61,14.2
1580,1/31/2020,Seoul,KR,6.7,30.6,12.1,36,78,4.3
1581,1/31/2020,Shanghai,CN,8.3,11,28.9,42,119,4.1
1582,1/31/2020,Taipei,TW,6.7,16.7,24.8,40,95,2.9
1583,1/31/2020,Tokyo,JP,2.3,7.5,25.6,3,9,1.5
1584,1/4/2020,Amsterdam,NL,2.2,6.4,21.8,18,33,0.3
1585,1/4/2020,Bangkok,TH,0.1,16.2,3.6,53,107,1.6
1586,1/4/2020,Beijing,CN,10,32.5,4.1,55,112,4.1
1587,1/4/2020,Belgrade,RS,11.8,14.7,2.9,57,155,5.7
1588,1/4/2020,Budapest,HU,6.2,9.4,7.7,32,95,2
1589,1/4/2020,Busan,KR,5.6,18.6,22.4,32,76,5.8
1590,1/4/2020,Delhi,IN,17.7,21.2,3.7,194,268,5.3
1591,1/4/2020,Haarlem,NL,1.5,2.4,25.6,24,39,0.3
1592,1/4/2020,Hong Kong,HK,7,26.5,21.1,41,87,2.5
1593,1/4/2020,Kyoto,JP,3.4,8.4,27.2,15,53,1.5
1594,1/4/2020,London,GB,4.6,18.2,7.9,12,30,1.3
1595,1/4/2020,Mumbai,IN,7.9,16.4,18.3,90,169,3.6
1596,1/4/2020,Osaka,JP,3.4,8.4,29.6,17,55,2.9
1597,1/4/2020,Santiago,CL,4.5,11.2,17.6,55,63,14.5
1598,1/4/2020,Seoul,KR,10,41.7,8.8,50,109,7.2
1599,1/4/2020,Shanghai,CN,7.7,22.4,17.9,62,159,3.1
1600,1/4/2020,Taipei,TW,4.4,13.9,22.4,16,42,2.9
1601,1/4/2020,Tokyo,JP,4.5,12.1,22.4,6,21,1.5
1602,1/5/2020,Amsterdam,NL,2.6,12.6,13.9,12,25,0.3
1603,1/5/2020,Bangkok,TH,0.1,15,5.6,57,122,1.6
1604,1/5/2020,Beijing,CN,13.6,33.9,1.3,67,154,4.1
1605,1/5/2020,Belgrade,RS,4.7,7.1,15,15,52,3.3
1606,1/5/2020,Budapest,HU,3.8,4.1,21.4,8,18,2.1
1607,1/5/2020,Busan,KR,5.6,25.1,15.2,38,89,5.8
1608,1/5/2020,Delhi,IN,11.3,20.2,4.6,159,236,5.6
1609,1/5/2020,Haarlem,NL,1.6,4.9,19.8,16,27,0.3
1610,1/5/2020,Hong Kong,HK,5.6,12.5,31.6,28,63,2
1611,1/5/2020,Kyoto,JP,3.4,3.8,28.9,7,25,1.5
1612,1/5/2020,London,GB,4.6,12.2,13.2,8,23,1.3
1613,1/5/2020,Mumbai,IN,8.5,16,12.4,93,164,4.3
