,Date,City,Country,co,no2,o3,pm10,pm25,so2
1984,2/22/2020,Budapest,HU,4.2,11.6,16.9,14,46,1.8
1985,2/22/2020,Busan,KR,4.5,10.2,32,48,76,4.3
1986,2/22/2020,Delhi,IN,8.2,16.6,6.3,73,144,6.3
1987,2/22/2020,Haarlem,NL,1.3,3.5,26.5,29,55,0.2
1988,2/22/2020,Hong Kong,HK,6.5,27.5,21.1,30,69,2.7
1989,2/22/2020,Kyoto,JP,5.6,23.2,11.2,18,55,1.5
1990,2/22/2020,London,GB,3.1,6.2,24.6,17,38,1.9
1991,2/22/2020,Mumbai,IN,9.3,21.5,14,110,160,6.3
1992,2/22/2020,Osaka,JP,5.6,26,12.1,20,57,2.9
1993,2/22/2020,Santiago,CL,4.5,10.5,15.1,57,66,10.3
1994,2/22/2020,Seoul,KR,6.7,13.9,26.4,52,93,4.3
1995,2/22/2020,Shanghai,CN,7.2,13.8,32.1,69,156,4.1
1996,2/22/2020,Taipei,TW,4.5,13,32,34,74,2.9
1997,2/22/2020,Tokyo,JP,4.5,15.8,21.6,17,53,1.5
1998,2/23/2020,Amsterdam,NL,2.4,4.8,27.1,13,25,0.2
1999,2/23/2020,Bangkok,TH,0.1,11,9.9,64,142,1.6
2000,2/23/2020,Beijing,CN,6.4,18.8,14.3,50,112,2.6
2001,2/23/2020,Belgrade,RS,9.9,16.8,12.4,39,100,10
2002,2/23/2020,Budapest,HU,4.5,9.9,20.9,15,54,2
2003,2/23/2020,Busan,KR,4.5,7.5,30.4,23,50,5.8
2004,2/23/2020,Delhi,IN,10,18.1,6.7,108,171,6
2005,2/23/2020,Haarlem,NL,1.3,4.4,27.8,20,36,0.2
2006,2/23/2020,Hong Kong,HK,5.6,9.2,38,29,66,1.8
2007,2/23/2020,Kyoto,JP,3.4,7.5,29.6,20,55,2.9
2008,2/23/2020,London,GB,3.7,7.1,19,7,20,1.4
2009,2/23/2020,Mumbai,IN,10,21.6,14.7,115,162,6.6
2010,2/23/2020,Osaka,JP,3.4,6.5,30.4,17,53,2.9
2011,2/23/2020,Santiago,CL,4.3,8.4,18.4,51,62,11.1
2012,2/23/2020,Seoul,KR,4.5,16.7,24.1,22,46,4.3
2013,2/23/2020,Shanghai,CN,4.7,10.6,34.6,46,80,3.1
2014,2/23/2020,Taipei,TW,3.6,7.5,36.8,50,72,2.9
2015,2/23/2020,Tokyo,JP,3.4,5.6,32,12,42,1.5
2016,2/24/2020,Amsterdam,NL,2.7,8,21.5,15,26,0.3
2017,2/24/2020,Bangkok,TH,0.1,16.7,8.7,70,155,1.6
2018,2/24/2020,Beijing,CN,8.2,21.1,14.3,66,152,4.1
2019,2/24/2020,Belgrade,RS,7.5,13.2,16.6,39,72,5.7
2020,2/24/2020,Budapest,HU,3.8,6,25.8,12,18,1.7
2021,2/24/2020,Busan,KR,4.5,23.2,20,23,53,5.8
2022,2/24/2020,Delhi,IN,8.6,18.9,7.2,93,154,7.1
2023,2/24/2020,Haarlem,NL,1.3,5.3,22.2,20,32,0.3
2024,2/24/2020,Hong Kong,HK,5.8,12.9,36.4,46,70,2.1
2025,2/24/2020,Kyoto,JP,4.5,13.9,16.8,16,50,2.9
2026,2/24/2020,London,GB,4.3,9.6,18.7,8,18,1.9
2027,2/24/2020,Mumbai,IN,11.5,22.2,14,108,168,6.6
2028,2/24/2020,Osaka,JP,4.5,14.9,18.4,14,42,2.9
2029,2/24/2020,Santiago,CL,4.2,10.5,14.5,55,59,10.2
2030,2/24/2020,Seoul,KR,5.6,37.1,11.2,31,61,5.8
2031,2/24/2020,Shanghai,CN,6.4,11.5,40.7,57,104,3.6
2032,2/24/2020,Taipei,TW,4.4,13,33.6,20,46,2.9
2033,2/24/2020,Tokyo,JP,4.5,12.1,27.2,15,50,1.5
2034,2/25/2020,Amsterdam,NL,2.5,5.9,26.8,10,17,0.1
2035,2/25/2020,Bangkok,TH,0.1,12.1,14.2,71,158,2.2
2036,2/25/2020,Beijing,CN,8.2,11.9,20.8,59,142,5.1
2037,2/25/2020,Belgrade,RS,7.7,19.1,11.3,37,80,8.5
2038,2/25/2020,Budapest,HU,4.3,11.9,16.9,19,55,2.7
2039,2/25/2020,Busan,KR,4.5,20.4,16.8,11,30,4.3
2040,2/25/2020,Delhi,IN,10.6,21.2,5.3,131,182,7.8
2041,2/25/2020,Haarlem,NL,1.5,5.8,27.1,17,27,0.1
2042,2/25/2020,Hong Kong,HK,6.2,20.4,18.2,34,63,2.1
2043,2/25/2020,Kyoto,JP,6.7,26,6.4,20,59,2.9
2044,2/25/2020,London,GB,5.5,11.8,20.3,9,17,2.9
2045,2/25/2020,Mumbai,IN,6.9,19.7,11.2,86,116,5.8
2046,2/25/2020,Osaka,JP,5.6,31.5,6.4,20,61,2.9
2047,2/25/2020,Santiago,CL,5.4,16.5,11.4,57,61,10.4
2048,2/25/2020,Seoul,KR,5.6,24.1,19.2,15,50,4.3
2049,2/25/2020,Shanghai,CN,7.2,14.7,24.8,47,95,3.6
2050,2/25/2020,Taipei,TW,7.5,25.1,15.2,36,76,4.3
2051,2/25/2020,Tokyo,JP,5.6,30.6,13.6,27,74,2.9
2052,2/26/2020,Amsterdam,NL,2.9,9.5,25.2,8,16,0.4
2053,2/26/2020,Bangkok,TH,0.1,9.3,11.5,58,127,1.6
2054,2/26/2020,Beijing,CN,4.6,9.6,20.8,38,89,2.6
2055,2/26/2020,Belgrade,RS,6.3,13,16.9,22,53,5.9
2056,2/26/2020,Budapest,HU,4.4,11.8,18,12,30,2.3
2057,2/26/2020,Busan,KR,4.5,12.1,27.2,17,38,4.3
2058,2/26/2020,Delhi,IN,13.1,21.9,5.8,150,194,7.3
2059,2/26/2020,Haarlem,NL,1.9,5.4,26.7,10,18,0.7
2060,2/26/2020,Hong Kong,HK,6,23.5,3.6,24,56,3
2061,2/26/2020,Kyoto,JP,3.4,8.4,31.2,13,42,2.9
2062,2/26/2020,London,GB,6.4,16.7,16.1,11,21,2.6
2063,2/26/2020,Mumbai,IN,5.9,20.3,15.3,80,116,6.7
2064,2/26/2020,Osaka,JP,3.4,13,28.1,13,42,2.9
2065,2/26/2020,Santiago,CL,6.8,17.5,22.2,62,64,10.4
2066,2/26/2020,Seoul,KR,5.6,25.1,14.5,16,38,4.3
2067,2/26/2020,Shanghai,CN,5.5,8.3,32.5,34,78,2.6
2068,2/26/2020,Taipei,TW,5.2,15.8,27.2,30,68,2.9
2069,2/26/2020,Tokyo,JP,4.5,14.9,21.6,14,53,1.5
2070,2/27/2020,Amsterdam,NL,3.1,14.4,19,10,24,0.1
2071,2/27/2020,Bangkok,TH,0.1,11.6,8.7,58,127,1.1
2072,2/27/2020,Beijing,CN,4.6,11,15.9,30,78,2.1
2073,2/27/2020,Belgrade,RS,6.3,9.9,14.6,15,53,3.4
2074,2/27/2020,Budapest,HU,4,7.5,22,10,32,2.2
2075,2/27/2020,Busan,KR,3.4,11.2,24.8,16,34,4.3
2076,2/27/2020,Delhi,IN,10.3,20.5,6.6,118,172,6.4
2077,2/27/2020,Haarlem,NL,2,9.6,20.1,10,23,0.1
2078,2/27/2020,Hong Kong,HK,5.5,14.7,25.1,23,54,2
2079,2/27/2020,Kyoto,JP,3.4,4.7,30.4,6,21,1.5
2080,2/27/2020,London,GB,5.3,18.4,15.3,10,25,2.2
2081,2/27/2020,Mumbai,IN,8.3,24.8,14.8,94,151,7
2082,2/27/2020,Osaka,JP,2.3,6.5,29.6,6,17,2.9
2083,2/27/2020,Santiago,CL,5.6,16.9,14.5,62,59,11
2084,2/27/2020,Seoul,KR,4.5,24.1,13.6,14,34,4.3
2085,2/27/2020,Shanghai,CN,5.5,9.2,33.8,37,76,3.1
2086,2/27/2020,Taipei,TW,3.9,12.1,33.6,20,46,1.5
2087,2/27/2020,Tokyo,JP,3.4,9.3,26.4,5,17,1.5
2088,2/28/2020,Amsterdam,NL,3.1,11.9,21.7,13,32,0.2
2089,2/28/2020,Bangkok,TH,0.1,8.7,8.7,43,87,1.6
2090,2/28/2020,Beijing,CN,6.4,13.3,15.1,49,151,1.6
2091,2/28/2020,Belgrade,RS,6,8.5,18,12,45,3.9
2092,2/28/2020,Budapest,HU,3.9,7.3,24.4,9,26,3
2093,2/28/2020,Busan,KR,4.5,25.1,8.8,18,46,5.8
2094,2/28/2020,Delhi,IN,7.8,15.8,11.5,101,163,5.4
2095,2/28/2020,Haarlem,NL,2.3,7.1,23,15,29,0.2
2096,2/28/2020,Hong Kong,HK,5.5,14.4,28.6,26,58,1.9
2097,2/28/2020,Kyoto,JP,3.4,8.4,24.1,7,21,2.9
2098,2/28/2020,London,GB,5.3,15.8,12.9,12,25,2.1
2099,2/28/2020,Mumbai,IN,11.6,26,14.7,116,163,8.1
2100,2/28/2020,Osaka,JP,3.4,12.1,23.3,7,21,1.5
2101,2/28/2020,Santiago,CL,6.5,19.3,16.4,67,63,10.5
2102,2/28/2020,Seoul,KR,5.6,38,3.2,26,65,4.3
2103,2/28/2020,Shanghai,CN,6.4,15.6,24.4,44,87,3.1
2104,2/28/2020,Taipei,TW,4.5,13.9,30.4,39,61,2.9
2105,2/28/2020,Tokyo,JP,3.4,14.9,22.4,6,21,2.9
2106,2/29/2020,Amsterdam,NL,2.6,6,20.8,21,50,0.2
2107,2/29/2020,Bangkok,TH,0.1,7.5,7.9,40,80,1.6
2108,2/29/2020,Beijing,CN,10.9,15.1,6.5,66,159,1.6
2109,2/29/2020,Belgrade,RS,6.4,9.8,19.6,15,52,4
2110,2/29/2020,Budapest,HU,4.5,11.1,21,11,38,3.3
2111,2/29/2020,Busan,KR,4.5,17.6,14.5,18,46,5.8
2112,2/29/2020,Delhi,IN,6.7,15.2,10.6,82,154,5.3
2113,2/29/2020,Haarlem,NL,2.1,4.1,21.1,23,51,0.3
2114,2/29/2020,Hong Kong,HK,5.9,23,11.4,21,54,2.3
2115,2/29/2020,Kyoto,JP,3.4,12.1,17.6,9,30,1.5
2116,2/29/2020,London,GB,6.4,7.2,22.5,13,29,1.9
2117,2/29/2020,Mumbai,IN,11.3,18.7,8.2,102,155,6.8
2118,2/29/2020,Osaka,JP,3.4,16.7,13.6,10,34,1.5
2119,2/29/2020,Santiago,CL,7.7,15.3,20.4,69,77,11.2
2120,2/29/2020,Seoul,KR,5.6,28.8,13.6,23,61,4.3
2121,2/29/2020,Shanghai,CN,6.2,15.6,19.1,22,72,2.6
2122,2/29/2020,Taipei,TW,6.6,21.3,17.6,29,65,2.9
2123,2/29/2020,Tokyo,JP,4.5,16.7,20.8,12,46,2.9
2124,2/3/2020,Amsterdam,NL,2.2,7,23.5,22,47,0.1
2125,2/3/2020,Bangkok,TH,0.1,11,11.9,64,150,1.6
2126,2/3/2020,Beijing,CN,2.9,5.5,24,18,38,1.1
2127,2/3/2020,Belgrade,RS,7.5,16.3,5.5,30,72,6.5
2128,2/3/2020,Budapest,HU,4.1,6.1,26.4,5,9,1.7
2129,2/3/2020,Busan,KR,5.6,17.6,24.1,39,87,5.8
2130,2/3/2020,Delhi,IN,12.5,22.5,3.5,143,194,5.3
2131,2/3/2020,Haarlem,NL,1.4,7,25.3,31,52,0.1
2132,2/3/2020,Hong Kong,HK,6.2,17.1,29.2,28,65,2
2133,2/3/2020,Kyoto,JP,4.5,13,24.1,19,59,2.9
2134,2/3/2020,London,GB,5.5,13.3,17.9,17,35,5
2135,2/3/2020,Mumbai,IN,9.6,15.7,9.9,92,161,2.8
2136,2/3/2020,Osaka,JP,5.6,18.6,20.8,23,68,2.9
2137,2/3/2020,Santiago,CL,3,10.8,15.6,49,42,14.3
2138,2/3/2020,Seoul,KR,4.5,16.7,21.6,24,57,4.3
2139,2/3/2020,Shanghai,CN,6.9,12.4,30.9,56,153,3.1
2140,2/3/2020,Taipei,TW,5.7,15.8,17.6,18,42,2.8
2141,2/3/2020,Tokyo,JP,4.5,20.4,16,15,55,1.5
2142,2/4/2020,Amsterdam,NL,2.4,7,22.3,14,25,0.1
2143,2/4/2020,Bangkok,TH,0.1,8.7,13.1,57,127,1.1
2144,2/4/2020,Beijing,CN,2.8,6,22.4,17,30,1.1
2145,2/4/2020,Belgrade,RS,6.3,11.5,10.8,20,54,5.6
2146,2/4/2020,Budapest,HU,4.3,6.9,23.1,6,15,2.3
2147,2/4/2020,Busan,KR,4.5,21.3,16,30,72,5.8
2148,2/4/2020,Delhi,IN,15,25.3,4.2,180,229,6.9
2149,2/4/2020,Haarlem,NL,1.4,2.8,28.9,20,33,0.2
2150,2/4/2020,Hong Kong,HK,6.7,14.4,17.4,23,61,2
2151,2/4/2020,Kyoto,JP,4.5,16.7,23.3,13,46,2.9
2152,2/4/2020,London,GB,7.4,15.5,15.4,13,30,2.2
2153,2/4/2020,Mumbai,IN,6.8,18.6,17.2,93,163,3.3
2154,2/4/2020,Osaka,JP,4.5,16.7,23.3,12,46,2.9
2155,2/4/2020,Santiago,CL,3,8.3,12.8,45,35,14.8
2156,2/4/2020,Seoul,KR,5.6,24.1,15.2,24,59,4.3
2157,2/4/2020,Shanghai,CN,4.7,11.5,28.5,22,63,3.1
2158,2/4/2020,Taipei,TW,6.7,18.6,19.2,17,38,2.9
2159,2/4/2020,Tokyo,JP,4.5,15.8,23.3,9,30,1.5
2160,2/5/2020,Amsterdam,NL,2.8,13.3,17.1,18,29,0.1
2161,2/5/2020,Bangkok,TH,0.1,8.7,11.1,48,97,1.6
2162,2/5/2020,Beijing,CN,4.6,9.6,14.7,33,78,1.6
2163,2/5/2020,Belgrade,RS,4.9,4.6,18.1,7,26,3.6
2164,2/5/2020,Budapest,HU,4,5.6,24.8,8,18,2.3
2165,2/5/2020,Busan,KR,4.5,11.2,26.4,23,53,4.3
2166,2/5/2020,Delhi,IN,11.5,21.9,4.6,137,195,6.1
2167,2/5/2020,Haarlem,NL,1.8,8,26.5,22,24,0.1
2168,2/5/2020,Hong Kong,HK,6.8,12.3,17.9,18,52,1.6
2169,2/5/2020,Kyoto,JP,4.5,13,28.1,13,46,2.9
2170,2/5/2020,London,GB,8.5,29.8,2.1,28,59,2.9
2171,2/5/2020,Mumbai,IN,7.6,20.2,15.2,92,153,5.5
2172,2/5/2020,Osaka,JP,4.5,13,25.6,15,55,2.9
2173,2/5/2020,Santiago,CL,2.7,9.4,15.2,50,40,14.4
2174,2/5/2020,Seoul,KR,4.5,13,19.2,21,42,4.3
2175,2/5/2020,Shanghai,CN,4.8,8.7,30.5,30,78,3.1
2176,2/5/2020,Taipei,TW,4.9,13,27.2,21,46,1.9
2177,2/5/2020,Tokyo,JP,4.5,15.8,24.8,10,42,1.5
2178,2/6/2020,Amsterdam,NL,3.1,17.3,10,24,49,0.3
2179,2/6/2020,Bangkok,TH,0.1,8.1,9.1,42,80,1.6
2180,2/6/2020,Beijing,CN,10,11,12.6,38,119,1.6
2181,2/6/2020,Belgrade,RS,5.3,7.8,19.1,16,38,3.4
2182,2/6/2020,Budapest,HU,4.2,7.1,21,12,45,2.3
2183,2/6/2020,Busan,KR,4.5,17.6,19.2,20,50,5.8
2184,2/6/2020,Delhi,IN,10.4,19.7,4.5,122,180,5.7
2185,2/6/2020,Haarlem,NL,1.9,10.3,17.3,25,47,0.3
2186,2/6/2020,Hong Kong,HK,6.3,12.3,30.4,27,59,1.8
2187,2/6/2020,Kyoto,JP,3.4,5.6,25.6,4,17,1.5
2188,2/6/2020,London,GB,7.3,31.5,1.9,29,65,2.8
2189,2/6/2020,Mumbai,IN,5.6,16.9,16,84,126,3.4
2190,2/6/2020,Osaka,JP,2.3,6.5,24.8,4,17,1.5
2191,2/6/2020,Santiago,CL,3.2,11.1,15.4,50,46,15.1
2192,2/6/2020,Seoul,KR,6.7,28.8,9.6,35,65,5.8
2193,2/6/2020,Shanghai,CN,4,6,30.1,19,53,2.6
2194,2/6/2020,Taipei,TW,4.5,10.2,28.9,20,50,2.2
2195,2/6/2020,Tokyo,JP,2.3,6.5,25.6,4,13,1.5
2196,2/7/2020,Amsterdam,NL,3.6,22.4,4.7,29,68,0.7
2197,2/7/2020,Bangkok,TH,0.1,11.6,9.5,50,93,1.6
2198,2/7/2020,Beijing,CN,10.9,17.9,7.8,71,160,1.6
2199,2/7/2020,Belgrade,RS,5.8,10.8,11.3,26,70,2.8
2200,2/7/2020,Budapest,HU,4.8,7.7,19.5,15,54,1.6
2201,2/7/2020,Busan,KR,5.6,22.3,13.6,30,68,5.8
2202,2/7/2020,Delhi,IN,13.2,22.9,4.9,144,198,6.7
2203,2/7/2020,Haarlem,NL,2.9,20.9,3,30,67,0.8
2204,2/7/2020,Hong Kong,HK,7.1,17,16.7,35,72,2.1
2205,2/7/2020,Kyoto,JP,4.5,17.6,16.8,8,30,2.9
2206,2/7/2020,London,GB,6.4,22.6,3.2,30,69,3.5
2207,2/7/2020,Mumbai,IN,6,17.9,15.9,83,127,3.5
2208,2/7/2020,Osaka,JP,3.4,22.3,12.8,8,30,2.9
2209,2/7/2020,Santiago,CL,4.2,17.5,18.2,54,53,9.9
2210,2/7/2020,Seoul,KR,6.7,34.3,10.4,36,78,5.8
2211,2/7/2020,Shanghai,CN,4.9,6.9,30.9,24,70,2.6
2212,2/7/2020,Taipei,TW,4.8,13.9,23.3,17,30,2
2213,2/7/2020,Tokyo,JP,4.5,26,13.6,10,38,2.9
2214,2/8/2020,Amsterdam,NL,3.6,16.4,8,20,58,0.5
2215,2/8/2020,Bangkok,TH,0.1,10.4,9.5,53,107,1.1
2216,2/8/2020,Beijing,CN,8.2,13.3,19.5,53,158,2.6
2217,2/8/2020,Belgrade,RS,5.8,10.3,18.8,19,51,4.2
2218,2/8/2020,Budapest,HU,5,8.6,22,12,39,2.2
2219,2/8/2020,Busan,KR,4.5,11.2,28.1,33,80,4.3
2220,2/8/2020,Delhi,IN,10.7,21,5.1,146,202,7
2221,2/8/2020,Haarlem,NL,2.7,13,8.2,22,57,0.6
2222,2/8/2020,Hong Kong,HK,6.9,11.3,12.4,11,33,2
2223,2/8/2020,Kyoto,JP,4.5,14.9,31.2,12,50,2.9
2224,2/8/2020,London,GB,4.3,11.9,16.9,19,34,2.1
2225,2/8/2020,Mumbai,IN,7.7,17.4,13.1,97,158,3.4
2226,2/8/2020,Osaka,JP,5.6,17.6,22.4,14,53,2.9
2227,2/8/2020,Santiago,CL,5.3,16.9,27.5,55,60,9.1
2228,2/8/2020,Seoul,KR,5.6,15.8,23.3,37,82,4.3
2229,2/8/2020,Shanghai,CN,5.5,8.3,28.9,33,95,2.6
2230,2/8/2020,Taipei,TW,4.7,10.2,28.1,23,46,1.5
2231,2/8/2020,Tokyo,JP,4.5,18.6,22.4,14,55,1.5
2232,2/9/2020,Amsterdam,NL,2.6,4.7,25.2,9,25,0.3
2233,2/9/2020,Bangkok,TH,0.1,11,7.9,56,119,1.1
2234,2/9/2020,Beijing,CN,13.6,22.4,11,98,191,2.1
2235,2/9/2020,Belgrade,RS,11.8,18.6,10.4,60,154,14.8
2236,2/9/2020,Budapest,HU,7.3,16.8,12.3,31,81,4.5
2237,2/9/2020,Busan,KR,4.5,13,26.4,34,80,5.8
2238,2/9/2020,Delhi,IN,11.5,21.2,4.9,143,197,6.8
2239,2/9/2020,Haarlem,NL,1.8,3.2,26.1,14,36,0.5
2240,2/9/2020,Hong Kong,HK,7.1,9.3,13.7,16,50,2
2241,2/9/2020,Kyoto,JP,2.3,3.8,31.2,6,21,1.5
2242,2/9/2020,London,GB,2.8,3.8,26.2,12,25,1.9
2243,2/9/2020,Mumbai,IN,6.2,13.5,16.8,92,157,4.7
2244,2/9/2020,Osaka,JP,2.3,3.8,31.2,6,21,1.5
2245,2/9/2020,Santiago,CL,4.3,12.1,25.6,52,59,8.9
2246,2/9/2020,Seoul,KR,6.7,23.2,16.8,32,76,5.8
2247,2/9/2020,Shanghai,CN,7.9,10.1,25.6,62,160,3.1
2248,2/9/2020,Taipei,TW,4.6,10.2,29.6,28,59,1.6
2249,2/9/2020,Tokyo,JP,2.3,4.7,29.6,5,17,1.5
2250,3/1/2020,Amsterdam,NL,2.4,5.1,27.4,9,19,0.3
2251,3/1/2020,Bangkok,TH,0.1,5.8,9.9,40,78,1.6
2252,3/1/2020,Beijing,CN,10,9.6,26.4,16,38,1.1
2253,3/1/2020,Belgrade,RS,6.7,10.9,21.3,23,62,6.5
2254,3/1/2020,Budapest,HU,5.2,12,19.3,14,51,3.7
2255,3/1/2020,Busan,KR,4.5,11.2,29.6,22,53,5.8
2256,3/1/2020,Delhi,IN,7.4,16.9,10.7,62,103,6.1
2257,3/1/2020,Haarlem,NL,2.1,4.3,27.9,15,25,0.3
2258,3/1/2020,Hong Kong,HK,6,26.4,6.7,26,63,3.3
2259,3/1/2020,Kyoto,JP,3.4,6.5,27.2,10,34,4.3
2260,3/1/2020,London,GB,7.4,7.5,22.9,11,23,1.7
2261,3/1/2020,Mumbai,IN,6.1,13.6,8.2,81,124,4
2262,3/1/2020,Osaka,JP,3.4,8.4,24.1,10,34,1.5
2263,3/1/2020,Santiago,CL,5.3,11.9,13.6,57,73,11.5
2264,3/1/2020,Seoul,KR,6.7,25.1,15.2,40,93,4.3
2265,3/1/2020,Shanghai,CN,4.6,10.1,26,18,57,2.6
2266,3/1/2020,Taipei,TW,4.7,12.1,25.6,20,57,2.9
2267,3/1/2020,Tokyo,JP,3.4,11.2,28.9,13,50,2.9
2268,3/10/2020,Amsterdam,NL,2.7,6.1,21.4,10,25,0.1
2269,3/10/2020,Bangkok,TH,0.1,9.3,5.2,46,97,1.6
2270,3/10/2020,Beijing,CN,2.8,6.4,24.8,23,38,1.1
2271,3/10/2020,Belgrade,RS,7.7,14.4,15,34,91,4
2272,3/10/2020,Budapest,HU,5.8,19.1,12.9,26,65,3.8
2273,3/10/2020,Busan,KR,4.5,11.2,27.2,14,42,4.3
2274,3/10/2020,Delhi,IN,7.7,12.7,10.8,90,154,7.2
2275,3/10/2020,Haarlem,NL,2,5.9,22.4,17,28,0.1
2276,3/10/2020,Hong Kong,HK,7.3,16.7,17.8,21,50,2.8
2277,3/10/2020,Kyoto,JP,4.5,17.6,19.2,10,25,1.5
2278,3/10/2020,London,GB,3.7,8.2,16.8,6,15,1.7
2279,3/10/2020,Mumbai,IN,6.4,7.7,8.8,65,82,4.7
2280,3/10/2020,Osaka,JP,4.5,23.2,13.6,11,34,2.9
2281,3/10/2020,Santiago,CL,6.9,19.6,15.2,66,64,10.9
2282,3/10/2020,Seoul,KR,6.7,24.1,18.4,39,91,4.3
2283,3/10/2020,Shanghai,CN,5.4,10.6,32.9,32,93,2.6
2284,3/10/2020,Taipei,TW,4.6,13,25.6,15,38,2.9
2285,3/10/2020,Tokyo,JP,4.5,21.3,11.2,14,42,1.5
2286,3/11/2020,Amsterdam,NL,3,7.6,25.1,11,22,0.1
2287,3/11/2020,Bangkok,TH,0.1,9.8,5.6,50,104,1.1
2288,3/11/2020,Beijing,CN,5.5,22.9,7.8,48,85,2.1
2289,3/11/2020,Belgrade,RS,8.4,17.5,10.5,44,95,10
2290,3/11/2020,Budapest,HU,5,15.2,12.2,15,50,2.7
2291,3/11/2020,Busan,KR,4.5,9.3,28.9,29,59,4.3
2292,3/11/2020,Delhi,IN,7,12.6,14.4,78,144,6.2
2293,3/11/2020,Haarlem,NL,2,7.5,25.5,16,27,0.2
2294,3/11/2020,Hong Kong,HK,6.9,12.7,30,27,61,2.2
2295,3/11/2020,Kyoto,JP,3.4,4.7,35.2,6,17,2.9
2296,3/11/2020,London,GB,4.3,9.4,22.3,9,18,2.5
2297,3/11/2020,Mumbai,IN,3.6,8.7,9.4,52,58,4.4
2298,3/11/2020,Osaka,JP,2.3,8.4,32,8,25,2.9
2299,3/11/2020,Santiago,CL,7.3,18.3,15.2,67,66,11.4
2300,3/11/2020,Seoul,KR,4.5,13.9,23.3,33,42,4.3
2301,3/11/2020,Shanghai,CN,7,22.4,29.7,61,157,3.6
2302,3/11/2020,Taipei,TW,4.3,11.2,36.8,44,68,2.9
2303,3/11/2020,Tokyo,JP,3.4,13,30.4,7,25,2.9
2304,3/12/2020,Amsterdam,NL,2.7,4.1,28.1,13,25,0.1
2305,3/12/2020,Bangkok,TH,0.1,7,6,40,85,1.1
2306,3/12/2020,Beijing,CN,4.6,8.3,26.9,28,38,1.6
2307,3/12/2020,Belgrade,RS,10.4,15.2,9.1,35,79,8.8
2308,3/12/2020,Budapest,HU,4.7,14.2,16.4,14,40,3
2309,3/12/2020,Busan,KR,4.5,17.6,22.4,27,46,4.3
2310,3/12/2020,Delhi,IN,7.5,14.9,8.1,99,151,6.1
2311,3/12/2020,Haarlem,NL,2,3.4,28.6,21,34,0.1
2312,3/12/2020,Hong Kong,HK,6.5,17.9,31.2,47,76,1.9
2313,3/12/2020,Kyoto,JP,3.4,9.3,29.6,14,46,1.5
2314,3/12/2020,London,GB,4.6,9,23.1,14,26,3.3
2315,3/12/2020,Mumbai,IN,4.5,11,8.6,59,61,4.8
2316,3/12/2020,Osaka,JP,3.4,13,28.1,13,42,2.9
2317,3/12/2020,Santiago,CL,5,13.9,12.7,60,58,10.4
2318,3/12/2020,Seoul,KR,5.6,27.8,15.2,33,53,4.3
2319,3/12/2020,Shanghai,CN,5.5,12.8,35.4,51,117,3.1
2320,3/12/2020,Taipei,TW,6.7,25.1,20.8,23,55,4.3
2321,3/12/2020,Tokyo,JP,3.4,9.3,31.2,8,25,1.5
2322,3/13/2020,Amsterdam,NL,2.8,5.9,25.8,14,26,0.1
2323,3/13/2020,Bangkok,TH,0.1,6.4,6,33,70,1.1
2324,3/13/2020,Beijing,CN,2.8,6.9,26.9,16,25,1.1
2325,3/13/2020,Belgrade,RS,6.6,11,18.3,26,55,3.9
2326,3/13/2020,Budapest,HU,4.7,13.6,18.4,15,24,2.5
2327,3/13/2020,Busan,KR,5.6,19.5,27.2,40,70,5.8
2328,3/13/2020,Delhi,IN,6.7,17.6,7.1,119,154,6.3
2329,3/13/2020,Haarlem,NL,2,3.8,26.3,19,27,0.1
2330,3/13/2020,Hong Kong,HK,6.8,22.3,12.9,44,96,2.4
2331,3/13/2020,Kyoto,JP,4.5,18.6,19.2,17,53,4.3
2332,3/13/2020,London,GB,5.5,13.9,18.7,16,31,2.3
2333,3/13/2020,Mumbai,IN,4.2,13.3,11.9,74,81,5.3
2334,3/13/2020,Osaka,JP,4.5,22.3,17.6,16,55,7.2
2335,3/13/2020,Santiago,CL,5.7,14.6,12.8,56,49,2.9
2336,3/13/2020,Seoul,KR,4.5,15.8,24.1,30,50,4.3
2337,3/13/2020,Shanghai,CN,4.8,12.4,28.9,30,80,2.6
2338,3/13/2020,Taipei,TW,5.6,19.5,21.6,16,50,2.9
2339,3/13/2020,Tokyo,JP,4.5,20.4,20,14,50,1.5
2340,3/14/2020,Amsterdam,NL,3.4,10.6,17,15,39,0.2
2341,3/14/2020,Bangkok,TH,0.1,5.2,6,30,63,1.1
2342,3/14/2020,Beijing,CN,2.8,5.1,29.7,35,25,1.6
2343,3/14/2020,Belgrade,RS,6.3,8.7,16.4,17,46,3.5
2344,3/14/2020,Budapest,HU,3.8,7.5,23.4,10,29,2.2
2345,3/14/2020,Busan,KR,4.5,8.4,29.6,20,34,4.3
2346,3/14/2020,Delhi,IN,6.5,13.5,7.5,59,102,5.3
2347,3/14/2020,Haarlem,NL,3.1,11.4,13.9,17,45,0.3
2348,3/14/2020,Hong Kong,HK,7.3,15.1,18.2,20,56,2.5
2349,3/14/2020,Kyoto,JP,4.5,10.2,24.8,15,46,2.9
2350,3/14/2020,London,GB,4,9.3,21.9,12,25,2.3
2351,3/14/2020,Mumbai,IN,4.8,15.4,13.6,82,97,6.1
2352,3/14/2020,Osaka,JP,3.4,13,26.4,13,38,4.3
2353,3/14/2020,Santiago,CL,5.5,15.6,19.8,56,48,10.3
