Date,City,Country,co,no2,o3,pm10,pm25,so2
1/7/2020,Xuchang,CN,13.6,15.1,15.5,57,153,4.6
1/7/2020,Yeosu,KR,6.7,15.8,12.1,14,25,5.8
1/7/2020,Yinchuan,CN,10.9,17.9,17.1,59,132,8.2
1/7/2020,Yokohama,JP,4.5,19.5,12.8,10,34,2.9
1/7/2020,Yunfu,CN,5.5,11,14.3,31,61,4.6
1/7/2020,Zhengzhou,CN,12.7,18.3,13.9,47,149,4.1
1/7/2020,Zhuzhou,CN,10,14.2,9.4,24,63,3.1
1/7/2020,Ürümqi,CN,25.3,41.6,3.7,94,206,4.6
1/7/2020,İzmit,TR,8.2,10.9,10.6,23,75,1.9
1/7/2020,Łódź,PL,6.1,13.4,9.4,53,152,6.2
1/7/2020,Ōita,JP,4.5,7.5,15.2,11,53,5.8
1/8/2020,Abu Dhabi,AE,0.1,30.7,9.8,33,25,6.1
1/8/2020,Adapazarı,TR,6.4,8.1,11.7,24,67,14.1
1/8/2020,Adelaide,AU,5.4,1.9,19.5,35,65,0.6
1/8/2020,Albuquerque,US,3.2,17.6,23.3,24,26,1.5
1/8/2020,Amsterdam,NL,2.6,11.4,12.7,13,33,0.2
1/8/2020,Andong,KR,8.9,8.4,21.6,9,34,4.3
1/8/2020,Ankara,TR,10.8,24.5,5.2,20,63,2.6
1/8/2020,Anyang,CN,17.5,19.2,7.4,72,169,4.6
1/8/2020,Ashdod,IL,98,7.6,26.6,9,46,1.3
1/8/2020,Ashkelon,IL,135,16.7,34.4,14,38,1.6
1/8/2020,Athens,GR,0.1,6,27.7,11,30,4.1
1/8/2020,Atlanta,US,2.8,24.1,19.2,10,20,0.5
1/8/2020,Balıkesir,TR,6.4,6.7,20.8,8,11,50.9
1/8/2020,Bangkok,TH,0.1,20.2,8.3,63,149,2.2
1/8/2020,Beijing,CN,4.6,13.3,19.1,20,46,1.6
1/8/2020,Belfast,GB,2.8,29.4,10.2,17,42,1.5
1/8/2020,Belgrade,RS,13.5,16.8,2.7,78,176,6.4
1/8/2020,Bengaluru,IN,8.4,12,15.3,58,91,3.5
1/8/2020,Berlin,DE,0.1,12.8,9,13,30,1.7
1/8/2020,Bhopal,IN,7.8,12,10.4,95,152,5.2
1/8/2020,Bilbao,ES,0.1,15.6,4.5,20,65,3.6
1/8/2020,Bogotá,CO,7.3,9.4,4.5,35,65,0.8
1/8/2020,Boise,US,4.5,7.5,21.8,11,25,1.5
1/8/2020,Brescia,IT,0.1,29.3,3.7,55,144,1.1
1/8/2020,Brisbane,AU,1.9,3.7,6.5,17,50,0.6
1/8/2020,Bristol,GB,2.8,16,15.4,32,59,5.6
1/8/2020,Brussels,BE,0.1,6.9,11.4,10,30,0.6
1/8/2020,Budapest,HU,9.3,22.5,2.1,51,137,3.1
1/8/2020,Buenos Aires,AR,4.7,8.7,7.4,19,46,6.6
1/8/2020,Burgos,ES,0.1,17.4,1.7,18,30,2.1
1/8/2020,Bursa,TR,16.8,18.1,8.4,25,55,6.8
1/8/2020,Busan,KR,5.6,10.2,22.4,15,42,4.3
1/8/2020,Bydgoszcz,PL,3.1,10.7,8.2,26,66,1.6
1/8/2020,Calama,CL,1.5,3.7,12.9,29,20,1
1/8/2020,Cardiff,GB,2.8,13.8,14.7,29,42,5.6
1/8/2020,Castelló de la Plana,ES,0.1,12.4,14.3,20,53,3.1
1/8/2020,Chandigarh,IN,3.8,7.4,8,38,83,4.7
1/8/2020,Changchun,CN,7.6,16.5,22,59,155,11.2
1/8/2020,Changsha,CN,11.8,19.7,9.8,43,114,3.1
1/8/2020,Changwon,KR,5.6,10.2,24.1,12,42,4.3
1/8/2020,Charleroi,BE,0.1,9.2,6.5,5,13,0.6
1/8/2020,Chengdu,CN,9.9,36.6,3.3,82,159,4.1
1/8/2020,Chennai,IN,4.2,6.3,15.5,51,98,4.3
1/8/2020,Cheongju-si,KR,6.7,14.9,17.6,24,53,4.3
1/8/2020,Chiang Mai,TH,0.1,8.7,9.9,51,124,1.1
1/8/2020,Chiba,JP,4.5,18.6,6.4,14,42,1.5
1/8/2020,Chon Buri,TH,0.1,12.7,11.1,72,154,1.1
1/8/2020,Chongqing,CN,9.1,22,6.5,50,107,3.6
1/8/2020,Chuncheon,KR,6.7,12.1,15.2,8,21,2.9
1/8/2020,Concepción,CL,8.3,2.3,12.1,17,17,1.4
1/8/2020,Copenhagen,DK,2.2,8.2,14.5,17,41,0.5
1/8/2020,Cuernavaca,MX,1.5,18.2,40,30,59,5.5
1/8/2020,Daegu,KR,6.7,12.1,20.8,15,46,4.3
1/8/2020,Daejeon,KR,5.6,11.2,20.8,25,70,2.9
1/8/2020,Darwin,AU,3.1,0.4,5.7,16,18,0.1
1/8/2020,Delhi,IN,11.2,16.5,2.9,100,187,4.9
1/8/2020,Denver,US,2.8,13.8,10.2,18,17,1.1
1/8/2020,Dongguan,CN,6.5,19.7,16.7,46,89,5.1
1/8/2020,Donostia / San Sebastián,ES,0.1,14.2,3.7,24,65,1.6
1/8/2020,Douliu,TW,7.3,14.9,23.3,54,85,4.3
1/8/2020,East London,ZA,8.4,1.9,4.5,13,17,11.7
1/8/2020,Erzurum,TR,10.8,33.5,14.5,44,112,15.5
1/8/2020,Eskişehir,TR,5.7,22.1,15.6,40,108,5.9
1/8/2020,Foshan,CN,7.3,25.2,12.2,55,85,4.6
1/8/2020,Fukuoka,JP,4.5,4.7,28.9,16,42,1.5
1/8/2020,Fushun,CN,5.5,9.6,22.4,58,154,8.7
1/8/2020,Fuzhou,CN,8.2,8.3,39.4,26,50,2.6
1/8/2020,Gandhinagar,IN,5.9,5.9,9.6,71,124,8.2
1/8/2020,Gasteiz / Vitoria,ES,0.1,26.1,4.5,27,65,2.6
1/8/2020,Gdańsk,PL,3.3,6.4,13.2,13,65,1.3
1/8/2020,Gent,BE,0.1,8.7,11,14,46,9.2
1/8/2020,Ghāziābād,IN,11.9,18.9,1.5,99,195,4.7
1/8/2020,Gifu-shi,JP,4.5,5.6,16.8,4,17,2.9
1/8/2020,Guadalajara,MX,7.1,20.5,17.4,46,73,2.3
1/8/2020,Guangzhou,CN,7.3,22.4,17.1,52,85,4.1
1/8/2020,Guiyang,CN,5.5,9.2,24,41,80,5.6
1/8/2020,Gwangju,KR,5.6,10.2,23.3,34,78,4.3
1/8/2020,Győr,HU,11.1,14.3,1.5,39,125,1.2
1/8/2020,Haarlem,NL,1.6,9.1,13.7,17,34,0.2
1/8/2020,Haifa,IL,52,6.6,19.6,16,40,1.5
1/8/2020,Haikou,CN,4.7,4.2,24.4,26,50,2.1
1/8/2020,Hamburg,DE,0.1,13.8,11,19,50,1.6
1/8/2020,Hangzhou,CN,9.1,11,21.6,50,97,3.1
1/8/2020,Hanoi,VN,0.4,11,3.3,50,91,3
1/8/2020,Harbin,CN,7.3,21.1,17.5,59,152,12.7
1/8/2020,Hefei,CN,6.4,13.3,16.3,42,117,2.6
1/8/2020,Hegang,CN,4.6,2.3,26.4,20,61,5.1
1/8/2020,Hiroshima,JP,4.5,7.5,24.8,7,25,1.5
1/8/2020,Hong Kong,HK,6.8,27.1,17.1,32,64,2.8
1/8/2020,Hsinchu,TW,6.5,12.1,27.2,35,63,2.9
1/8/2020,Huế,VN,7,3,10,23,26,5
1/8/2020,Hyderabad,IN,4.1,9.4,11.7,56,111,2.3
1/8/2020,Hāpur,IN,6.8,12.9,2.5,87,154,3
1/8/2020,Incheon,KR,6.7,13.9,20,30,85,5.8
1/8/2020,Istanbul,TR,11.2,11.1,8.9,11,27,2.3
1/8/2020,Jacksonville,US,3.8,4.6,12.2,17,32,0.6
1/8/2020,Jaipur,IN,6.2,15.6,12.2,72,128,4.7
1/8/2020,Jeju City,KR,5.6,7.5,28.9,33,61,2.9
1/8/2020,Jeonju,KR,5.6,9.3,22.4,35,85,7.2
1/8/2020,Jerusalem,IL,3.4,9.9,20,31,46,12.9
1/8/2020,Jieyang,CN,8.2,11.5,22,53,76,6.1
1/8/2020,Jinan,CN,0.1,24.3,6.5,54,137,6.1
1/8/2020,Johannesburg,ZA,5.6,8.7,9,21,38,1.4
1/8/2020,Kagoshima,JP,3.4,3.8,27.2,16,42,1.5
1/8/2020,Kanazawa,JP,3.4,3.8,28.9,9,25,1.5
1/8/2020,Kaohsiung,TW,6.7,21.3,22.4,54,93,4.3
1/8/2020,Katowice,PL,4.3,11.1,6.3,28,90,5.2
1/8/2020,Kayseri,TR,8,0.1,7.9,26,46,5.1
1/8/2020,Kecskemét,HU,8.6,12.3,8,60,85,2
1/8/2020,Keelung,TW,5.8,7.5,34.4,34,61,1.5
1/8/2020,Kobe,JP,3.4,6.5,27.2,9,25,1.5
1/8/2020,Kochi,JP,5.6,3.8,29.6,7,17,1.5
1/8/2020,Kolkata,IN,10.8,22.7,5.1,139,188,5.1
1/8/2020,Konya,TR,5.3,13.4,7.4,12,61,2.4
1/8/2020,Kraków,PL,8.8,19.8,5.1,49,145,5.7
1/8/2020,Kumamoto,JP,2.3,3.8,28.9,13,38,2.9
1/8/2020,Kunming,CN,6.4,9.6,23.6,33,65,4.1
1/8/2020,Kyoto,JP,4.5,11.2,24.8,10,30,1.5
1/8/2020,Lampang,TH,0.1,4.7,13.8,65,157,1.6
1/8/2020,Lanzhou,CN,17.2,33,6.5,80,162,13.7
1/8/2020,Las Palmas de Gran Canaria,ES,0.1,3.7,30.9,20,34,2.1
1/8/2020,Las Vegas,US,0.1,11.6,8.2,15,25,0.8
1/8/2020,Leeds,GB,3.2,15.3,18.4,24,52,3
1/8/2020,Lhasa,CN,8.2,17,14.3,55,78,3.1
1/8/2020,Lima,PE,4.8,5.3,5.4,21,54,4.6
1/8/2020,Liège,BE,0.1,6.4,11,3,9,2.6
1/8/2020,London,GB,4.6,17.6,7.4,24,50,2.6
1/8/2020,Los Angeles,US,5.6,26.9,15.2,29,50,1.5
1/8/2020,Macau,MO,4.6,24.7,17.5,48,64,1.2
1/8/2020,Madrid,ES,0.1,40.7,1.7,33,72,5.1
1/8/2020,Marseille,FR,0.1,24.7,3.9,36,76,0.9
1/8/2020,Matsuyama,JP,4.5,4.7,28.1,9,30,2.9
1/8/2020,Mexico City,MX,10,26.9,17.6,54,74,7.2
1/8/2020,Middelburg,ZA,1.2,2.8,12.2,12,30,1.6
1/8/2020,Milan,IT,0.1,33.4,2.9,56,129,3.1
1/8/2020,Milwaukee,US,2.5,5.6,23.2,7,15,0.2
1/8/2020,Miskolc,HU,11.3,12.7,1.9,65,162,6.5
1/8/2020,Mokpo,KR,5.6,5.6,25.6,46,76,4.3
1/8/2020,Monterrey,MX,1.7,0,0,45,15.2,0
1/8/2020,Moscow,RU,2,8.4,13.2,8,25,0.8
1/8/2020,Mumbai,IN,6.5,13,13.6,73,154,3.5
1/8/2020,Muzaffarnagar,IN,6.8,17.4,7.2,69,144,4.4
1/8/2020,Mysore,IN,3.8,1.5,11.5,24,67,3.1
1/8/2020,Nagasaki,JP,4.5,3.8,28.9,15,42,1.5
1/8/2020,Nagoya,JP,4.5,15.8,20.8,8,25,1.5
1/8/2020,Nagpur,IN,5.4,18.7,1.1,70,128,2
1/8/2020,Naha,JP,5.6,5.6,30.4,17,34,1.5
1/8/2020,Nanchang,CN,9.9,14.2,28.1,48,109,3.1
1/8/2020,Nanjing,CN,7.3,14.7,7.8,48,117,2.6
1/8/2020,Nanning,CN,8.2,17.4,15.9,64,134,4.6
1/8/2020,Naples,IT,4.6,12.7,15.7,28,64,2
1/8/2020,Nara-shi,JP,4.5,6.5,25.6,10,25,2.9
1/8/2020,Nashik,IN,6.6,2,16.9,75,138,1.3
1/8/2020,Netanya,IL,47.8,4.2,12.7,12,51,0.3
1/8/2020,Newport,GB,2.8,11.9,20.8,28,59,5.6
1/8/2020,Niigata,JP,4.5,5.6,24.1,8,21,1.5
1/8/2020,Ningbo,CN,10,13.3,17.9,39,89,3.6
1/8/2020,Niš,RS,12.4,14,4.8,86,180,4.8
1/8/2020,Novi Sad,RS,10.3,13.4,8.4,64,159,4.8
1/8/2020,Okayama,JP,4.5,11.2,21.6,9,30,4.3
1/8/2020,Osaka,JP,4.5,10.2,24.1,10,30,1.5
1/8/2020,Oviedo,ES,0.1,13.8,7.4,26,68,4.6
1/8/2020,Pachuca de Soto,MX,13.8,6.3,25.3,27,54,3.2
1/8/2020,Palma,ES,5.5,10.6,21.6,15,18,1.1
1/8/2020,Paris,FR,0.1,18.7,10.6,13,39,0.2
1/8/2020,Perth,AU,2,2.3,11,13,24,5.8
1/8/2020,Petaẖ Tiqwa,IL,3.2,3.8,18.4,1,30,1.4
1/8/2020,Phoenix,US,7.8,20.4,7.3,21,34,0.1
1/8/2020,Pohang,KR,5.6,9.3,23.3,12,25,4.3
1/8/2020,Port Elizabeth,ZA,2.5,1.9,4.1,12,17,0.6
1/8/2020,Potsdam,DE,0.1,8.1,13.6,8,29,1.7
1/8/2020,Pretoria,ZA,1.9,3.7,0.5,24,53,3.1
1/8/2020,Pristina,XK,45,19.6,5.5,49,147,9.7
1/8/2020,Pécs,HU,7.4,13.7,2.4,52,124,2.1
1/8/2020,Płock,PL,4.7,8.6,11.1,27,80,1.3
1/8/2020,Qingdao,CN,0.1,17.4,17.5,50,107,4.6
1/8/2020,Qinhuangdao,CN,5.8,8.3,23.2,25,57,5.6
1/8/2020,Qiqihar,CN,5.7,12.4,22.8,41,78,28.9
1/8/2020,Rayong,TH,0.1,9.3,9.5,67,137,1.6
1/8/2020,Rijeka,HR,0.1,4.8,20.4,13,33,2.8
1/8/2020,Rome,IT,0.1,22.9,4.5,50,104,0.4
1/8/2020,Saint-Denis,RE,0.1,2.5,9.1,10,20,0.3
1/8/2020,Saitama,JP,4.5,17.6,8,17,59,1.5
1/8/2020,Samut Prakan,TH,0.1,13.3,17.8,73,152,2.2
1/8/2020,San Jose,US,3.6,10.2,24.1,9,17,1.5
1/8/2020,Santa Cruz de Tenerife,ES,0.1,4.2,29.3,16,34,3.1
1/8/2020,Santiago,CL,2.9,7.8,12.8,45,45,14.3
1/8/2020,Sapporo,JP,3.4,30.6,6.4,8,25,7.2
1/8/2020,Sarajevo,BA,2.4,9.6,3.3,130,218,28.9
1/8/2020,Sejong,KR,5.6,10.2,20,20,68,2.9
1/8/2020,Sendai,JP,0.1,15.8,8.8,5,17,5.8
1/8/2020,Seongnam-si,KR,5.6,18.6,13.6,15,72,4.3
1/8/2020,Seoul,KR,6.7,20.4,13.6,24,74,4.3
1/8/2020,Shanghai,CN,10,18.3,11,42,114,3.1
1/8/2020,Shantou,CN,7.3,11,26,42,68,4.6
1/8/2020,Shenyang,CN,5.5,13.3,19.9,52,124,8.2
1/8/2020,Shenzhen,CN,5.6,17.4,30.5,44,72,3.1
1/8/2020,Shijiazhuang,CN,15,25.2,8.2,79,170,9.2
1/8/2020,Shillong,IN,12.4,5.4,7.3,118,183,6.4
1/8/2020,Shizuoka,JP,2.3,8.4,20,7,21,1.5
1/8/2020,Skopje,MK,11.3,10.7,5,66,133,2.7
1/8/2020,Suncheon,KR,5.6,6.5,26.4,16,57,4.3
1/8/2020,Surrey,CA,0.1,4.6,11.3,7,9,0.2
1/8/2020,Suwon,KR,6.7,12.1,20,25,87,4.3
1/8/2020,Swansea,GB,6,12.5,22.4,31,46,1.3
1/8/2020,Sydney,AU,18.9,3.8,39.2,60,135,1.5
1/8/2020,Szczecin,PL,0.1,7.8,13.1,13,58,2.4
1/8/2020,Szeged,HU,6.1,9.8,2.2,54,152,4
1/8/2020,São José dos Campos,BR,1.9,4.6,11.8,17,30,0.6
1/8/2020,São Paulo,BR,4.6,11.9,9.8,12,38,0.6
1/8/2020,Taichung,TW,7.2,15.8,24.1,40,74,2.9
1/8/2020,Tainan,TW,6.8,13.9,28.1,57,93,4.3
1/8/2020,Taipei,TW,7.8,13.9,28.1,34,61,2.9
1/8/2020,Taitung City,TW,4.4,4.7,34.4,16,42,1.5
1/8/2020,Taiyuan,CN,11.8,19.2,10.6,81,171,13.2
1/8/2020,Takamatsu,JP,4.5,4.7,27.2,9,21,2.9
1/8/2020,Talca,CL,9,1.2,2.1,23,21,1.1
1/8/2020,Taoyuan City,TW,7.8,13.9,28.1,39,65,2.9
1/8/2020,Tbilisi,GE,9.1,19.4,3.3,55,119,1.6
1/8/2020,Tel Aviv,IL,4.5,9.4,17.8,18,53,3.5
1/8/2020,Thiruvananthapuram,IN,6.3,6.2,13.6,24,56,4
1/8/2020,Thrissur,IN,8.4,3.4,11.3,65,35,7.4
1/8/2020,Tokyo,JP,4.5,21.3,8,17,61,1.5
1/8/2020,Toluca,MX,10.5,18.4,24.1,67,93,6.7
1/8/2020,Toyama,JP,4.5,2.8,28.1,8,17,1.5
1/8/2020,Trabzon,TR,11.1,28,9.2,69,123,4.5
1/8/2020,Tucson,US,2.4,13.8,16,20,17,0.2
1/8/2020,Ulan Bator,MN,0.3,13.8,4.9,67,188,10.4
1/8/2020,Ulsan,KR,5.6,12.1,22.4,10,25,4.3
1/8/2020,Utrecht,NL,2,13.1,9.5,13,40,0.2
1/8/2020,Utsunomiya,JP,3.4,13.9,8,9,30,1.5
1/8/2020,Valencia,ES,0.1,13.3,3.3,33,87,2.1
1/8/2020,Valladolid,ES,0.1,11,0.9,30,82,1.6
1/8/2020,Vancouver,CA,0.1,2.6,12.8,5,9,0.2
1/8/2020,Vereeniging,ZA,6,4.2,9,29,65,2.1
1/8/2020,Visakhapatnam,IN,7.9,8.8,29.4,66,129,3.9
1/8/2020,Vitória,BR,1.1,2.5,14.2,17.3,20.3,10.7
1/8/2020,Wakayama,JP,4.5,3.8,29.6,10,25,2.9
1/8/2020,Wollongong,AU,24.5,3.8,42.4,59,136,4.3
1/8/2020,Wrocław,PL,3.9,15.9,10.2,19,69,2.4
1/8/2020,Wuhan,CN,8.7,15.1,14.7,44,107,3.6
1/8/2020,Xiamen,CN,6.5,7.4,49.2,45,68,3.1
1/8/2020,Xining,CN,19.9,23.4,14.7,60,154,8.7
1/8/2020,Xinxiang,CN,11.8,18.8,8.6,70,160,4.6
1/8/2020,Xi’an,CN,11.8,21.1,5.7,80,171,6.1
1/8/2020,Xuchang,CN,10.9,14.2,15.5,53,155,4.6
1/8/2020,Yeosu,KR,6.7,7.5,22.4,16,50,4.3
1/8/2020,Yinchuan,CN,15.4,22,9.8,73,161,13.2
1/8/2020,Yokohama,JP,4.5,20.4,8,13,50,2.9
1/8/2020,Yunfu,CN,6.4,14.2,13.5,44,80,4.6
1/8/2020,Zhengzhou,CN,11.8,23.4,4.5,70,165,3.6
1/8/2020,Zhuzhou,CN,10.9,20.6,8.6,50,119,4.1
1/8/2020,Ürümqi,CN,29.9,41.6,3.3,151,317,4.6
1/8/2020,İzmit,TR,6,8.2,15.6,11,26,1
1/8/2020,Łódź,PL,5.4,9.2,12.7,36,107,4.1
1/8/2020,Ōita,JP,4.5,1.9,31.2,10,42,2.9
1/9/2020,Abu Dhabi,AE,0.1,31.1,13.5,50,34,4.1
1/9/2020,Adapazarı,TR,7.9,10.8,12.7,22,42,13.9
1/9/2020,Albuquerque,US,2.2,18.6,24.1,12,19,1.5
1/9/2020,Amsterdam,NL,3.1,13.7,9,11,35,0.1
1/9/2020,Andong,KR,7.8,7.5,28.9,37,85,4.3
1/9/2020,Ankara,TR,8.6,16,7.2,18,44,2.8
1/9/2020,Antwerpen,BE,0.1,8.7,11.8,13,30,9.7
1/9/2020,Anyang,CN,16.7,23.8,7,78,170,4.1
1/9/2020,Ashdod,IL,115,7.8,19.5,10,22,1.2
1/9/2020,Ashkelon,IL,256.7,12.3,25.6,9,28,0.7
1/9/2020,Athens,GR,0.1,10.6,28.1,14,42,6.6
1/9/2020,Atlanta,US,2.6,5.6,29.6,16,49,0.6
1/9/2020,Balıkesir,TR,6.4,8.5,22.7,12,23,51.2
1/9/2020,Bangkok,TH,0.1,20.8,9.1,68,152,1.6
1/9/2020,Beijing,CN,8.2,27.5,7,39,99,2.6
1/9/2020,Belfast,GB,0.9,26.1,8.2,21,50,1.6
1/9/2020,Belgrade,RS,11.3,15.9,6.8,66,160,7.6
1/9/2020,Bengaluru,IN,8.4,11.4,15.8,62,105,3.3
1/9/2020,Berlin,DE,0.1,12.8,4.1,14,43,1.6
1/9/2020,Bhopal,IN,5.5,9.7,11.3,76,115,7.5
1/9/2020,Bilbao,ES,0.1,6.9,17.5,11,30,2.6
1/9/2020,Bogotá,CO,6.4,7.9,4.5,31,59,0.8
1/9/2020,Brescia,IT,0.1,32.5,3.3,58,152,1.6
1/9/2020,Brisbane,AU,1.9,2.8,7.4,23,58,1.1
1/9/2020,Bristol,GB,2.8,11,20.2,11,30,5.8
1/9/2020,Brussels,BE,0.1,6.4,12.6,9,25,0.6
1/9/2020,Budapest,HU,9.1,16.1,2.4,58,155,2.6
1/9/2020,Buenos Aires,AR,4.7,8.7,11.4,20,46,1.6
1/9/2020,Burgos,ES,0.1,7.8,17.9,13,30,1.1
1/9/2020,Bursa,TR,15.3,15.6,13.7,31,60,7.5
1/9/2020,Busan,KR,4.5,13.9,23.3,28,70,5.8
1/9/2020,Bydgoszcz,PL,4.4,10.9,2.5,26,63,1.5
1/9/2020,Calama,CL,1.5,5.2,19.2,32,16,1.1
1/9/2020,Cardiff,GB,2.8,12.4,16.3,10,21,5.7
1/9/2020,Castelló de la Plana,ES,0.1,10.6,18.7,11,34,2.6
1/9/2020,Chandigarh,IN,3.3,7.6,8,60,118,5.5
1/9/2020,Changchun,CN,8.2,22.9,19.5,59,158,9.2
1/9/2020,Changsha,CN,7.3,12.4,10.2,15,57,2.6
1/9/2020,Changwon,KR,5.6,11.2,24.8,28,70,4.3
1/9/2020,Charleroi,BE,0.1,6,15.5,5,13,0.6
1/9/2020,Chengdu,CN,9,21.1,6.5,68,154,3.6
1/9/2020,Chennai,IN,7.6,7.8,15.4,52,89,3
1/9/2020,Cheongju-si,KR,6.7,16.7,23.3,41,99,5.8
1/9/2020,Chiang Mai,TH,0.1,11,7.9,59,153,1.6
1/9/2020,Chiba,JP,3.4,9.3,24.1,5,21,1.5
1/9/2020,Chicago,US,2.7,6.7,20,12,27,0.6
1/9/2020,Chon Buri,TH,0.1,12.1,11.1,68,151,1.1
1/9/2020,Chongqing,CN,10,17.4,3.3,31,76,3.6
1/9/2020,Chuncheon,KR,5.6,8.4,24.8,41,102,4.3
1/9/2020,Concepción,CL,10.4,2.6,11.2,20,22,1.7
1/9/2020,Copenhagen,DK,2.6,12.6,9.6,15,31,1.1
1/9/2020,Cuernavaca,MX,1.2,28.9,37.6,35,55,9.6
1/9/2020,Daegu,KR,6.7,14.9,23.3,33,85,5.8
1/9/2020,Daejeon,KR,5.6,13.9,23.3,40,87,4.3
1/9/2020,Darwin,AU,2.8,0.5,4.8,15,14,0.1
1/9/2020,Delhi,IN,8.2,12.2,4.6,90,169,4.1
1/9/2020,Denver,US,1.9,5.5,12.2,16,17,0.6
1/9/2020,Dongguan,CN,7.9,25.6,21.6,62,107,4.1
1/9/2020,Donostia / San Sebastián,ES,0.1,9.6,23.6,10,25,1.1
1/9/2020,Douliu,TW,6.6,12.1,21.6,52,76,4.3
1/9/2020,East London,ZA,7.9,1,8.6,21,34,7.6
1/9/2020,Erzurum,TR,10.4,19.2,11.7,45,158,12.5
1/9/2020,Eskişehir,TR,4.6,21.9,21.8,21,52,4
1/9/2020,Foshan,CN,6.9,22.4,24,51,87,4.1
1/9/2020,Fukuoka,JP,4.5,8.4,25.6,19,57,1.5
1/9/2020,Fushun,CN,8.2,17,14.3,66,159,11.7
1/9/2020,Fuzhou,CN,7.8,11,51.9,45,91,2.6
1/9/2020,Gandhinagar,IN,4.9,4.9,9.6,64,98,5.4
1/9/2020,Gasteiz / Vitoria,ES,0.1,11,11.4,11,38,1.6
1/9/2020,Gdańsk,PL,3.5,8.9,13.4,18,66,1.3
1/9/2020,Gent,BE,0.1,7.8,15.5,15,34,5.6
1/9/2020,Ghāziābād,IN,7.7,19.7,3.8,92,177,3.2
1/9/2020,Gifu-shi,JP,2.3,4.7,27.2,5,21,2.9
1/9/2020,Guadalajara,MX,7.5,23.7,11.6,58,117,3.1
1/9/2020,Guangzhou,CN,8.2,30.2,20.8,62,93,4.1
1/9/2020,Guiyang,CN,10,8.3,8.6,45,89,5.1
1/9/2020,Gwangju,KR,5.6,11.2,25.6,32,74,4.3
1/9/2020,Győr,HU,10.2,13.4,3.8,37,111,1.1
1/9/2020,Haarlem,NL,1.9,9.5,12.6,12,30,0.2
1/9/2020,Haifa,IL,5.6,8.8,24,8,30,1.5
1/9/2020,Haikou,CN,5.5,4.6,35.4,37,59,2.1
1/9/2020,Hamburg,DE,0.1,16.5,7,15,42,3.1
1/9/2020,Hangzhou,CN,8.2,27,3.3,63,137,3.6
1/9/2020,Hanoi,VN,0.3,13.8,3,49,89,3
1/9/2020,Harbin,CN,10,27.9,14.7,91,188,21.3
1/9/2020,Hefei,CN,6.4,20.6,11.4,22,80,2.1
1/9/2020,Hegang,CN,5.9,6.4,27.7,41,74,6.6
1/9/2020,Hiroshima,JP,4.5,7.5,24.1,9,34,1.5
1/9/2020,Hong Kong,HK,7.8,18.1,36.1,38,69,2.3
1/9/2020,Hsinchu,TW,5.8,12.1,22.4,31,63,2.9
1/9/2020,Huế,VN,7,3,9,24,30,5
1/9/2020,Hyderabad,IN,4.7,10.4,8.5,57,120,2.3
1/9/2020,Hāpur,IN,5.4,16.8,2.4,72,157,2.8
1/9/2020,Incheon,KR,6.7,15.8,20.8,44,99,5.8
1/9/2020,Indianapolis,US,2.3,7.5,17.6,14,27,1.5
1/9/2020,Istanbul,TR,13.5,19.8,6.9,14,35,6.7
1/9/2020,Jacksonville,US,9.1,6.4,15.9,30,32,0.6
1/9/2020,Jaipur,IN,4.9,12.7,17.4,52,81,5.6
1/9/2020,Jeju City,KR,4.5,11.2,28.9,38,82,2.9
1/9/2020,Jeonju,KR,5.6,13,24.8,33,82,4.3
1/9/2020,Jerusalem,IL,3.4,13.8,19.1,14,30,14.6
1/9/2020,Jieyang,CN,9.5,9.2,40.3,51,104,6.1
1/9/2020,Jinan,CN,0.1,32.5,2.9,65,153,9.7
1/9/2020,Johannesburg,ZA,5.9,7.8,7.6,24,59,1.4
1/9/2020,Kagoshima,JP,3.4,6.5,25.6,18,59,1.5
1/9/2020,Kanazawa,JP,3.4,4.7,29.6,9,21,1.5
1/9/2020,Kaohsiung,TW,9.5,23.2,27.2,65,107,4.3
1/9/2020,Katowice,PL,4.2,12.3,10,25,84,4.7
1/9/2020,Kayseri,TR,4.7,0.1,9,24,48,1.7
1/9/2020,Kecskemét,HU,5.4,10.4,10.6,52,100,1.3
1/9/2020,Keelung,TW,5.4,5.6,28.1,30,57,2.9
1/9/2020,Kobe,JP,3.4,9.3,24.1,8,21,1.5
1/9/2020,Kochi,JP,4.5,4.7,23.3,6,21,1.5
1/9/2020,Kolkata,IN,10.1,27.3,4.6,113,174,4.9
1/9/2020,Konya,TR,2.6,8.3,13.9,6,52,2.7
1/9/2020,Kraków,PL,7.2,19.5,2.7,39,102,2.7
1/9/2020,Kumamoto,JP,3.4,8.4,20,20,61,1.5
1/9/2020,Kunming,CN,5.9,10.6,20.4,30,65,5.1
1/9/2020,Kyoto,JP,3.4,11.2,24.1,9,25,1.5
1/9/2020,Lampang,TH,0.1,5.2,11.9,68,155,1.6
1/9/2020,Lanzhou,CN,9.1,17.4,25.6,66,152,10.2
1/9/2020,Las Palmas de Gran Canaria,ES,0.1,4.2,30.9,20,21,1.6
1/9/2020,Las Vegas,US,0.1,12.4,8.6,16,24,0.8
1/9/2020,Leeds,GB,2.4,15.6,17.1,10,29,2.7
1/9/2020,Lhasa,CN,5.5,5.5,30.5,36,46,3.1
1/9/2020,Lima,PE,6.5,5.5,5.3,22,55,4.6
