,,,median,median,median,median,median,median
Specie,,,co,no2,o3,pm10,pm25,so2
Date,City,Country,,,,,,
1/7/2019,Phoenix,US,5.6,18.6,8.6,17.0,44.0,0.1
1/7/2019,Pohang,KR,5.6,16.7,21.6,36.0,72.0,5.8
1/7/2019,Potsdam,DE,0.1,10.1,14.4,11.0,40.0,0.6
1/7/2019,Pécs,HU,5.3,20.9,14.0,20.0,55.0,1.6
1/7/2019,Płock,PL,6.0,11.5,10.1,43.0,97.0,3.5
1/7/2019,Qingdao,CN,0.1,39.8,4.9,115.0,180.0,15.8
1/7/2019,Qinhuangdao,CN,20.1,31.6,4.5,82.0,164.0,19.3
1/7/2019,Qiqihar,CN,8.2,11.9,23.6,62.0,153.0,6.1
1/7/2019,Rayong,TH,0.1,8.1,13.4,54.0,102.0,1.6
1/7/2019,Rijeka,HR,0.1,1.8,21.6,7.0,34.0,2.2
1/7/2019,Rome,IT,0.1,24.7,3.3,49.0,109.0,0.8
1/7/2019,Saitama,JP,3.4,11.2,23.3,6.0,25.0,1.5
1/7/2019,Samsun,TR,5.5,10.6,11.4,20.0,30.0,5.6
1/7/2019,Samut Prakan,TH,0.1,14.4,16.2,78.0,160.0,2.7
1/7/2019,Sanandaj,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/7/2019,Santiago,CL,4.2,6.6,10.4,33.0,51.0,0.8
1/7/2019,Sapporo,JP,4.5,20.4,17.6,7.0,21.0,5.8
1/7/2019,Sarajevo,BA,4.0,8.3,30.9,21.0,68.0,11.2
1/7/2019,Sejong,KR,11.2,28.8,6.4,54.0,117.0,8.6
1/7/2019,Sendai,JP,0.1,7.5,24.8,5.0,17.0,5.8
1/7/2019,Seongnam-si,KR,8.9,43.6,4.0,53.0,109.0,7.2
1/7/2019,Seoul,KR,10.0,47.3,4.0,52.0,107.0,8.6
1/7/2019,Shanghai,CN,5.5,22.4,14.3,31.0,85.0,3.1
1/7/2019,Shantou,CN,8.2,11.9,19.1,33.0,78.0,5.1
1/7/2019,Shenyang,CN,14.5,28.8,4.9,88.0,172.0,18.3
1/7/2019,Shenzhen,CN,8.2,22.4,5.7,59.0,102.0,4.1
1/7/2019,Shijiazhuang,CN,33.7,46.7,3.7,186.0,274.0,26.4
1/7/2019,Shizuoka,JP,3.4,8.4,17.6,9.0,25.0,1.5
1/7/2019,Skopje,MK,0.1,3.6,16.6,25.0,51.0,1.4
1/7/2019,Strasbourg,FR,0.1,18.3,4.9,24.0,68.0,1.1
1/7/2019,Suncheon,KR,5.6,9.3,27.2,27.0,61.0,5.8
1/7/2019,Surrey,CA,0.1,4.9,8.0,8.0,23.0,0.2
1/7/2019,Suwon,KR,7.8,36.2,4.0,54.0,129.0,7.2
1/7/2019,Suzhou,CN,6.4,25.6,9.0,50.0,114.0,3.1
1/7/2019,Swansea,GB,9.0,5.5,25.6,19.0,34.0,0.6
1/7/2019,Sydney,AU,3.4,5.6,10.4,17.0,27.0,1.5
1/7/2019,Szczecin,PL,0.1,8.4,13.3,11.0,50.0,2.1
1/7/2019,Szeged,HU,3.0,5.4,11.5,12.0,53.0,4.2
1/7/2019,São José dos Campos,BR,1.9,5.5,21.2,13.0,38.0,1.1
1/7/2019,São Paulo,BR,4.6,15.6,12.6,18.0,50.0,0.6
1/7/2019,Tabriz,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/7/2019,Taichung,TW,4.9,13.9,18.4,31.0,53.0,2.9
1/7/2019,Tainan,TW,5.3,13.0,18.4,54.0,74.0,4.3
1/7/2019,Taipei,TW,5.2,15.8,22.4,20.0,30.0,2.9
1/7/2019,Taitung City,TW,4.4,3.8,19.2,10.0,30.0,1.5
1/7/2019,Taiyuan,CN,19.9,37.5,5.3,142.0,225.0,27.4
1/7/2019,Takamatsu,JP,3.4,9.3,20.0,10.0,34.0,2.9
1/7/2019,Talca,CL,4.0,2.3,8.2,28.0,21.0,0.8
1/7/2019,Taoyuan City,TW,5.6,19.5,20.8,20.0,42.0,5.8
1/7/2019,Tarnów,PL,5.2,11.4,17.9,34.0,92.0,5.1
1/7/2019,Tehran,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/7/2019,Tepic,MX,11.7,9.8,5.0,39.0,50.0,9.0
1/7/2019,Thiruvananthapuram,IN,3.7,3.7,21.3,67.0,144.0,11.8
1/7/2019,Tokyo,JP,3.4,15.8,22.4,7.0,25.0,1.5
1/7/2019,Toluca,MX,9.6,22.3,33.2,61.0,76.0,11.5
1/7/2019,Toyama,JP,3.4,5.6,20.8,8.0,21.0,1.5
1/7/2019,Trabzon,TR,5.5,18.8,15.1,30.0,38.0,4.1
1/7/2019,Tucson,US,3.9,9.7,13.0,12.0,25.0,0.2
1/7/2019,Ulsan,KR,6.7,20.4,19.2,36.0,74.0,5.8
1/7/2019,Utrecht,NL,1.9,17.2,5.2,18.0,55.0,0.3
1/7/2019,Utsunomiya,JP,3.4,13.0,16.0,8.0,30.0,1.5
1/7/2019,Vancouver,CA,0.1,3.5,9.3,7.0,13.0,0.2
1/7/2019,Vereeniging,ZA,4.2,2.8,12.2,38.0,76.0,1.1
1/7/2019,Visakhapatnam,IN,9.7,35.6,24.7,108.0,172.0,6.2
1/7/2019,Warsaw,PL,9.7,16.4,4.9,52.0,124.0,4.1
1/7/2019,Wollongong,AU,1.2,1.9,12.1,19.0,24.0,1.5
1/7/2019,Wrocław,PL,6.1,17.3,5.6,31.0,91.0,4.2
1/7/2019,Wuhan,CN,12.9,20.6,12.6,81.0,177.0,3.6
1/7/2019,Wuxi,CN,7.3,19.2,8.6,51.0,109.0,4.1
1/7/2019,Xiamen,CN,5.7,10.1,28.9,22.0,50.0,3.1
1/7/2019,Xining,CN,11.8,17.9,19.1,55.0,114.0,10.7
1/7/2019,Xinxiang,CN,24.5,39.4,3.3,133.0,197.0,22.3
1/7/2019,Xi’an,CN,20.0,29.3,6.5,169.0,283.0,7.6
1/7/2019,Xuchang,CN,15.4,27.9,7.0,140.0,274.0,7.6
1/7/2019,Yazd,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/7/2019,Yeosu,KR,6.7,15.8,16.0,28.0,59.0,7.2
1/7/2019,Yinchuan,CN,12.7,22.0,10.2,65.0,122.0,19.3
1/7/2019,Yokohama,JP,5.6,14.9,20.8,6.0,25.0,2.9
1/7/2019,Yunfu,CN,10.2,16.5,2.1,45.0,102.0,5.6
1/7/2019,Zanjān,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/7/2019,Zhengzhou,CN,16.2,44.8,2.9,129.0,211.0,8.7
1/7/2019,Zhuzhou,CN,12.7,19.7,4.5,101.0,189.0,3.6
1/7/2019,Ürümqi,CN,26.2,33.0,5.3,164.0,258.0,4.1
1/7/2019,İzmit,TR,14.6,11.9,13.5,20.0,46.0,5.1
1/7/2019,Łódź,PL,8.3,17.6,4.4,67.0,155.0,11.1
1/7/2019,Ōita,JP,4.5,5.6,24.8,10.0,34.0,2.9
1/8/2019,Adapazarı,TR,11.6,14.7,13.9,30.0,82.0,21.3
1/8/2019,Aguascalientes,MX,7.9,7.7,393.7,25.0,5.0,7.5
1/8/2019,Akita,JP,3.4,4.7,32.0,4.0,38.0,1.5
1/8/2019,Albuquerque,US,2.9,26.9,18.4,24.0,23.0,1.5
1/8/2019,Amsterdam,NL,1.9,5.3,26.7,20.0,40.0,0.1
1/8/2019,Andong,KR,11.2,26.9,24.1,77.0,153.0,14.3
1/8/2019,Ankara,TR,6.0,17.4,4.9,32.0,65.0,7.6
1/8/2019,Antwerpen,BE,0.1,7.8,21.2,18.0,38.0,1.1
1/8/2019,Anyang,CN,19.8,38.0,5.3,119.0,189.0,24.4
1/8/2019,Atlanta,US,2.6,13.9,17.6,16.0,41.0,0.3
1/8/2019,Bangkok,TH,0.1,9.3,6.4,43.0,82.0,1.1
1/8/2019,Beijing,CN,3.7,10.1,17.9,25.0,34.0,2.1
1/8/2019,Belfast,GB,0.2,17.4,15.5,20.0,46.0,4.6
1/8/2019,Belgrade,RS,10.2,18.6,10.0,51.0,151.0,7.5
1/8/2019,Bengaluru,IN,7.7,20.4,14.1,75.0,152.0,2.8
1/8/2019,Berlin,DE,0.1,9.2,19.9,11.0,38.0,0.1
1/8/2019,Bhopal,IN,8.6,11.1,12.2,118.0,182.0,12.2
1/8/2019,Bilbao,ES,0.1,17.0,8.2,19.0,61.0,3.1
1/8/2019,Bogotá,CO,5.5,7.6,4.2,32.0,59.0,0.9
1/8/2019,Brescia,IT,0.1,33.9,0.9,59.0,153.0,2.6
1/8/2019,Brisbane,AU,0.1,0.1,0.1,16.0,26.0,0.1
1/8/2019,Bristol,GB,1.7,22.4,16.6,23.0,42.0,0.6
1/8/2019,Brussels,BE,0.1,5.5,20.4,13.0,28.0,0.6
1/8/2019,Budapest,HU,9.6,16.5,4.6,35.0,79.0,2.2
1/8/2019,Buenos Aires,AR,4.2,10.1,29.8,17.0,38.0,0.8
1/8/2019,Bursa,TR,34.7,16.0,7.0,59.0,87.0,9.2
1/8/2019,Busan,KR,5.6,16.7,20.0,49.0,102.0,7.2
1/8/2019,Bydgoszcz,PL,3.9,7.3,9.4,18.0,48.0,1.9
1/8/2019,Calama,CL,3.3,3.6,11.2,31.0,31.0,0.4
1/8/2019,Cardiff,GB,1.7,16.0,15.5,21.0,34.0,0.6
1/8/2019,Changchun,CN,5.6,12.8,23.2,36.0,70.0,7.6
1/8/2019,Changsha,CN,11.8,16.5,15.1,132.0,240.0,3.6
1/8/2019,Changwon,KR,6.7,17.6,20.0,52.0,97.0,7.2
1/8/2019,Changzhou,CN,11.8,22.0,15.1,77.0,163.0,8.2
1/8/2019,Charleroi,BE,0.1,9.2,19.9,8.0,18.0,0.6
1/8/2019,Chengdu,CN,12.7,31.6,2.5,100.0,178.0,5.6
1/8/2019,Cheongju-si,KR,7.8,25.1,13.6,59.0,151.0,7.2
1/8/2019,Chiang Mai,TH,0.1,9.8,4.8,25.0,71.0,1.1
1/8/2019,Chiba,JP,7.8,33.4,6.4,18.0,59.0,4.3
1/8/2019,Chon Buri,TH,0.1,5.8,10.3,47.0,80.0,2.2
1/8/2019,Chongqing,CN,10.9,25.6,2.5,88.0,170.0,5.1
1/8/2019,Chuncheon,KR,10.0,16.7,12.8,48.0,87.0,5.8
1/8/2019,Concepción,CL,5.6,1.9,4.8,10.0,17.0,0.9
1/8/2019,Copenhagen,DK,1.9,5.5,18.1,10.0,19.0,0.6
1/8/2019,Cuernavaca,MX,8.9,18.9,16.8,28.0,55.0,4.9
1/8/2019,Daegu,KR,6.7,17.6,19.2,52.0,89.0,7.2
1/8/2019,Daejeon,KR,6.7,22.3,13.6,53.0,91.0,5.8
1/8/2019,Darwin,AU,4.5,0.2,7.7,12.0,12.0,0.1
1/8/2019,Delhi,IN,10.8,20.9,4.1,141.0,203.0,7.2
1/8/2019,Denver,US,2.8,11.9,7.4,30.0,30.0,0.6
1/8/2019,Dongguan,CN,10.2,12.8,5.3,33.0,82.0,4.6
1/8/2019,Donostia / San Sebastián,ES,0.1,17.0,11.8,15.0,50.0,1.6
1/8/2019,Douliu,TW,4.2,11.2,20.0,49.0,68.0,4.3
1/8/2019,Edinburgh,GB,3.8,14.8,22.4,13.0,30.0,5.2
1/8/2019,Erzurum,TR,7.9,11.5,23.2,37.0,92.0,3.6
1/8/2019,Foshan,CN,11.8,17.0,2.1,42.0,82.0,4.1
1/8/2019,Fukuoka,JP,4.5,14.9,15.2,18.0,61.0,2.9
1/8/2019,Fushun,CN,12.7,19.7,9.0,76.0,158.0,9.2
1/8/2019,Fuzhou,CN,7.3,18.8,16.3,33.0,61.0,2.1
1/8/2019,Gasteiz / Vitoria,ES,0.1,11.5,18.7,6.0,21.0,1.1
1/8/2019,Gdańsk,PL,3.6,9.0,8.1,15.0,33.0,1.5
1/8/2019,Gent,BE,0.1,5.1,24.4,18.0,38.0,0.6
1/8/2019,Ghāziābād,IN,7.4,35.1,26.4,136.0,203.0,6.5
1/8/2019,Gifu-shi,JP,4.5,8.4,20.8,10.0,34.0,2.9
1/8/2019,Guadalajara,MX,9.4,18.7,8.8,54.0,118.0,5.5
1/8/2019,Guangzhou,CN,11.0,16.5,2.1,36.0,76.0,3.1
1/8/2019,Guiyang,CN,6.4,8.3,8.6,18.0,50.0,4.1
1/8/2019,Gwangju,KR,6.7,17.6,17.6,50.0,119.0,4.3
1/8/2019,Győr,HU,6.8,11.1,11.7,20.0,41.0,1.2
1/8/2019,Haarlem,NL,1.9,1.9,30.4,28.0,49.0,0.1
1/8/2019,Haifa,IL,2.8,5.0,28.8,20.0,41.0,1.0
1/8/2019,Haikou,CN,7.5,7.4,21.2,37.0,65.0,2.6
1/8/2019,Hamburg,DE,0.1,6.9,28.5,11.0,21.0,1.6
1/8/2019,Hangzhou,CN,9.1,20.2,8.2,52.0,122.0,4.6
1/8/2019,Harbin,CN,6.4,16.0,16.3,52.0,112.0,12.2
1/8/2019,Hefei,CN,11.8,21.1,4.9,63.0,170.0,2.6
1/8/2019,Hegang,CN,5.5,3.2,28.5,39.0,85.0,4.6
1/8/2019,Hiroshima,JP,4.5,13.9,16.8,11.0,42.0,2.9
1/8/2019,Hong Kong,HK,10.4,29.0,3.5,54.0,111.0,3.1
1/8/2019,Hsinchu,TW,3.4,8.4,24.1,20.0,50.0,2.9
1/8/2019,Hyderabad,IN,8.0,22.7,7.8,111.0,162.0,5.2
1/8/2019,Hāpur,IN,8.4,18.3,4.7,130.0,206.0,5.2
1/8/2019,Incheon,KR,6.7,18.6,16.8,41.0,65.0,7.2
1/8/2019,Indianapolis,US,1.8,10.2,16.0,9.0,27.0,1.5
1/8/2019,Istanbul,TR,8.9,9.6,22.8,19.0,68.0,3.1
1/8/2019,Jacksonville,US,5.5,7.4,10.2,17.0,43.0,0.6
1/8/2019,Jaipur,IN,7.7,14.8,9.4,88.0,155.0,5.4
1/8/2019,Jeju City,KR,5.6,9.3,32.8,40.0,89.0,2.9
1/8/2019,Jeonju,KR,6.7,18.6,16.0,59.0,137.0,7.2
1/8/2019,Jerusalem,IL,2.3,7.5,33.9,32.0,45.0,0.9
1/8/2019,Jieyang,CN,10.1,18.3,12.2,61.0,144.0,7.1
1/8/2019,Jinan,CN,0.1,25.6,11.4,67.0,91.0,10.7
1/8/2019,Johannesburg,ZA,3.5,3.2,9.8,22.0,50.0,1.6
1/8/2019,Kagoshima,JP,4.5,11.2,22.4,16.0,57.0,2.9
1/8/2019,Kanazawa,JP,3.4,5.6,32.8,11.0,34.0,1.5
1/8/2019,Kaohsiung,TW,6.0,17.6,12.8,65.0,119.0,4.3
1/8/2019,Karaj,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/8/2019,Katowice,PL,7.7,11.0,11.1,22.0,76.0,6.2
1/8/2019,Kecskemét,HU,3.7,12.3,16.0,26.0,37.0,0.3
1/8/2019,Keelung,TW,3.4,5.6,28.9,12.0,21.0,2.9
1/8/2019,Kobe,JP,5.6,18.6,24.8,21.0,70.0,2.9
1/8/2019,Kochi,JP,4.5,9.3,12.8,10.0,38.0,2.9
1/8/2019,Kolkata,IN,5.9,31.1,2.5,142.0,190.0,8.5
1/8/2019,Kraków,PL,12.7,23.0,9.6,31.0,95.0,3.8
1/8/2019,Kumamoto,JP,4.5,17.6,11.2,20.0,70.0,2.9
1/8/2019,Kunming,CN,5.7,13.3,16.3,15.0,46.0,3.6
1/8/2019,Kyoto,JP,6.7,23.2,12.8,22.0,68.0,4.3
1/8/2019,Kütahya,TR,4.0,6.9,11.4,18.0,13.0,10.2
1/8/2019,Lampang,TH,0.1,4.7,4.4,27.0,74.0,0.6
1/8/2019,Lanzhou,CN,12.7,26.6,10.2,68.0,119.0,13.2
1/8/2019,Las Vegas,US,0.1,9.9,6.5,16.0,38.0,0.3
1/8/2019,Leeds,GB,3.7,13.9,15.7,15.0,26.0,2.2
1/8/2019,Lhasa,CN,4.6,4.6,32.9,12.0,25.0,2.6
1/8/2019,Lima,PE,18.1,15.6,4.4,43.0,53.0,17.2
1/8/2019,Livorno,IT,0.1,31.1,4.1,39.0,89.0,2.6
1/8/2019,Liège,BE,0.1,6.9,23.2,8.0,20.0,0.6
1/8/2019,London,GB,8.7,18.0,12.5,17.0,38.0,1.1
1/8/2019,Los Angeles,US,6.7,27.8,1.6,19.0,53.0,1.5
1/8/2019,Macau,MO,6.4,21.2,3.2,52.0,103.0,4.1
1/8/2019,Madrid,ES,0.1,34.8,4.5,22.0,55.0,6.6
1/8/2019,Marseille,FR,0.1,9.2,15.9,20.0,42.0,1.6
1/8/2019,Matsuyama,JP,5.6,10.2,17.6,15.0,53.0,2.9
1/8/2019,Melbourne,AU,2.3,3.8,12.1,13.0,26.0,1.5
1/8/2019,Metz,FR,2.8,5.1,23.6,16.0,51.0,0.7
1/8/2019,Mexico City,MX,7.8,28.8,17.6,51.0,68.0,3.4
1/8/2019,Middelburg,ZA,2.9,5.1,9.8,14.0,42.0,2.6
1/8/2019,Milan,IT,0.1,41.6,1.3,77.0,162.0,3.1
1/8/2019,Milwaukee,US,2.6,5.8,19.2,15.0,40.0,1.5
1/8/2019,Miskolc,HU,8.6,13.7,7.4,48.0,122.0,8.1
1/8/2019,Mokpo,KR,7.8,8.4,18.4,50.0,109.0,7.2
1/8/2019,Monterrey,MX,0.0,0.0,0.0,0.0,0.0,0.0
1/8/2019,Morelia,MX,21.6,15.8,20.0,25.0,38.0,9.2
1/8/2019,Mumbai,IN,17.5,29.1,15.4,102.0,161.0,17.9
1/8/2019,Muzaffarnagar,IN,9.8,25.0,6.7,117.0,188.0,2.6
1/8/2019,Nagoya,JP,4.5,23.2,16.0,16.0,57.0,2.9
1/8/2019,Naha,JP,5.6,9.3,25.6,12.0,25.0,1.5
1/8/2019,Nanchang,CN,12.7,16.0,5.3,75.0,160.0,3.1
1/8/2019,Nancy,FR,1.9,8.5,19.3,17.0,56.0,1.1
1/8/2019,Nanjing,CN,10.9,23.8,10.2,81.0,165.0,7.6
1/8/2019,Nanning,CN,10.9,11.9,5.7,10.0,34.0,3.6
1/8/2019,Nara-shi,JP,4.5,11.2,24.1,19.0,61.0,5.8
1/8/2019,Nashik,IN,8.9,22.4,12.6,82.0,153.0,2.4
1/8/2019,Newcastle,AU,3.4,3.8,12.1,16.0,30.0,1.5
1/8/2019,Newport,GB,1.7,11.5,26.0,21.0,35.0,0.6
1/8/2019,Nicosia,CY,4.0,14.2,15.2,17.0,36.0,1.6
1/8/2019,Niigata,JP,3.4,10.2,20.8,6.0,21.0,1.5
1/8/2019,Ningbo,CN,5.5,15.1,16.7,34.0,89.0,4.1
1/8/2019,Okayama,JP,5.6,16.7,18.4,15.0,61.0,7.2
1/8/2019,Osaka,JP,5.6,23.2,19.2,21.0,68.0,4.3
1/8/2019,Oviedo,ES,0.1,13.3,7.0,30.0,104.0,3.6
1/8/2019,Pachuca de Soto,MX,6.5,0.5,31.6,35.0,32.0,2.9
1/8/2019,Paris,FR,0.1,17.1,15.6,18.0,40.0,1.0
1/8/2019,Perth,AU,2.0,6.7,0.0,20.0,33.0,2.9
1/8/2019,Phoenix,US,7.8,23.2,8.0,25.0,52.0,0.1
1/8/2019,Pohang,KR,5.6,14.9,24.1,40.0,85.0,7.2
1/8/2019,Potsdam,DE,0.1,4.6,22.8,7.0,31.0,0.6
1/8/2019,Pécs,HU,9.1,26.2,2.8,36.0,95.0,1.7
1/8/2019,Płock,PL,11.7,13.1,10.0,34.0,88.0,4.4
1/8/2019,Qingdao,CN,0.1,27.9,11.0,91.0,158.0,9.2
1/8/2019,Qinhuangdao,CN,8.8,17.4,13.0,39.0,85.0,8.7
1/8/2019,Qiqihar,CN,4.6,5.5,22.8,34.0,61.0,5.1
1/8/2019,Rayong,TH,0.1,5.2,10.7,36.0,59.0,1.1
1/8/2019,Rome,IT,0.1,23.8,2.9,40.0,99.0,0.6
1/8/2019,Saint Paul,US,2.6,3.8,21.6,10.0,25.0,1.5
1/8/2019,Saitama,JP,5.6,32.5,4.8,16.0,55.0,2.9
1/8/2019,Samsun,TR,4.9,18.8,13.5,30.0,25.0,3.6
1/8/2019,Samut Prakan,TH,0.1,5.2,5.2,39.0,70.0,3.2
1/8/2019,Sanandaj,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/8/2019,Santiago,CL,4.0,7.1,9.4,33.0,42.0,1.0
1/8/2019,Sapporo,JP,3.4,24.1,14.5,9.0,25.0,4.3
1/8/2019,Sarajevo,BA,12.0,23.4,12.2,99.0,160.0,38.6
1/8/2019,Sejong,KR,8.9,24.1,12.1,55.0,112.0,5.8
1/8/2019,Sendai,JP,0.1,11.2,20.0,5.0,17.0,4.3
1/8/2019,Seongnam-si,KR,6.7,24.1,16.8,53.0,76.0,5.8
1/8/2019,Seoul,KR,6.7,24.1,14.5,41.0,65.0,7.2
1/8/2019,Shanghai,CN,7.3,17.9,21.6,46.0,124.0,4.1
1/8/2019,Shantou,CN,8.2,11.5,19.9,36.0,99.0,6.6
1/8/2019,Shenyang,CN,6.4,17.9,10.2,46.0,68.0,9.2
1/8/2019,Shenzhen,CN,9.2,26.1,4.9,58.0,107.0,4.6
1/8/2019,Shijiazhuang,CN,30.7,39.4,4.1,176.0,264.0,22.3
1/8/2019,Shizuoka,JP,3.4,9.3,23.3,10.0,38.0,2.9
1/8/2019,Skopje,MK,0.1,10.2,6.4,58.0,88.0,2.1
1/8/2019,Strasbourg,FR,0.1,9.2,18.7,12.0,30.0,1.6
1/8/2019,Suncheon,KR,5.6,9.3,27.2,40.0,80.0,5.8
1/8/2019,Surrey,CA,0.1,4.7,9.1,7.0,10.0,0.2
1/8/2019,Suwon,KR,6.7,28.8,14.5,51.0,82.0,5.8
1/8/2019,Suzhou,CN,10.0,23.4,15.9,68.0,156.0,5.1
1/8/2019,Swansea,GB,9.0,9.2,22.0,18.0,34.0,0.6
1/8/2019,Sydney,AU,3.4,5.6,16.0,17.0,26.0,2.9
1/8/2019,Szeged,HU,6.9,14.2,9.3,52.0,131.0,7.3
1/8/2019,São José dos Campos,BR,1.0,5.5,23.2,18.0,46.0,1.1
1/8/2019,São Paulo,BR,4.6,19.2,14.7,22.0,55.0,1.1
1/8/2019,Tabriz,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/8/2019,Taichung,TW,3.9,12.1,20.8,24.0,46.0,2.9
1/8/2019,Tainan,TW,4.4,12.1,16.0,58.0,95.0,2.9
1/8/2019,Taipei,TW,4.9,15.8,20.8,16.0,30.0,2.9
1/8/2019,Taitung City,TW,3.7,2.8,13.6,11.0,25.0,1.5
1/8/2019,Taiyuan,CN,10.0,27.0,7.8,66.0,104.0,13.2
1/8/2019,Takamatsu,JP,3.4,9.3,28.9,17.0,59.0,4.3
1/8/2019,Talca,CL,3.8,2.7,6.8,20.0,14.0,0.8
1/8/2019,Taoyuan City,TW,4.2,13.0,23.3,18.0,38.0,2.9
1/8/2019,Tarnów,PL,5.6,6.2,21.3,30.0,90.0,3.7
1/8/2019,Tehran,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/8/2019,Tepic,MX,11.0,8.6,11.4,36.0,55.0,8.8
1/8/2019,Thiruvananthapuram,IN,3.3,1.7,22.8,61.0,135.0,8.4
1/8/2019,Tokyo,JP,5.6,38.9,4.0,16.0,61.0,2.9
1/8/2019,Toluca,MX,10.1,25.1,20.0,66.0,93.0,10.0
1/8/2019,Toyama,JP,4.5,5.6,28.9,10.0,30.0,1.5
1/8/2019,Trabzon,TR,4.7,24.3,13.0,21.0,55.0,5.1
1/8/2019,Tucson,US,3.8,13.5,10.6,20.0,30.0,0.3
1/8/2019,Ulsan,KR,6.7,18.6,20.8,45.0,95.0,5.8
1/8/2019,Utrecht,NL,1.3,4.0,26.5,23.0,31.0,0.1
1/8/2019,Utsunomiya,JP,3.4,16.7,13.6,11.0,38.0,1.5
1/8/2019,Vancouver,CA,0.1,6.5,7.6,7.0,12.0,0.4
1/8/2019,Vereeniging,ZA,4.0,3.2,11.4,24.0,53.0,1.1
1/8/2019,Visakhapatnam,IN,11.8,61.9,18.5,169.0,190.0,16.3
1/8/2019,Warsaw,PL,8.6,15.2,10.2,41.0,99.0,8.1
1/8/2019,Wollongong,AU,2.3,4.7,15.2,19.0,27.0,1.5
1/8/2019,Wrocław,PL,4.1,12.7,12.5,9.0,43.0,2.1
1/8/2019,Wuhan,CN,10.8,17.9,11.4,70.0,166.0,3.6
1/8/2019,Wuxi,CN,10.0,20.2,12.6,71.0,158.0,6.6
1/8/2019,Xiamen,CN,6.6,12.8,25.6,40.0,89.0,3.1
1/8/2019,Xining,CN,12.7,19.2,16.3,61.0,137.0,13.7
1/8/2019,Xinxiang,CN,24.3,35.2,8.2,132.0,205.0,17.8
1/8/2019,Xi’an,CN,12.7,30.2,5.7,90.0,167.0,10.7
1/8/2019,Xuchang,CN,18.1,32.0,5.7,154.0,285.0,14.7
1/8/2019,Yazd,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/8/2019,Yeosu,KR,7.8,11.2,20.8,43.0,82.0,5.8
1/8/2019,Yinchuan,CN,12.7,17.4,10.6,61.0,117.0,15.2
1/8/2019,Yokohama,JP,5.6,30.6,8.8,12.0,42.0,2.9
1/8/2019,Yunfu,CN,10.3,10.1,3.7,16.0,46.0,4.1
1/8/2019,Zanjān,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/8/2019,Zhengzhou,CN,17.2,35.2,8.2,136.0,225.0,8.7
1/8/2019,Zhuzhou,CN,10.9,19.2,10.6,124.0,229.0,4.1
1/8/2019,Ürümqi,CN,15.4,23.8,13.0,101.0,180.0,5.1
1/8/2019,İzmit,TR,12.4,8.7,18.7,17.0,34.0,4.1
1/8/2019,Łódź,PL,5.6,12.2,8.2,36.0,91.0,6.3
1/8/2019,Ōita,JP,4.5,6.5,25.6,13.0,46.0,4.3
1/9/2019,Adapazarı,TR,14.1,16.0,12.2,51.0,85.0,26.9
1/9/2019,Aguascalientes,MX,5.8,7.5,397.8,28.0,1.0,7.6
1/9/2019,Akita,JP,3.4,2.8,30.4,6.0,38.0,1.5
1/9/2019,Albuquerque,US,2.8,27.8,12.1,34.0,39.0,2.9
1/9/2019,Amsterdam,NL,2.2,7.5,21.6,15.0,24.0,0.4
1/9/2019,Andong,KR,4.5,23.2,10.4,52.0,59.0,15.8
1/9/2019,Ankara,TR,6.4,18.8,5.3,22.0,46.0,7.6
1/9/2019,Antwerpen,BE,0.1,11.9,21.6,15.0,25.0,1.1
1/9/2019,Anyang,CN,10.6,24.7,9.0,66.0,132.0,12.2
1/9/2019,Atlanta,US,1.6,4.7,24.8,8.0,13.0,0.5
1/9/2019,Bangkok,TH,0.1,13.9,3.6,46.0,85.0,1.1
1/9/2019,Beijing,CN,8.2,28.8,4.9,62.0,119.0,6.1
1/9/2019,Belfast,GB,1.0,31.1,3.7,26.0,61.0,5.6
1/9/2019,Belgrade,RS,10.7,17.0,10.1,52.0,148.0,6.0
1/9/2019,Bengaluru,IN,7.6,21.5,16.0,79.0,152.0,3.1
1/9/2019,Berlin,DE,0.1,7.6,19.5,6.0,8.0,0.1
1/9/2019,Bhopal,IN,9.2,11.7,14.9,132.0,183.0,11.5
1/9/2019,Bilbao,ES,0.1,8.3,21.2,13.0,30.0,2.6
1/9/2019,Bogotá,CO,5.5,7.7,3.0,38.0,63.0,0.8
1/9/2019,Brescia,IT,0.1,32.0,17.1,43.0,107.0,3.1
1/9/2019,Brisbane,AU,0.1,0.1,0.1,17.0,25.0,0.1
1/9/2019,Bristol,GB,2.8,14.2,15.9,18.0,30.0,1.1
1/9/2019,Brussels,BE,0.1,11.9,16.3,11.0,23.0,0.6
1/9/2019,Budapest,HU,11.3,21.5,3.6,54.0,115.0,2.6
1/9/2019,Bursa,TR,36.5,30.2,14.7,84.0,127.0,8.7
