,,,median,median,median,median,median,median
Specie,,,co,no2,o3,pm10,pm25,so2
Date,City,Country,,,,,,
1/26/2019,Zhuzhou,CN,11.8,25.6,9.8,142.0,241.0,6.1
1/26/2019,Ürümqi,CN,25.3,24.7,12.2,150.0,260.0,4.1
1/26/2019,İzmit,TR,15.2,12.4,19.9,52.0,55.0,6.1
1/26/2019,Łódź,PL,6.9,14.3,8.1,66.0,163.0,10.4
1/26/2019,Ōita,JP,4.5,4.7,30.4,11.0,38.0,2.9
1/27/2019,Adapazarı,TR,12.8,8.7,11.4,28.0,46.0,19.3
1/27/2019,Aguascalientes,MX,8.9,9.3,393.7,20.0,1.0,7.5
1/27/2019,Akita,JP,3.4,7.5,22.4,5.0,30.0,1.5
1/27/2019,Albuquerque,US,1.4,6.5,32.0,13.0,17.0,1.5
1/27/2019,Amsterdam,NL,2.2,5.7,23.2,8.0,18.0,0.2
1/27/2019,Andong,KR,10.0,20.4,6.4,59.0,95.0,8.6
1/27/2019,Ankara,TR,7.6,27.5,4.1,48.0,59.0,4.6
1/27/2019,Antwerpen,BE,0.1,5.1,22.0,8.0,19.0,17.3
1/27/2019,Anyang,CN,12.7,28.4,8.2,94.0,165.0,13.2
1/27/2019,Arāk,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/27/2019,Atlanta,US,7.7,20.4,24.1,21.0,67.0,1.5
1/27/2019,Bangkok,TH,0.1,12.1,9.1,56.0,124.0,1.1
1/27/2019,Beijing,CN,10.9,28.4,8.2,77.0,157.0,6.6
1/27/2019,Belgrade,RS,10.9,21.5,17.3,52.0,147.0,7.6
1/27/2019,Bengaluru,IN,6.6,8.5,18.2,63.0,109.0,2.4
1/27/2019,Berlin,DE,0.1,10.0,13.0,15.0,53.0,0.7
1/27/2019,Bhopal,IN,3.7,2.8,22.4,78.0,134.0,9.5
1/27/2019,Bilbao,ES,0.1,2.8,29.7,12.0,21.0,2.6
1/27/2019,Bogotá,CO,6.4,4.1,4.2,30.0,55.0,0.8
1/27/2019,Brescia,IT,0.1,11.9,1.7,56.0,142.0,3.1
1/27/2019,Bristol,GB,2.4,12.8,25.5,11.0,25.0,3.7
1/27/2019,Brussels,BE,0.1,5.1,22.0,6.0,17.0,0.6
1/27/2019,Budapest,HU,8.4,9.6,18.7,30.0,72.0,2.8
1/27/2019,Bursa,TR,37.8,18.8,4.9,63.0,78.0,6.6
1/27/2019,Busan,KR,4.5,20.4,18.4,29.0,63.0,7.2
1/27/2019,Bydgoszcz,PL,6.8,11.4,6.5,54.0,136.0,5.3
1/27/2019,Calama,CL,3.2,2.9,12.2,37.0,33.0,0.5
1/27/2019,Cardiff,GB,2.4,5.5,25.2,10.0,21.0,3.6
1/27/2019,Changchun,CN,9.4,16.5,26.9,92.0,147.0,9.2
1/27/2019,Changsha,CN,10.9,21.1,11.0,113.0,207.0,4.6
1/27/2019,Changwon,KR,5.6,16.7,16.8,31.0,59.0,5.8
1/27/2019,Changzhou,CN,6.4,17.9,18.7,51.0,102.0,4.1
1/27/2019,Charleroi,BE,0.1,5.5,21.6,3.0,14.0,0.6
1/27/2019,Chengdu,CN,8.7,14.2,8.2,63.0,154.0,2.6
1/27/2019,Cheongju-si,KR,6.7,26.0,13.6,43.0,93.0,7.2
1/27/2019,Chiang Mai,TH,0.1,8.7,11.1,52.0,129.0,1.6
1/27/2019,Chiba,JP,2.3,3.8,28.9,5.0,13.0,2.9
1/27/2019,Chon Buri,TH,0.1,6.4,17.0,57.0,112.0,2.7
1/27/2019,Chongqing,CN,10.9,24.7,7.0,96.0,180.0,4.6
1/27/2019,Chuncheon,KR,7.8,22.3,16.0,42.0,82.0,7.2
1/27/2019,Concepción,CL,25.6,3.5,8.0,40.0,49.0,4.3
1/27/2019,Cuernavaca,MX,6.7,12.9,12.8,16.0,58.0,1.4
1/27/2019,Daegu,KR,6.7,23.2,11.2,37.0,72.0,5.8
1/27/2019,Daejeon,KR,5.6,15.8,13.6,35.0,68.0,4.3
1/27/2019,Darwin,AU,2.6,0.2,5.3,8.0,12.0,0.1
1/27/2019,Delhi,IN,8.4,19.3,6.4,127.0,188.0,7.9
1/27/2019,Denver,US,1.9,6.0,13.5,8.0,9.0,0.6
1/27/2019,Donostia / San Sebastián,ES,0.1,3.2,31.7,12.0,25.0,1.1
1/27/2019,Douliu,TW,2.9,10.2,25.6,47.0,63.0,4.3
1/27/2019,Edinburgh,GB,2.4,4.2,26.4,6.0,9.0,5.1
1/27/2019,Erzurum,TR,11.4,17.4,20.8,62.0,109.0,4.6
1/27/2019,Fukuoka,JP,3.4,8.4,18.4,11.0,42.0,2.9
1/27/2019,Fushun,CN,10.9,19.7,15.1,100.0,157.0,14.2
1/27/2019,Fuzhou,CN,3.7,8.3,45.5,44.0,72.0,2.1
1/27/2019,Gasteiz / Vitoria,ES,0.1,6.4,30.9,9.0,25.0,1.6
1/27/2019,Gdańsk,PL,5.3,7.5,12.4,43.0,65.0,3.9
1/27/2019,Ghāziābād,IN,8.0,25.0,10.0,111.0,185.0,5.5
1/27/2019,Gifu-shi,JP,3.4,6.5,21.6,6.0,25.0,4.3
1/27/2019,Guadalajara,MX,7.6,11.2,15.8,27.0,55.0,3.2
1/27/2019,Guiyang,CN,8.2,10.6,13.9,51.0,114.0,4.1
1/27/2019,Gwangju,KR,5.6,15.8,14.5,30.0,61.0,4.3
1/27/2019,Győr,HU,7.0,10.1,19.5,21.0,53.0,1.3
1/27/2019,Haarlem,NL,2.2,4.4,25.1,13.0,21.0,0.2
1/27/2019,Haifa,IL,3.4,8.4,27.8,109.0,127.0,0.6
1/27/2019,Haikou,CN,5.5,3.2,39.0,48.0,82.0,3.1
1/27/2019,Hamburg,DE,0.1,10.6,14.7,11.0,34.0,1.6
1/27/2019,Hangzhou,CN,7.3,20.2,13.0,60.0,114.0,3.6
1/27/2019,Harbin,CN,10.0,17.9,19.1,83.0,160.0,13.2
1/27/2019,Hefei,CN,5.5,25.6,8.2,59.0,134.0,4.6
1/27/2019,Hegang,CN,5.8,8.3,30.5,52.0,109.0,6.1
1/27/2019,Hiroshima,JP,4.5,9.3,18.4,9.0,30.0,1.5
1/27/2019,Hong Kong,HK,6.9,17.6,40.8,57.0,111.0,2.2
1/27/2019,Hsinchu,TW,2.4,6.5,28.1,26.0,46.0,2.9
1/27/2019,Hyderabad,IN,4.5,10.1,5.6,57.0,139.0,1.8
1/27/2019,Hāpur,IN,5.2,13.3,10.6,95.0,175.0,3.6
1/27/2019,Incheon,KR,5.6,21.3,19.2,31.0,61.0,7.2
1/27/2019,Indianapolis,US,1.9,12.1,19.2,10.0,54.0,1.5
1/27/2019,Istanbul,TR,12.4,8.7,11.8,26.0,55.0,3.1
1/27/2019,Jacksonville,US,2.9,2.3,15.1,10.0,33.0,0.6
1/27/2019,Jaipur,IN,7.6,11.6,13.0,64.0,114.0,5.6
1/27/2019,Jeju City,KR,4.5,10.2,29.6,19.0,46.0,2.9
1/27/2019,Jeonju,KR,5.6,13.0,20.0,38.0,80.0,7.2
1/27/2019,Jieyang,CN,7.3,10.6,43.1,59.0,107.0,5.1
1/27/2019,Jinan,CN,0.1,16.0,20.4,72.0,122.0,8.2
1/27/2019,Johannesburg,ZA,5.4,3.7,12.8,20.0,53.0,1.6
1/27/2019,Kagoshima,JP,3.4,4.7,26.4,10.0,42.0,2.9
1/27/2019,Kanazawa,JP,2.3,4.7,27.2,6.0,21.0,1.5
1/27/2019,Kaohsiung,TW,4.8,16.7,20.0,61.0,93.0,4.3
1/27/2019,Karaj,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/27/2019,Katowice,PL,6.5,11.8,10.1,38.0,111.0,9.3
1/27/2019,Kecskemét,HU,4.6,8.7,19.5,31.0,30.0,9.0
1/27/2019,Keelung,TW,2.0,3.8,29.6,22.0,38.0,2.9
1/27/2019,Kielce,PL,5.9,8.3,15.8,52.0,113.0,6.6
1/27/2019,Kobe,JP,2.3,9.3,18.4,10.0,34.0,2.9
1/27/2019,Kochi,JP,4.5,1.9,27.2,8.0,25.0,1.5
1/27/2019,Kolkata,IN,6.4,34.5,4.5,116.0,177.0,8.2
1/27/2019,Kraków,PL,10.3,18.8,10.2,45.0,114.0,5.5
1/27/2019,Kumamoto,JP,3.4,6.5,20.0,12.0,42.0,1.5
1/27/2019,Kunming,CN,7.3,10.6,23.2,32.0,72.0,5.6
1/27/2019,Kyoto,JP,3.4,5.6,26.4,10.0,30.0,1.5
1/27/2019,Kütahya,TR,5.8,11.9,2.9,57.0,57.0,8.2
1/27/2019,Lampang,TH,0.1,3.5,9.5,51.0,129.0,1.1
1/27/2019,Lanzhou,CN,4.6,14.2,24.4,48.0,80.0,8.2
1/27/2019,Las Vegas,US,0.1,11.0,7.0,12.0,24.0,0.5
1/27/2019,Leeds,GB,4.3,5.0,25.4,5.0,15.0,1.9
1/27/2019,Lhasa,CN,4.6,3.2,32.9,29.0,42.0,2.6
1/27/2019,Lima,PE,18.9,11.7,4.8,33.0,53.0,17.6
1/27/2019,Livorno,IT,0.1,19.2,29.3,21.0,53.0,3.2
1/27/2019,London,GB,8.2,8.5,18.3,11.0,25.0,2.6
1/27/2019,Los Angeles,US,6.2,30.6,4.8,22.0,64.0,1.5
1/27/2019,Macau,MO,3.7,16.0,34.7,40.0,87.0,3.7
1/27/2019,Madrid,ES,0.1,11.0,22.8,9.0,30.0,4.6
1/27/2019,Marseille,FR,0.1,14.3,14.1,18.0,38.0,1.1
1/27/2019,Matsuyama,JP,5.6,6.5,21.6,8.0,30.0,1.5
1/27/2019,Melbourne,AU,1.2,2.8,12.8,11.0,18.0,2.9
1/27/2019,Metz,FR,1.9,4.4,25.0,10.0,25.0,1.6
1/27/2019,Mexico City,MX,5.6,11.2,19.2,24.0,50.0,4.3
1/27/2019,Middelburg,ZA,1.6,2.3,14.7,6.0,13.0,1.1
1/27/2019,Milan,IT,0.1,28.8,2.5,56.0,152.0,0.6
1/27/2019,Milwaukee,US,3.7,12.0,20.8,30.0,53.0,1.5
1/27/2019,Miskolc,HU,7.4,10.6,12.3,56.0,134.0,8.5
1/27/2019,Mokpo,KR,4.5,12.1,15.2,25.0,50.0,5.8
1/27/2019,Monterrey,MX,0.0,0.0,0.0,0.0,0.0,0.0
1/27/2019,Morelia,MX,14.6,11.6,14.5,20.0,18.0,5.1
1/27/2019,Mumbai,IN,17.0,25.8,11.8,74.0,122.0,17.1
1/27/2019,Muzaffarnagar,IN,10.9,29.5,8.7,99.0,173.0,4.1
1/27/2019,Nagoya,JP,3.4,7.5,24.8,7.0,25.0,2.9
1/27/2019,Naha,JP,2.3,3.8,34.4,8.0,21.0,1.5
1/27/2019,Nanchang,CN,6.4,17.4,15.9,59.0,97.0,5.1
1/27/2019,Nancy,FR,1.9,4.7,24.8,10.0,29.0,0.4
1/27/2019,Nanjing,CN,4.6,19.2,15.9,52.0,93.0,5.1
1/27/2019,Nanning,CN,10.0,21.1,28.1,85.0,174.0,6.1
1/27/2019,Nantes,FR,0.1,2.7,31.5,14.0,19.0,0.9
1/27/2019,Nara-shi,JP,3.4,3.8,28.1,9.0,30.0,2.9
1/27/2019,Nashik,IN,4.4,12.0,30.7,47.0,82.0,2.0
1/27/2019,Newport,GB,2.4,3.6,30.1,11.0,25.0,3.6
1/27/2019,Nicosia,CY,3.6,14.6,20.9,136.0,160.0,0.9
1/27/2019,Niigata,JP,3.4,2.8,31.2,5.0,17.0,2.9
1/27/2019,Ningbo,CN,5.5,11.9,26.0,33.0,68.0,3.6
1/27/2019,Novi Sad,RS,5.5,8.6,19.6,27.0,85.0,7.6
1/27/2019,Okayama,JP,3.4,7.5,22.4,10.0,38.0,5.8
1/27/2019,Osaka,JP,3.4,6.5,27.2,9.0,30.0,2.9
1/27/2019,Oviedo,ES,0.1,3.6,30.7,18.0,34.0,2.6
1/27/2019,Pachuca de Soto,MX,4.8,0.2,19.1,20.0,18.0,1.9
1/27/2019,Paris,FR,0.1,10.7,24.2,9.0,25.0,0.5
1/27/2019,Perth,AU,2.0,2.3,0.0,15.0,24.0,5.8
1/27/2019,Phoenix,US,6.6,16.5,12.1,21.0,44.0,0.1
1/27/2019,Pohang,KR,5.6,12.1,22.4,29.0,57.0,7.2
1/27/2019,Port Elizabeth,ZA,0.7,1.0,0.9,21.0,30.0,0.6
1/27/2019,Potsdam,DE,0.1,6.0,15.9,11.0,47.0,0.6
1/27/2019,Pécs,HU,6.5,12.7,20.4,35.0,79.0,2.6
1/27/2019,Płock,PL,6.5,11.4,9.5,57.0,149.0,5.1
1/27/2019,Qingdao,CN,0.1,23.8,14.7,66.0,122.0,8.7
1/27/2019,Qinhuangdao,CN,24.5,34.8,4.9,79.0,159.0,20.3
1/27/2019,Qiqihar,CN,6.4,7.8,22.8,59.0,119.0,9.7
1/27/2019,Raleigh,US,4.7,15.8,16.0,20.0,42.0,1.5
1/27/2019,Rayong,TH,0.1,6.4,11.5,53.0,89.0,1.1
1/27/2019,Rijeka,HR,0.1,4.3,23.7,11.0,38.0,2.2
1/27/2019,Rome,IT,0.1,17.9,12.2,32.0,72.0,0.5
1/27/2019,Saint Paul,US,3.7,8.4,26.4,10.0,25.0,1.5
1/27/2019,Saint-Denis,RE,0.1,1.5,7.7,13.0,30.0,0.5
1/27/2019,Saitama,JP,2.3,3.8,28.9,5.0,17.0,1.5
1/27/2019,Samsun,TR,3.7,10.1,16.3,57.0,34.0,5.1
1/27/2019,Samut Prakan,TH,0.1,15.0,7.5,55.0,104.0,3.2
1/27/2019,San Jose,US,9.3,18.6,15.2,10.0,57.0,1.5
1/27/2019,Sanandaj,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/27/2019,Santiago,CL,7.8,13.7,21.6,53.0,69.0,1.9
1/27/2019,Sapporo,JP,4.5,15.8,18.4,7.0,21.0,1.5
1/27/2019,Sarajevo,BA,10.9,22.4,10.6,113.0,194.0,34.0
1/27/2019,Sejong,KR,6.7,19.5,18.4,37.0,76.0,5.8
1/27/2019,Sendai,JP,0.1,5.6,25.6,5.0,17.0,5.8
1/27/2019,Seongnam-si,KR,6.7,26.0,15.2,47.0,87.0,5.8
1/27/2019,Seoul,KR,6.7,30.6,12.8,36.0,70.0,5.8
1/27/2019,Shanghai,CN,4.6,18.8,18.7,32.0,61.0,3.1
1/27/2019,Shantou,CN,5.5,8.3,40.7,48.0,85.0,4.6
1/27/2019,Shenyang,CN,12.7,19.7,14.3,104.0,156.0,13.7
1/27/2019,Shenzhen,CN,6.4,11.0,41.1,60.0,124.0,4.6
1/27/2019,Shijiazhuang,CN,22.7,36.6,3.3,134.0,193.0,26.4
1/27/2019,Shizuoka,JP,3.4,4.7,23.3,4.0,17.0,1.5
1/27/2019,Skopje,MK,0.1,11.8,8.6,74.0,166.0,1.7
1/27/2019,Strasbourg,FR,0.1,5.5,25.6,7.0,13.0,0.6
1/27/2019,Suncheon,KR,4.5,7.5,27.2,21.0,53.0,4.3
1/27/2019,Surrey,CA,0.1,4.5,0.4,10.0,22.0,0.2
1/27/2019,Suwon,KR,5.6,23.2,17.6,40.0,80.0,5.8
1/27/2019,Suzhou,CN,4.6,18.3,17.9,46.0,85.0,4.1
1/27/2019,Swansea,GB,10.7,3.2,28.5,11.0,25.0,0.6
1/27/2019,Sydney,AU,2.3,2.8,20.8,36.0,57.0,1.5
1/27/2019,Szeged,HU,6.7,8.7,14.6,40.0,56.0,10.0
1/27/2019,São José dos Campos,BR,1.0,4.6,15.1,13.0,42.0,1.1
1/27/2019,São Paulo,BR,3.7,10.1,17.1,14.0,38.0,1.1
1/27/2019,Tabriz,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/27/2019,Taichung,TW,2.8,8.4,28.9,28.0,50.0,2.9
1/27/2019,Tainan,TW,3.2,10.2,24.8,52.0,65.0,4.3
1/27/2019,Taipei,TW,3.0,10.2,28.1,24.0,34.0,2.9
1/27/2019,Taitung City,TW,2.8,4.7,24.8,18.0,38.0,2.9
1/27/2019,Taiyuan,CN,22.6,43.0,6.1,158.0,251.0,49.7
1/27/2019,Takamatsu,JP,3.4,4.7,29.6,9.0,25.0,2.9
1/27/2019,Talca,CL,6.7,6.6,11.5,33.0,30.0,1.4
1/27/2019,Taoyuan City,TW,3.2,10.2,28.1,26.0,46.0,2.9
1/27/2019,Tarnów,PL,8.3,5.9,22.2,34.0,94.0,5.6
1/27/2019,Tehran,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/27/2019,Tepic,MX,4.8,13.1,16.0,34.0,42.0,9.0
1/27/2019,Thiruvananthapuram,IN,5.7,2.6,28.2,57.0,106.0,1.0
1/27/2019,Tokyo,JP,2.3,5.6,28.9,4.0,17.0,1.5
1/27/2019,Toluca,MX,7.5,13.9,22.4,33.0,66.0,8.6
1/27/2019,Toyama,JP,3.4,3.8,25.6,7.0,21.0,1.5
1/27/2019,Trabzon,TR,7.1,24.3,15.5,48.0,82.0,6.1
1/27/2019,Tucson,US,3.4,17.5,16.3,20.0,25.0,0.5
1/27/2019,Ulsan,KR,5.6,19.5,17.6,28.0,59.0,5.8
1/27/2019,Utrecht,NL,1.6,5.0,21.0,9.0,16.0,0.2
1/27/2019,Utsunomiya,JP,2.3,6.5,24.8,8.0,25.0,1.5
1/27/2019,Vancouver,CA,0.1,3.8,1.9,7.0,18.0,0.3
1/27/2019,Vereeniging,ZA,9.8,3.2,12.2,26.0,46.0,2.1
1/27/2019,Visakhapatnam,IN,7.0,7.2,27.1,96.0,167.0,3.6
1/27/2019,Wakayama,JP,4.5,3.8,30.4,9.0,25.0,1.5
1/27/2019,Warsaw,PL,6.3,11.7,11.3,62.0,154.0,5.7
1/27/2019,Wollongong,AU,4.5,2.8,15.2,40.0,58.0,2.9
1/27/2019,Wrocław,PL,6.9,12.9,15.8,20.0,73.0,3.9
1/27/2019,Wuhan,CN,7.9,24.7,9.8,68.0,147.0,6.1
1/27/2019,Wuxi,CN,6.4,16.0,15.5,51.0,87.0,4.1
1/27/2019,Xiamen,CN,4.6,5.5,45.1,39.0,74.0,2.1
1/27/2019,Xining,CN,6.4,13.3,26.9,49.0,97.0,6.1
1/27/2019,Xinxiang,CN,10.9,33.0,6.5,92.0,166.0,13.2
1/27/2019,Xi’an,CN,15.4,28.8,5.7,115.0,199.0,10.2
1/27/2019,Xuchang,CN,10.0,19.7,13.5,80.0,169.0,7.6
1/27/2019,Yazd,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/27/2019,Yeosu,KR,4.5,12.1,18.4,25.0,59.0,5.8
1/27/2019,Yinchuan,CN,15.4,23.8,7.8,71.0,142.0,18.8
1/27/2019,Yokohama,JP,2.3,5.6,29.6,4.0,17.0,2.9
1/27/2019,Zhengzhou,CN,10.0,28.4,8.6,91.0,172.0,10.2
1/27/2019,Zhuzhou,CN,10.0,22.9,10.6,120.0,212.0,7.1
1/27/2019,Ürümqi,CN,19.0,24.7,11.8,106.0,205.0,5.1
1/27/2019,İzmit,TR,16.6,7.8,10.2,20.0,42.0,4.1
1/27/2019,Łódź,PL,7.1,12.4,7.8,57.0,153.0,6.6
1/27/2019,Ōita,JP,4.5,3.8,29.6,8.0,25.0,2.9
1/28/2019,Adapazarı,TR,15.7,14.2,6.1,52.0,80.0,21.3
1/28/2019,Aguascalientes,MX,9.5,15.7,395.0,30.0,1.0,8.1
1/28/2019,Akita,JP,3.4,12.1,24.8,11.0,42.0,1.5
1/28/2019,Albuquerque,US,1.0,8.4,29.6,16.0,14.0,1.5
1/28/2019,Amsterdam,NL,2.4,6.6,19.2,10.0,18.0,0.1
1/28/2019,Andong,KR,3.4,9.3,31.2,70.0,68.0,4.3
1/28/2019,Ankara,TR,9.2,29.8,3.3,56.0,53.0,4.6
1/28/2019,Antwerpen,BE,0.1,8.3,21.2,10.0,19.0,1.1
1/28/2019,Anyang,CN,22.1,34.8,7.0,125.0,194.0,23.4
1/28/2019,Arāk,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/28/2019,Atlanta,US,2.7,14.9,28.1,18.0,62.0,1.5
1/28/2019,Bangkok,TH,0.1,24.8,8.3,65.0,151.0,1.1
1/28/2019,Beijing,CN,5.5,14.2,18.3,38.0,53.0,3.1
1/28/2019,Belgrade,RS,9.2,15.6,20.1,27.0,87.0,6.3
1/28/2019,Bengaluru,IN,6.3,10.0,16.3,56.0,94.0,2.0
1/28/2019,Berlin,DE,0.1,13.5,13.1,11.0,30.0,0.7
1/28/2019,Bhopal,IN,3.7,4.3,23.1,71.0,121.0,9.6
1/28/2019,Bilbao,ES,0.1,3.2,31.7,13.0,21.0,2.6
1/28/2019,Bogotá,CO,8.2,7.7,1.4,37.0,68.0,0.8
1/28/2019,Brescia,IT,0.1,17.0,5.7,51.0,134.0,3.6
1/28/2019,Brisbane,AU,0.1,0.1,0.1,14.0,24.0,0.1
1/28/2019,Bristol,GB,2.7,22.0,18.6,17.0,30.0,3.6
1/28/2019,Brussels,BE,0.1,7.4,19.9,7.0,17.0,0.6
1/28/2019,Budapest,HU,9.3,18.1,6.5,32.0,73.0,2.4
1/28/2019,Bursa,TR,46.5,28.8,4.1,70.0,104.0,12.7
1/28/2019,Busan,KR,4.5,18.6,23.3,44.0,76.0,7.2
1/28/2019,Bydgoszcz,PL,7.4,16.8,4.9,51.0,152.0,4.8
1/28/2019,Calama,CL,3.7,2.2,6.7,32.0,29.0,0.4
1/28/2019,Cardiff,GB,2.7,22.0,12.6,15.0,21.0,3.6
1/28/2019,Changchun,CN,5.5,9.6,24.4,44.0,85.0,6.6
1/28/2019,Changsha,CN,9.1,17.4,11.8,107.0,199.0,5.1
1/28/2019,Changwon,KR,6.7,22.3,17.6,52.0,76.0,7.2
1/28/2019,Changzhou,CN,10.0,32.5,7.0,85.0,174.0,5.6
1/28/2019,Chengdu,CN,9.1,17.0,14.3,59.0,151.0,2.6
1/28/2019,Cheongju-si,KR,4.5,22.3,18.4,63.0,68.0,5.8
1/28/2019,Chiang Mai,TH,0.1,9.8,9.5,54.0,127.0,1.1
1/28/2019,Chiba,JP,3.4,15.8,17.6,10.0,34.0,2.9
1/28/2019,Chon Buri,TH,0.1,9.3,19.8,61.0,139.0,1.1
1/28/2019,Chongqing,CN,10.9,24.7,7.4,107.0,188.0,5.1
1/28/2019,Chuncheon,KR,4.5,10.2,26.4,67.0,65.0,5.8
1/28/2019,Concepción,CL,8.6,5.1,5.6,45.0,51.0,6.5
1/28/2019,Cuernavaca,MX,6.4,18.4,17.5,24.0,50.0,3.2
1/28/2019,Daegu,KR,6.7,20.4,19.2,55.0,78.0,5.8
1/28/2019,Daejeon,KR,4.5,13.9,18.4,57.0,61.0,4.3
1/28/2019,Darwin,AU,2.8,0.2,9.6,10.0,8.0,0.1
1/28/2019,Delhi,IN,8.4,20.9,6.8,122.0,185.0,7.7
1/28/2019,Dongguan,CN,7.3,16.5,4.5,56.0,134.0,4.1
1/28/2019,Donostia / San Sebastián,ES,0.1,4.2,33.8,13.0,25.0,2.1
1/28/2019,Douliu,TW,4.7,15.8,14.5,55.0,80.0,4.3
1/28/2019,Edinburgh,GB,2.5,14.2,23.7,9.0,17.0,4.2
1/28/2019,Erzurum,TR,21.2,33.9,15.1,65.0,164.0,7.1
1/28/2019,Foshan,CN,7.3,17.4,12.6,54.0,107.0,3.6
1/28/2019,Fukuoka,JP,2.3,10.2,27.2,14.0,53.0,2.9
1/28/2019,Fushun,CN,5.5,8.3,23.2,58.0,59.0,6.6
1/28/2019,Fuzhou,CN,3.2,11.9,36.2,39.0,61.0,2.6
1/28/2019,Gasteiz / Vitoria,ES,0.1,7.8,35.0,6.0,17.0,1.1
1/28/2019,Gdańsk,PL,5.9,12.4,9.8,40.0,63.0,4.0
1/28/2019,Ghāziābād,IN,7.5,27.3,8.2,106.0,178.0,5.1
1/28/2019,Gifu-shi,JP,5.6,13.0,13.6,11.0,38.0,1.5
1/28/2019,Guadalajara,MX,8.4,20.0,17.0,50.0,95.0,5.1
1/28/2019,Guangzhou,CN,9.1,27.0,3.3,69.0,154.0,3.1
1/28/2019,Guiyang,CN,10.0,11.9,9.4,49.0,102.0,6.1
1/28/2019,Gwangju,KR,5.6,15.8,17.6,55.0,70.0,4.3
1/28/2019,Győr,HU,8.6,19.8,10.5,30.0,64.0,1.7
1/28/2019,Haarlem,NL,2.4,2.4,22.3,17.0,28.0,0.1
1/28/2019,Haifa,IL,3.4,7.8,24.8,28.0,61.0,0.5
1/28/2019,Haikou,CN,4.6,3.7,26.9,40.0,63.0,2.6
1/28/2019,Hamburg,DE,0.1,15.6,7.8,11.0,30.0,1.6
1/28/2019,Hangzhou,CN,10.0,28.8,4.1,80.0,158.0,6.1
1/28/2019,Harbin,CN,6.5,9.6,19.9,50.0,97.0,9.7
1/28/2019,Hefei,CN,8.2,24.7,8.2,95.0,188.0,3.6
1/28/2019,Hegang,CN,5.9,6.4,31.7,52.0,107.0,6.1
1/28/2019,Hiroshima,JP,4.5,13.0,16.0,11.0,38.0,1.5
1/28/2019,Hong Kong,HK,5.4,22.1,27.7,34.0,69.0,2.1
1/28/2019,Hsinchu,TW,3.7,13.9,18.4,31.0,57.0,4.3
1/28/2019,Hyderabad,IN,5.0,12.9,7.6,74.0,161.0,3.3
1/28/2019,Hāpur,IN,5.7,13.5,8.1,101.0,177.0,3.3
1/28/2019,Incheon,KR,5.6,15.8,20.8,67.0,61.0,7.2
1/28/2019,Indianapolis,US,1.9,11.2,20.0,10.0,50.0,1.5
1/28/2019,Istanbul,TR,13.6,16.5,6.1,51.0,82.0,5.1
1/28/2019,Jacksonville,US,3.0,2.8,15.5,9.0,26.0,0.6
1/28/2019,Jaipur,IN,7.8,12.8,5.0,71.0,118.0,6.5
1/28/2019,Jeju City,KR,5.6,11.2,36.1,40.0,63.0,4.3
1/28/2019,Jeonju,KR,5.6,9.3,26.4,65.0,78.0,7.2
1/28/2019,Jieyang,CN,8.2,11.0,33.3,57.0,107.0,5.1
1/28/2019,Jinan,CN,0.1,25.2,9.0,77.0,117.0,12.7
1/28/2019,Johannesburg,ZA,5.4,4.2,14.2,14.0,34.0,1.1
1/28/2019,Kagoshima,JP,2.3,6.5,27.2,10.0,46.0,2.9
1/28/2019,Kanazawa,JP,2.3,5.6,31.2,8.0,25.0,2.9
1/28/2019,Kaohsiung,TW,5.6,21.3,16.8,63.0,107.0,5.8
1/28/2019,Karaj,IR,0.0,0.0,0.0,0.0,0.0,0.0
1/28/2019,Katowice,PL,9.0,25.7,5.2,59.0,160.0,11.0
1/28/2019,Kecskemét,HU,2.0,18.0,9.7,33.0,55.0,10.6
1/28/2019,Keelung,TW,2.7,5.6,18.4,20.0,25.0,2.9
1/28/2019,Kobe,JP,3.4,13.0,24.1,12.0,50.0,2.9
1/28/2019,Kochi,JP,3.4,6.5,14.5,9.0,25.0,1.5
1/28/2019,Kolkata,IN,5.3,26.1,6.9,105.0,172.0,7.2
1/28/2019,Kraków,PL,15.0,29.0,2.6,57.0,152.0,4.8
1/28/2019,Kumamoto,JP,3.4,11.2,21.6,16.0,55.0,2.9
1/28/2019,Kunming,CN,7.3,10.6,25.2,34.0,72.0,5.6
1/28/2019,Kyoto,JP,5.6,20.4,10.4,14.0,50.0,2.9
1/28/2019,Kütahya,TR,8.0,19.7,1.7,54.0,61.0,6.6
1/28/2019,Lampang,TH,0.1,4.1,8.3,54.0,122.0,1.6
1/28/2019,Lanzhou,CN,8.2,24.7,10.6,56.0,97.0,20.8
1/28/2019,Las Vegas,US,0.1,5.1,9.4,14.0,19.0,1.1
1/28/2019,Leeds,GB,4.5,15.3,12.0,10.0,16.0,1.7
1/28/2019,Lhasa,CN,4.6,3.7,30.1,20.0,34.0,2.6
1/28/2019,Lima,PE,20.1,11.8,4.8,41.0,55.0,31.7
