date, pm25
2016/3/29, 134
2016/3/30, 140
2016/3/31, 134
2016/4/1, 102
2015/10/2, 153
2015/10/3, 126
2015/10/4, 87
2015/10/5, 96
2015/10/6, 115
2015/10/7, 157
2015/10/8, 171
2015/10/9, 172
2015/10/10, 96
2015/10/11, 71
2015/10/12, 80
2015/10/13, 95
2015/10/14, 139
2015/10/15, 160
2015/10/16, 169
2015/10/17, 156
2015/10/18, 159
2015/10/19, 156
2015/10/20, 163
2015/10/21, 160
2015/10/22, 172
2015/10/26, 173
2015/10/27, 163
2015/10/28, 156
2015/10/29, 175
2015/10/30, 174
2015/10/31, 154
2015/11/1, 157
2015/11/2, 155
2015/11/3, 153
2015/11/4, 166
2015/11/5, 171
2015/11/6, 183
2015/11/7, 177
2015/11/8, 152
2015/11/9, 159
2015/11/17, 182
2015/11/18, 171
2015/11/19, 161
2015/11/20, 152
2015/11/21, 151
2015/11/22, 145
2015/11/23, 133
2015/11/24, 148
2015/11/25, 92
2015/11/26, 153
2015/11/28, 156
2015/11/29, 156
2015/11/30, 167
2015/12/1, 175
2015/12/2, 178
2015/12/3, 185
2015/12/4, 172
2015/12/5, 170
2015/12/6, 164
2015/12/7, 166
2015/12/8, 160
2015/12/9, 166
2015/12/10, 174
2015/12/11, 166
2015/12/12, 169
2015/12/13, 175
2015/12/14, 171
2015/12/15, 181
2015/12/16, 186
2015/12/17, 191
2015/12/18, 169
2015/12/19, 165
2015/12/20, 179
2015/12/21, 219
2015/12/22, 183
2015/12/23, 161
2015/12/24, 194
2015/12/25, 173
2015/12/26, 152
2015/12/27, 166
2015/12/28, 176
2015/12/29, 182
2015/12/30, 189
2015/12/31, 188
2016/1/4, 185
2015/7/2, 76
2015/7/3, 56
2015/7/4, 51
2015/7/5, 52
2015/7/6, 48
2015/7/7, 49
2015/7/8, 54
2015/7/9, 47
2015/7/10, 49
2015/7/11, 63
2015/7/12, 64
2015/7/13, 63
2015/7/14, 62
2015/7/15, 65
2015/7/18, 74
2015/7/19, 67
2015/7/20, 57
2015/7/21, 58
2015/7/22, 55
2015/7/23, 65
2015/7/24, 92
2015/7/25, 56
2015/7/31, 30
2015/8/1, 39
2015/8/2, 42
2015/8/3, 45
2015/8/4, 47
2015/8/5, 53
2015/8/6, 47
2015/8/7, 51
2015/8/8, 55
2015/8/9, 58
2015/8/10, 62
2015/8/11, 71
2015/8/12, 74
2015/8/13, 80
2015/8/14, 57
2015/8/15, 47
2015/8/16, 44
2015/8/17, 50
2015/8/18, 67
2015/8/19, 65
2015/8/20, 71
2015/8/21, 63
2015/8/22, 47
2015/8/23, 41
2015/8/24, 48
2015/8/25, 46
2015/8/26, 56
2015/8/27, 56
2015/8/28, 44
2015/8/29, 61
2015/8/30, 71
2015/8/31, 63
2015/9/1, 78
2015/9/2, 77
2015/9/3, 84
2015/9/4, 103
2015/9/5, 108
2015/9/6, 109
2015/9/7, 86
2015/9/8, 66
2015/9/9, 74
2015/9/10, 79
2015/9/11, 86
2015/9/12, 117
2015/9/13, 88
2015/9/14, 92
2015/9/15, 81
2015/9/16, 50
2015/9/17, 81
2015/9/18, 40
2015/9/19, 73
2015/9/20, 62
2015/9/21, 63
2015/9/22, 54
2015/9/23, 64
2015/9/24, 81
2015/9/25, 103
2015/9/26, 116
2015/9/27, 115
2015/9/28, 97
2015/9/29, 115
2015/9/30, 153
2015/10/1, 147
2015/4/2, 94
2015/4/3, 93
2015/4/4, 79
2015/4/5, 91
2015/4/6, 121
2015/4/7, 173
2015/4/8, 163
2015/4/9, 156
2015/4/10, 152
2015/4/11, 134
2015/4/12, 130
2015/4/13, 101
2015/4/14, 115
2015/4/15, 125
2015/4/16, 140
2015/4/17, 124
2015/4/18, 120
2015/4/19, 130
2015/4/20, 105
2015/4/21, 89
2015/4/22, 117
2015/4/23, 104
2015/4/24, 114
2015/4/25, 121
2015/4/26, 106
2015/4/27, 97
2015/4/28, 92
2015/4/29, 77
2015/4/30, 90
2015/5/1, 110
2015/5/2, 74
2015/5/3, 97
2015/5/4, 106
2015/5/5, 108
2015/5/6, 109
2015/5/7, 114
2015/5/8, 92
2015/5/9, 80
2015/5/10, 93
2015/5/11, 74
2015/5/12, 81
2015/5/13, 78
2015/5/14, 81
2015/5/15, 87
2015/5/16, 94
2015/5/17, 101
2015/5/18, 75
2015/5/19, 64
2015/5/20, 60
2015/5/21, 53
2015/5/22, 64
2015/5/23, 57
2015/5/24, 53
2015/5/25, 58
2015/5/26, 61
2015/5/27, 59
2015/5/28, 64
2015/5/29, 60
2015/5/30, 58
2015/5/31, 69
2015/6/1, 79
2015/6/2, 64
2015/6/3, 61
2015/6/4, 66
2015/6/5, 72
2015/6/6, 75
2015/6/7, 93
2015/6/8, 55
2015/6/9, 58
2015/6/10, 45
2015/6/11, 30
2015/6/12, 44
2015/6/13, 49
2015/6/14, 64
2015/6/15, 73
2015/6/16, 72
2015/6/17, 64
2015/6/18, 60
2015/6/19, 47
2015/6/20, 32
2015/6/21, 36
2015/6/22, 57
2015/6/23, 81
2015/6/24, 70
2015/6/25, 86
2015/6/26, 92
2015/6/27, 94
2015/6/28, 94
2015/6/29, 81
2015/7/1, 79
2015/1/2, 163
2015/1/3, 165
2015/1/4, 170
2015/1/5, 159
2015/1/6, 145
2015/1/7, 154
2015/1/8, 164
2015/1/9, 169
2015/1/10, 159
2015/1/11, 164
2015/1/12, 168
2015/1/13, 170
2015/1/14, 169
2015/1/15, 174
2015/1/16, 161
2015/1/17, 152
2015/1/18, 155
2015/1/19, 162
2015/1/20, 176
2015/1/21, 168
2015/1/22, 155
2015/1/23, 138
2015/1/24, 88
2015/1/25, 129
2015/1/26, 168
2015/1/27, 152
2015/1/28, 145
2015/1/29, 156
2015/1/30, 155
2015/1/31, 154
2015/2/1, 149
2015/2/2, 209
2015/2/3, 161
2015/2/4, 163
2015/2/5, 177
2015/2/6, 180
2015/2/7, 167
2015/2/8, 165
2015/2/9, 157
2015/2/10, 160
2015/2/11, 165
2015/2/12, 172
2015/2/13, 162
2015/2/14, 172
2015/2/15, 172
2015/2/16, 171
2015/2/17, 160
2015/2/18, 163
2015/2/19, 163
2015/2/20, 162
2015/2/21, 159
2015/2/22, 182
2015/2/23, 181
2015/2/24, 192
2015/2/25, 199
2015/2/26, 156
2015/2/27, 154
2015/2/28, 137
2015/3/1, 145
2015/3/2, 113
2015/3/4, 159
2015/3/5, 153
2015/3/6, 156
2015/3/7, 241
2015/3/8, 180
2015/3/9, 155
2015/3/10, 155
2015/3/11, 152
2015/3/14, 140
2015/3/15, 165
2015/3/16, 107
2015/3/17, 100
2015/3/18, 88
2015/3/19, 152
2015/3/20, 172
2015/3/21, 168
2015/3/22, 199
2015/3/23, 189
2015/3/24, 163
2015/3/25, 148
2015/3/26, 153
2015/3/27, 179
2015/3/28, 173
2015/3/29, 181
2015/3/30, 142
2015/3/31, 142
2015/4/1, 103
2014/12/11, 181
2014/12/12, 191
2014/12/13, 184
2014/12/14, 147
2014/12/15, 139
2014/12/16, 164
2014/12/17, 160
2014/12/18, 159
2014/12/19, 163
2014/12/20, 158
2014/12/21, 158
2014/12/22, 170
2014/12/23, 186
2014/12/24, 184
2014/12/25, 194
2014/12/26, 193
2014/12/27, 173
2014/12/28, 156
2014/12/29, 162
