date, pm25, pm10, o3, no2, so2, co
2018/6/3, 15, 13, 9, 4, , 
2018/6/5, 3, 5, 16, 2, , 
2018/6/6, 14, 7, 13, 4, , 
2018/6/7, 25, 11, 14, 5, , 
2018/6/8, 18, 11, 15, 4, , 
2018/6/9, 20, 9, 12, 5, , 
2018/6/10, 4, 5, 15, 2, , 
2018/6/11, 2, 5, 14, 1, , 
2018/6/12, 8, 6, 13, 3, , 
2018/6/13, 14, 10, 7, 6, , 
2018/6/14, 19, 7, 10, 5, , 
2018/6/15, 7, 7, 11, 3, , 
2018/6/16, 16, 10, 10, 3, , 
2018/6/17, 16, 11, 12, 2, , 
2018/6/18, 23, 20, 12, 6, , 
2018/6/19, 25, 15, 11, 7, , 
2018/6/20, 29, 15, 12, 3, , 
2018/6/21, 23, 15, 12, 7, , 
2018/6/22, 9, 10, 12, 1, , 
2018/6/23, 8, , 9, 2, , 
2018/6/24, 15, , 11, 2, , 
2018/6/25, 15, , 14, 3, , 
2018/6/26, 6, , 14, 2, , 
2018/6/27, 10, 4, 13, 2, , 
2018/6/28, 19, 8, 12, 4, , 
2018/6/29, 16, 9, 13, 2, , 
2018/6/30, 20, 8, 9, 3, , 
2018/7/1, 8, 6, 8, 3, , 
2020/2/10, , 11, 5, 9, , 
2020/2/11, , 14, 7, 8, , 
2020/2/12, , 10, 2, 9, , 
2020/2/13, , 8, 8, 8, , 
2020/2/14, , 9, 13, 6, , 
2020/2/15, , 6, 11, 5, , 
2020/2/16, , 6, 15, 2, , 
2020/2/17, , 6, 12, 5, , 
2020/2/18, , 8, 9, 8, , 
2020/2/19, , 12, 7, 13, , 
2020/2/20, , 12, 8, 12, , 
2020/2/21, , 16, 8, 9, , 
2020/2/22, , 7, 12, 5, , 
2020/2/23, , 6, 15, 3, , 
2020/2/24, , 7, 16, 3, , 
2020/1/2, , 4, 16, 3, , 
2019/11/8, , 20, 1, 10, , 
2019/11/16, , 7, 8, 6, , 
2019/8/22, , 13, 11, 4, , 
2019/5/6, , 28, 13, 3, , 
2019/6/26, , 12, 17, 4, , 
2019/1/1, , 8, 9, 8, , 
2019/1/20, , 8, 11, 7, , 
2018/8/30, , 10, 10, 3, , 
2018/9/14, , 8, 10, 3, , 
2018/4/2, , 5, 17, 2, , 
2018/4/3, , 7, 17, 4, , 
2018/4/4, , 8, 17, 4, , 
2018/4/5, , 9, 11, 7, , 
2018/4/6, , 4, 9, 7, , 
2018/4/7, , 5, 8, 8, , 
2018/4/8, , 6, 16, 3, , 
2018/4/9, , 6, 13, 2, , 
2018/4/10, , 6, 13, 6, , 
2018/4/11, , 9, 18, 6, , 
2018/4/12, , 5, 17, 4, , 
2018/4/13, , 7, 19, 3, , 
2018/4/14, , 6, 16, 3, , 
2018/4/15, , 8, 18, 3, , 
2018/4/16, , 4, 17, 3, , 
2018/4/17, , 6, 14, 5, , 
2018/4/18, , 5, 16, 4, , 
2018/4/19, , 6, 14, 5, , 
2018/4/20, , 10, 12, 8, , 
2018/4/21, , 9, 15, 5, , 
2018/4/22, , 6, 17, 2, , 
2018/4/23, , 6, 14, 4, , 
2018/4/24, , 8, 14, 7, , 
2018/4/25, , 13, 14, 9, , 
2018/4/26, , 13, 13, 8, , 
2018/4/27, , 16, 15, 11, , 
2018/4/28, , 16, 14, 7, , 
2018/4/29, , 5, 13, 2, , 
2018/4/30, , 4, 14, 3, , 
2018/5/1, , 9, 12, 4, , 
2018/5/2, , 10, 15, 5, , 
2018/5/3, , 14, 11, 9, , 
2018/5/4, , 15, 15, 5, , 
2018/5/5, , 5, 14, 3, , 
2018/5/6, , 12, 12, 6, , 
2018/5/7, , 10, 12, 6, , 
2018/5/8, , 10, 11, 2, , 
2018/5/9, , 13, 13, 6, , 
2018/5/10, , 6, 18, 2, , 
2018/5/11, , 8, 18, 3, , 
2018/5/12, , 7, 12, 5, , 
2018/5/13, , 8, 11, 4, , 
2018/5/14, , 9, 12, 5, , 
2018/2/4, , 7, 6, 3, , 
2018/2/5, , 4, 11, 3, , 
2018/2/6, , 5, 3, 9, , 
2018/2/7, , 7, 5, 4, , 
2018/2/8, , 5, 11, 5, , 
2018/2/9, , 6, 6, 9, , 
2018/2/10, , 8, 8, 9, , 
2018/2/11, , 8, 11, 6, , 
2018/2/12, , 7, 14, 8, , 
2018/2/13, , 8, 9, 11, , 
2018/2/14, , 11, 9, 9, , 
2018/2/15, , 7, 3, 12, , 
2018/2/16, , 9, 10, 7, , 
2018/2/17, , 5, 14, 4, , 
2018/2/18, , 4, 15, 3, , 
2018/2/19, , 4, 12, 9, , 
2018/2/20, , 9, 11, 10, , 
2018/2/21, , 10, 9, 11, , 
2018/2/22, , 10, 11, 12, , 
2018/2/23, , 10, 10, 9, , 
2018/2/24, , 7, 9, 8, , 
2018/2/25, , 6, 15, 2, , 
2018/2/26, , 5, 10, 11, , 
2018/2/27, , 8, 12, 8, , 
2018/2/28, , 7, 12, 8, , 
2018/3/1, , 6, 16, 6, , 
2018/3/2, , 6, 7, 12, , 
2018/3/3, , 8, 12, 7, , 
2018/3/4, , 6, 9, 8, , 
2018/3/5, , 8, 10, 9, , 
2018/3/6, , 10, 9, 10, , 
2018/3/7, , 7, 10, 10, , 
2018/3/8, , 8, 7, 11, , 
2018/3/9, , 6, 16, 4, , 
2018/3/10, , 7, 12, 10, , 
2018/3/11, , 7, 11, 12, , 
2018/3/12, , 9, 8, 14, , 
2018/3/13, , 11, 12, 13, , 
2018/3/14, , 11, 14, 5, , 
2018/3/15, , 6, 14, 7, , 
2018/3/16, , 7, 11, 9, , 
2018/3/17, , 9, 9, 9, , 
2018/3/18, , 11, 10, 8, , 
2018/3/19, , 10, 10, 10, , 
2018/3/20, , 13, 10, 8, , 
2018/3/21, , 10, 9, 10, , 
2018/3/22, , 10, 15, 5, , 
2018/3/23, , 5, 15, 2, , 
2018/3/24, , 4, 14, 7, , 
2018/3/25, , 6, 1, 11, , 
2018/3/26, , 5, 14, 3, , 
2018/3/27, , 5, 13, 4, , 
2018/3/28, , 6, 15, 4, , 
2018/3/29, , 8, 10, 7, , 
2018/3/30, , 9, 13, 3, , 
2018/3/31, , 4, 8, 8, , 
2018/4/1, , 9, 17, 2, , 
2018/10/2, , , 13, 3, , 
2018/2/3, , , 5, 9, , 
