date, pm25, pm10, o3, no2, so2, co
2020/2/20, 22, 43, , 7, , 1
2020/2/21, 47, 22, , 6, , 1
2020/2/22, 27, 18, , 3, , 
2020/2/23, 24, 13, , 3, , 
2020/2/24, 22, 13, , 5, , 
2020/2/25, 20, 15, , 5, , 1
2020/2/26, 21, 14, , 5, , 1
2020/2/27, 21, 12, , 6, , 1
2020/2/28, 20, 16, , 7, , 1
2020/2/29, 27, 14, , 4, , 
2020/3/1, 24, 16, , 3, , 
2020/1/2, 29, 12, , 2, , 
2020/1/3, 22, 13, , 3, , 
2020/1/4, 31, 11, , 3, , 
2020/1/5, 27, 11, , 2, , 
2020/1/6, 23, 13, , 2, , 1
2020/1/7, 23, 16, , 3, , 1
2020/1/8, 32, 23, , 4, , 1
2020/1/9, 54, 27, , 4, , 1
2020/1/10, 64, 26, , 3, , 1
2020/1/11, 60, 29, , 3, , 1
2020/1/12, 59, 21, , 3, , 1
2020/1/13, 51, 26, , 5, , 1
2020/1/14, 46, 18, , 5, , 1
2020/1/15, 32, 14, , 3, , 1
2020/1/16, 28, 18, , 5, , 1
2020/1/17, 37, 18, , 4, , 1
2020/1/18, 35, 9, , 3, , 1
2020/1/19, 16, 13, , 3, , 1
2020/1/20, 25, 20, , 4, , 1
2020/1/21, 35, 21, , 6, , 1
2020/1/22, 37, 18, , 5, , 1
2020/1/23, 34, 16, , 3, , 1
2020/1/24, 28, 17, , 3, , 1
2020/1/25, 30, 14, , 2, , 
2020/1/26, 25, 13, , 1, , 
2020/1/27, 22, 14, , 2, , 
2020/1/28, 26, 14, , 3, , 1
2020/1/29, 22, 15, , 3, , 1
2020/1/30, 25, 16, , 3, , 
2020/1/31, 22, 16, , 4, , 1
2020/2/1, 20, 14, , 3, , 
2019/10/2, 32, 15, , , , 
2019/10/3, 26, 14, , , , 
2019/10/4, 22, 13, , , , 
2019/10/5, 20, 13, , , , 
2019/10/6, 23, 18, , , , 
2019/10/7, 34, 14, , , , 
2019/10/8, 28, 20, , , , 
2019/10/9, 44, , , , , 
2019/10/14, 17, 11, , , , 
2019/10/15, 20, 16, , , , 
2019/10/16, 27, 17, , , , 
2019/10/17, 30, 21, , , , 
2019/10/18, 33, 30, , , , 
2019/10/19, 42, 24, , , , 
2019/10/20, 42, 23, , , , 
2019/10/21, 45, 18, , , , 
2019/10/22, 27, 11, , , , 
2019/10/23, 18, 12, , , , 
2019/10/24, 20, 12, , , , 
2019/10/25, 20, 12, , , , 
2019/10/26, 22, 13, , , , 
2019/10/27, 25, 22, , , , 
2019/10/28, 36, 30, , , , 
2019/10/29, 42, 22, , , , 
2019/10/30, 33, 18, , , , 
2019/10/31, 33, 14, , , , 
2019/11/1, 22, 14, , , , 
2019/11/2, 23, 15, , , , 
2019/11/3, 27, 16, , , , 
2019/11/4, 29, 18, , , , 
2019/11/5, 33, 24, , , , 
2019/11/6, 30, 24, , , , 
2019/11/7, 52, 19, , , , 
2019/11/8, 39, 33, , , , 
2019/11/9, 54, 96, , , , 
2019/11/10, 117, 55, , , , 
2019/11/11, 118, 92, , , , 
2019/11/12, 183, 32, , , , 
2019/11/13, 55, 48, , , , 
2019/11/14, 84, 42, , , , 
2019/11/15, 72, 45, , , , 
2019/11/16, 90, 36, , , , 
2019/11/17, 81, 49, , , , 
2019/11/18, 114, 29, , , , 
2019/11/19, 59, 29, , , , 
2019/11/20, 63, 28, , , , 
2019/11/21, 62, 32, , , , 
2019/11/22, 78, 16, , , , 
2019/11/23, 26, 17, , , , 
2019/11/24, 33, 21, , , , 
2019/11/25, 44, 17, , , , 
2019/11/26, 28, 21, , , , 
2019/11/27, 34, 49, , , , 
2019/11/28, 71, 41, , , , 
2019/11/29, 61, 26, , , , 
2019/11/30, 41, 26, , , , 
2019/12/1, 46, 26, , , , 
2019/12/2, 53, 49, , , , 
2019/12/3, 54, 116, , , , 
2019/12/4, 98, 57, , , , 
2019/12/5, 85, 43, , , , 
2019/12/6, 83, 42, , , , 
2019/12/7, 78, 72, , , , 
2019/12/8, 162, 50, , , , 
2019/12/9, 118, 41, , , , 
2019/12/10, 83, 28, , , , 
2019/12/11, 57, 31, , , , 
2019/12/12, 63, 30, , , , 
2019/12/13, 74, 26, , , , 
2019/12/14, 62, 18, , , , 
2019/12/15, 42, 18, , , , 
2019/12/16, 43, 31, , , , 
2019/12/17, 63, 31, , , , 
2019/12/18, 46, 22, , , , 
2019/12/19, 30, 19, , , , 
2019/12/20, 30, 22, , , , 
2019/12/21, 39, 14, , , , 
2019/12/22, 26, 24, , , , 
2019/12/23, 58, 13, , , , 
2019/12/24, 35, 17, , , , 
2019/12/25, 42, 10, , , , 
2019/12/26, 26, 14, , , , 
2019/12/27, 32, 9, , , , 
2019/12/28, 17, 10, , 2, , 
2019/12/29, 18, 11, , 2, , 
2019/12/30, 20, , , , , 
2019/7/2, 33, 13, , , , 
2019/7/3, 23, 17, , , , 
2019/7/4, 30, 14, , , , 
2019/7/5, 24, 15, , , , 
2019/7/6, 25, 11, , , , 
2019/7/7, 20, 9, , , , 
2019/7/8, 19, 8, , , , 
2019/7/9, 15, 10, , , , 
2019/7/10, 19, 12, , , , 
2019/7/11, 24, 13, , , , 
2019/7/12, 27, 14, , , , 
2019/7/13, 24, 17, , , , 
2019/7/14, 30, 13, , , , 
2019/7/15, 18, 9, , , , 
2019/7/16, 14, 11, , , , 
2019/7/17, 16, 14, , , , 
2019/7/18, 23, 15, , , , 
2019/7/19, 23, 17, , , , 
2019/7/20, 34, 22, , , , 
2019/7/21, 55, 28, , , , 
2019/7/22, 72, 13, , , , 
2019/7/23, 33, 14, , , , 
2019/7/24, 32, 15, , , , 
2019/7/25, 32, 15, , , , 
2019/7/26, 26, 18, , , , 
2019/7/27, 40, 15, , , , 
2019/7/28, 30, 17, , , , 
2019/7/29, 42, 15, , , , 
2019/7/30, 35, 18, , , , 
2019/7/31, 40, 17, , , , 
2019/8/1, 40, 11, , , , 
2019/8/2, 19, 11, , , , 
2019/8/3, 18, 10, , , , 
2019/8/4, 20, 13, , , , 
2019/8/5, 32, 14, , , , 
2019/8/6, 32, 15, , , , 
2019/8/7, 33, 17, , , , 
2019/8/8, 43, 13, , , , 
2019/8/9, 31, 25, , , , 
2019/8/10, 25, 22, , , , 
2019/8/11, 21, 43, , , , 
2019/8/12, 33, 22, , , , 
2019/8/13, 21, 15, , , , 
2019/8/14, 27, 16, , , , 
2019/8/15, 38, 16, , , , 
2019/8/16, 40, 17, , , , 
2019/8/17, 39, 18, , , , 
2019/8/18, 46, 20, , , , 
2019/8/19, 48, 23, , , , 
2019/8/20, 39, 31, , , , 
2019/8/21, 32, 19, , , , 
2019/8/22, 25, 16, , , , 
2019/8/23, 15, 23, , , , 
2019/8/24, 31, 21, , , , 
2019/8/25, 36, 18, , , , 
2019/8/26, 35, 16, , , , 
2019/8/27, 33, 17, , , , 
2019/8/28, 30, 13, , , , 
2019/8/29, 24, 13, , , , 
2019/8/30, 27, 15, , , , 
2019/8/31, 35, 12, , , , 
2019/9/1, 24, 12, , , , 
2019/9/2, 26, 12, , , , 
2019/9/3, 25, 16, , , , 
2019/9/4, 27, 20, , , , 
2019/9/5, 33, 25, , , , 
2019/9/6, 35, 26, , , , 
2019/9/7, 44, 95, , , , 
2019/9/8, 79, 60, , , , 
2019/9/9, 52, 28, , , , 
2019/9/10, 24, 43, , , , 
2019/9/11, 50, 26, , , , 
2019/9/12, 52, 16, , , , 
2019/9/13, 27, 17, , , , 
2019/9/14, 31, 27, , , , 
