date, pm25, pm10, o3, no2, so2, co
2018/9/5, 48, 22, 39, 1, , 
2018/9/6, 47, 26, 43, 3, , 
2018/9/7, 54, 24, 40, 5, , 
2018/9/8, 60, 19, 33, 6, , 
2018/9/9, 45, 37, 44, 6, , 
2018/9/10, 65, 26, 38, 9, , 
2018/9/11, 45, 32, 36, 5, , 
2018/9/12, 44, 31, 26, 4, , 
2018/9/13, 36, 16, 19, 3, , 
2018/9/14, 27, 23, 27, 4, , 
2018/9/15, 33, 24, 26, 5, , 
2018/9/16, 51, 16, 34, 5, , 
2018/9/17, 36, 34, 44, 9, , 
2018/9/18, 52, 44, 56, 10, , 
2018/9/19, 55, 52, 49, 7, , 
2018/9/20, 66, 52, 42, 6, , 
2018/9/21, 61, 55, 41, 9, , 
2018/9/22, 62, 43, 28, 6, , 
2018/9/23, 55, 34, 25, 5, , 
2018/9/24, 58, 7, 28, 2, , 
2018/9/25, 18, 7, 29, 5, , 
2018/9/26, 15, 8, 28, 6, , 
2018/9/27, 20, 14, 25, 7, , 
2018/9/28, 28, 16, 25, 7, , 
2018/9/29, 37, 13, 26, 6, , 
2018/9/30, 26, 15, 31, 7, , 
2018/10/1, 37, 19, 22, 8, , 
2018/4/2, 59, 15, 31, 3, , 
2018/4/5, 40, 11, 34, 4, , 
2018/4/6, 31, 10, 35, 4, , 
2018/4/7, 24, 14, 41, 6, , 
2018/4/8, 35, 19, 40, 3, , 
2018/4/9, 50, 37, 41, 11, , 
2018/4/10, 69, 37, 42, 5, , 
2018/4/11, 74, 36, 28, 4, , 
2018/4/12, 78, 37, 41, 4, , 
2018/4/13, 81, 37, 33, 6, , 
2018/4/14, 81, 28, 32, 4, , 
2018/4/15, 72, 24, 47, 4, , 
2018/4/16, 75, 25, 23, 5, , 
2018/4/17, 64, 30, 39, 5, , 
2018/4/18, 76, 28, 46, 9, , 
2018/4/19, 65, 35, 43, 8, , 
2018/4/20, 73, 28, 48, 9, , 
2018/4/21, 62, 40, 42, 4, , 
2018/4/22, 66, 40, 44, 4, , 
2018/4/23, 77, 25, 40, 5, , 
2018/4/24, 60, 23, 27, 6, , 
2018/4/25, 57, 21, 32, 5, , 
2018/4/26, 61, 13, 32, 5, , 
2018/4/27, 39, 13, 39, 5, , 
2018/4/28, 34, 21, 43, 5, , 
2018/4/29, 52, 30, 48, 4, , 
2018/4/30, 61, 28, 37, 4, , 
2018/5/1, 59, 16, 35, 3, , 
2018/5/2, 31, 24, 30, 8, , 
2018/5/3, 38, 30, 40, 6, , 
2018/5/4, 54, 24, 41, 5, , 
2018/5/5, 37, 29, 43, 3, , 
2018/5/6, 33, 31, 39, 3, , 
2018/5/7, 37, 26, 43, 5, , 
2018/5/8, 40, 35, 46, 5, , 
2018/5/9, 45, 41, 46, 4, , 
2018/5/10, 49, 38, 44, 4, , 
2018/5/11, 64, 30, 33, 2, , 
2018/5/12, 66, 30, 44, 3, , 
2018/5/13, 64, 36, 54, 3, , 
2018/5/14, 64, 35, 47, 3, , 
2018/5/15, 53, 36, 43, 4, , 
2018/5/16, 56, 26, 40, 4, , 
2018/5/17, 61, 28, 38, 4, , 
2018/5/18, 68, 25, 26, 4, , 
2018/5/19, 63, 31, 36, 3, , 
2018/5/20, 67, 24, 40, 2, , 
2018/5/21, 39, 21, 45, 2, , 
2018/5/22, 31, 24, 52, 5, , 
2018/5/23, 37, 28, 46, 3, , 
2018/5/24, 39, 29, 46, 2, , 
2018/5/25, 34, 30, 46, 2, , 
2018/5/26, 43, 33, 47, 3, , 
2018/5/27, 43, 30, 54, 2, , 
2018/5/28, 60, 31, 65, 5, , 
2018/5/29, 60, 37, 67, 4, , 
2018/5/30, 59, 41, 61, 5, , 
2018/5/31, 51, 37, 67, 5, , 
2018/6/1, 66, 39, 57, 3, , 
2018/6/2, 64, 30, 38, 5, , 
2018/6/3, 70, 27, 38, 3, , 
2018/6/4, 79, 26, 45, 4, , 
2018/6/5, 66, 29, 37, 2, , 
2018/6/6, 67, 26, 39, 3, , 
2018/6/7, 47, 25, 55, 5, , 
2018/6/8, 38, 33, 60, 5, , 
2018/6/9, 40, 29, 68, 3, , 
2018/6/10, 38, 34, 45, 3, , 
2018/6/11, 60, 24, 39, 3, , 
2018/6/12, 61, 21, 33, 2, , 
2018/6/13, 44, 17, 26, 2, , 
2018/6/14, 36, 18, 41, 2, , 
2018/6/15, 31, 34, 35, 3, , 
2018/6/16, 51, 36, 46, 4, , 
2018/6/17, 60, 28, 42, 3, , 
2018/6/18, 63, 25, 36, 3, , 
2018/6/19, 50, 21, 36, 2, , 
2018/6/20, 49, 20, 38, 4, , 
2018/6/21, 48, 25, 33, 5, , 
2018/6/22, 46, 13, 31, 1, , 
2018/6/23, 22, 13, 31, 2, , 
2018/6/24, 27, 10, 22, 2, , 
2018/6/25, 28, 12, 27, 2, , 
2018/6/26, 39, 17, 27, 2, , 
2018/6/27, 51, 12, 36, 2, , 
2018/6/28, 34, 16, 41, 2, , 
2018/6/29, 29, 19, 45, 3, , 
2018/6/30, 34, 15, 29, 1, , 
2018/7/1, 21, 13, 31, 1, , 
2018/2/14, 61, 18, 23, 11, , 
2018/2/15, 78, 27, 21, 18, , 
2018/2/16, 81, 26, 17, 8, , 
2018/2/17, 69, 21, 21, 8, , 
2018/2/18, 75, 25, 16, 9, , 
2018/2/19, 62, 18, 24, 5, , 
2018/2/20, 57, 21, 21, 10, , 
2018/2/21, 81, 33, 26, 9, , 
2018/2/22, 83, 28, 26, 8, , 
2018/2/23, 66, 20, 27, 6, , 
2018/2/24, 64, 21, 25, 5, , 
2018/2/25, 58, 16, 31, 3, , 
2018/2/26, 34, 10, 29, 3, , 
2018/2/27, 43, 11, 30, 5, , 
2018/2/28, 44, 15, 29, 6, , 
2018/3/1, 59, 24, 29, 4, , 
2018/3/2, 67, 25, 29, 4, , 
2018/3/3, 79, 37, 28, 6, , 
2018/3/4, 98, 42, 30, 6, , 
2018/3/5, 103, 47, 32, 9, , 
2018/3/6, 125, 48, 26, 12, , 
2018/3/7, 118, 48, 28, 14, , 
2018/3/8, 123, 43, 23, 8, , 
2018/3/9, 104, 36, 26, 8, , 
2018/3/10, 64, 22, 28, 7, , 
2018/3/11, 71, 23, 14, 12, , 
2018/3/12, 69, 20, 27, 5, , 
2018/3/13, 69, 26, 22, 11, , 
2018/3/14, 59, 16, 22, 6, , 
2018/3/15, 42, 11, 24, 4, , 
2018/3/16, 54, 16, 25, 4, , 
2018/3/17, 64, 19, 29, 3, , 
2018/3/18, 40, 12, 31, 2, , 
2018/3/19, 48, 20, 34, 2, , 
2018/3/20, 53, 16, 33, 6, , 
2018/3/21, 54, 16, 29, 7, , 
2018/3/22, 42, 11, 32, 7, , 
2018/3/23, 57, 19, 24, 9, , 
2018/3/24, 55, 16, 23, 10, , 
2018/3/25, 57, 20, 27, 7, , 
2018/3/26, 64, 34, 36, 8, , 
2018/3/27, 88, 28, 30, 6, , 
2018/3/28, 61, 17, 34, 7, , 
2018/3/29, 58, 23, 22, 10, , 
2018/3/30, 69, 19, 30, 6, , 
2018/3/31, 56, 14, 33, 4, , 
2018/4/1, 64, 17, 25, 3, , 
2020/1/1, , 24, 18, 7, , 
2019/11/22, , 21, 4, 10, 1, 
2019/6/11, , 22, 47, 4, 1, 
2019/6/12, , 19, 51, 3, 1, 
2019/1/1, , 14, 29, 2, , 
2018/4/3, , 11, 34, 6, , 
2018/4/4, , 17, 39, 7, , 
2018/1/2, , 5, 30, 3, , 
2018/1/3, , 7, 20, 5, , 
2018/1/4, , 3, 28, 4, , 
2018/1/5, , 6, 28, 4, , 
2018/1/6, , 5, 26, 5, , 
2018/1/7, , 11, 19, 7, , 
2018/1/8, , 10, 22, 3, , 
2018/1/9, , 11, 21, 5, , 
2018/1/10, , 19, 18, 9, , 
2018/1/11, , 30, 5, 12, , 
2018/1/12, , 23, , 8, , 
2018/1/13, , 29, 4, 8, , 
2018/1/14, , 23, 20, 5, , 
2018/1/15, , 19, 17, 5, , 
2018/1/16, , 20, 14, 6, , 
2018/1/17, , 6, 24, 6, , 
2018/1/18, , 7, 24, 6, , 
2018/1/19, , 4, 25, 4, , 
2018/1/20, , 10, 22, 6, , 
2018/1/21, , 14, 17, 8, , 
2018/1/22, , 19, 15, 6, , 
2018/1/23, , 18, 18, 7, , 
2018/1/24, , 24, 13, 10, , 
2018/1/25, , 6, 17, 5, , 
2018/1/26, , 6, 23, 8, , 
2018/1/27, , 11, 20, 7, , 
2018/1/28, , 21, 19, 5, , 
2018/1/29, , 11, 21, 3, , 
2018/1/30, , 5, 26, 3, , 
2018/1/31, , 6, 28, 3, , 
2018/2/1, , 8, 20, 7, , 
2018/2/2, , 6, 29, 5, , 
2018/2/3, , 9, 18, 7, , 
2018/2/4, , 10, 17, 4, , 
2018/2/5, , 12, 18, 3, , 
2018/2/6, , 12, 27, 5, , 
2018/2/7, , 16, 25, 10, , 
2018/2/8, , 31, 17, 9, , 
2018/2/9, , 38, 21, 11, , 
2018/2/10, , 40, 17, 16, , 
2018/2/11, , 41, 15, 12, , 
2018/2/12, , 17, 21, 6, , 
2018/2/13, , 11, 23, 7, , 
2017/10/21, , 31, 12, 6, , 
2017/10/22, , 13, 21, 2, , 
2017/10/23, , 9, 14, 5, , 
2017/10/24, , 13, 16, 4, , 
2017/10/25, , 15, 19, 3, , 
2017/10/26, , 10, 18, 3, , 
2017/10/27, , 12, 21, 1, , 
2017/10/28, , 6, 22, 1, , 
2017/10/29, , 5, 29, 1, , 
2017/10/30, , 2, 24, 2, , 
2017/10/31, , 5, 21, 2, , 
2017/11/1, , 8, 12, 6, , 
2017/11/2, , 16, 17, 6, , 
2017/11/3, , 15, 21, 6, , 
2017/11/4, , 15, 14, 6, , 
2017/11/5, , 21, 18, 3, , 
2017/11/6, , 17, 18, 5, , 
2017/11/7, , 13, 18, 4, , 
2017/11/8, , 10, 13, 6, , 
2017/11/9, , 31, 13, 7, , 
2017/11/10, , 34, 20, 7, , 
2017/11/11, , 14, 28, 3, , 
2017/11/12, , 5, 21, 4, , 
2017/11/13, , 9, 17, 5, , 
2017/11/14, , 9, 16, 8, , 
2017/11/15, , 11, 7, 10, , 
2017/11/16, , 15, 7, 9, , 
2017/11/17, , 21, 23, 8, , 
2017/11/18, , 15, 8, 7, , 
2017/11/21, , 8, 10, 9, , 
2017/11/22, , 10, 13, 7, , 
2017/11/23, , 11, 16, 8, , 
2017/11/24, , 11, 17, 8, , 
2017/11/25, , 10, 20, 5, , 
2017/11/26, , 8, 16, 6, , 
2017/11/27, , 14, 19, 5, , 
2017/11/28, , 8, 18, 6, , 
2017/11/29, , 3, 15, 11, , 
2017/11/30, , 14, 6, 12, , 
2017/12/1, , 21, 8, 9, , 
2017/12/2, , 19, 9, 6, , 
2017/12/3, , 15, 9, 7, , 
2017/12/4, , 16, 24, 5, , 
2017/12/5, , 7, 21, 4, , 
2017/12/6, , 7, 23, 4, , 
2017/12/7, , 12, 22, 6, , 
2017/12/8, , 10, 23, 5, , 
2017/12/9, , 7, 21, 5, , 
2017/12/10, , 7, 23, 4, , 
2017/12/11, , 7, 20, 8, , 
2017/12/12, , 9, 20, 6, , 
2017/12/13, , 5, 18, 6, , 
2017/12/14, , 9, 23, 6, , 
2017/12/15, , 3, 18, 10, , 
2017/12/16, , 12, 16, 8, , 
2017/12/17, , 18, 19, 4, , 
2017/12/18, , 7, 8, 11, , 
2017/12/19, , 11, 5, 12, , 
2017/12/20, , 17, 7, 12, , 
2017/12/21, , 14, 18, 8, , 
2017/12/22, , 8, 21, 4, , 
2017/12/23, , 10, 19, 4, , 
2017/12/24, , 10, 22, 2, , 
2017/12/25, , 11, 24, 3, , 
2017/12/26, , 4, 21, 4, , 
2017/12/27, , 6, 18, 7, , 
2017/12/28, , 9, 20, 6, , 
2017/12/29, , 11, 16, 6, , 
2017/12/30, , 12, 22, 4, , 
2017/12/31, , 7, 22, 2, , 
2018/1/1, , 10, , , , 
2016/12/9, , 30, 14, 9, 10, 
2016/12/10, , 19, 12, 11, 12, 
2016/12/11, , 23, 26, 18, 20, 
2016/12/12, , 35, , , , 
2016/4/2, , 7, 30, 3, , 
2016/4/3, , 10, 28, 4, , 
2016/4/4, , 21, 25, 14, , 
2016/4/5, , 39, 28, 10, , 
2016/4/6, , 37, 28, 10, 32, 
2016/4/7, , 29, 29, 29, 32, 
2016/4/8, , 54, 26, 22, 25, 
2016/4/9, , 43, 31, 24, 27, 
2016/4/10, , 44, 32, 29, 33, 
2016/4/11, , 53, 26, 23, 26, 
2016/4/12, , 46, 13, 11, 12, 
2016/4/13, , 23, 31, 24, 26, 
2016/4/14, , 43, 26, 24, 27, 
2016/4/15, , 47, 22, 19, 21, 
2016/4/16, , 37, 26, 23, 26, 
2016/4/17, , 45, 29, 30, 33, 
2016/4/18, , 55, 30, 29, 32, 
2016/4/19, , 53, 29, 31, 35, 
2016/4/20, , 57, 28, 30, 33, 
2016/4/21, , 55, 32, 31, 34, 
2016/4/22, , 56, 29, 29, 32, 
2016/4/23, , 54, 29, 29, 32, 
2016/4/24, , 53, 29, 29, 32, 
2016/4/25, , 54, 29, 28, 31, 
2016/4/26, , 53, 30, 30, 33, 
2016/4/27, , 55, 26, 27, 30, 
2016/4/28, , 53, 30, 30, 33, 
2016/4/29, , 55, 34, 29, 33, 
2016/4/30, , 52, 39, 35, 38, 
2016/5/1, , 60, 44, 40, 43, 
2016/5/2, , 66, 46, 40, 41, 
2016/5/3, , 65, 40, 32, 34, 
2016/5/4, , 54, 31, 30, 34, 
2016/5/5, , 56, 41, 37, 40, 
2016/5/6, , 62, 51, 45, 45, 
2016/5/7, , 72, 50, 49, 49, 1
2016/5/8, , 76, 46, 44, 46, 
2016/5/9, , 71, 47, 44, 45, 
2016/5/10, , 70, 52, 48, 48, 1
2016/5/11, , 75, 57, 50, 47, 1
2016/5/12, , 76, 51, 51, 51, 1
2016/5/13, , 78, 44, 40, 43, 
2016/5/14, , 67, 37, 38, 42, 
2016/5/15, , 64, 32, 33, 36, 
2016/5/16, , 59, 31, 31, 34, 
2016/5/17, , 56, 32, 33, 37, 
2016/5/18, , 59, 41, 35, 38, 
2016/5/19, , 58, 52, 43, 43, 
2016/5/20, , 68, 40, 37, 40, 
2016/5/21, , 63, 40, 34, 38, 
2016/5/22, , 59, 48, 45, 45, 
2016/5/23, , 70, 39, 36, 40, 
2016/5/24, , 62, 24, 24, 26, 
2016/5/25, , 47, 22, 22, 25, 
2016/5/26, , 45, 21, 19, 21, 
2016/5/27, , 39, 40, 31, 34, 
2016/5/28, , 52, 46, 41, 42, 
2016/5/29, , 66, 27, 31, 34, 
2016/5/30, , 56, 42, 41, 43, 
2016/5/31, , 67, 43, 33, 35, 
2016/6/1, , 54, 34, 29, 32, 
2016/6/2, , 53, 44, 34, 36, 
2016/6/3, , 56, 44, 41, 44, 
2016/6/4, , 67, 53, 44, 44, 
2016/6/5, , 69, 45, 41, 43, 
2016/6/6, , 66, 40, 38, 41, 
2016/6/7, , 63, 49, 43, 43, 
2016/6/8, , 68, 31, 32, 35, 
2016/6/9, , 55, 34, 33, 37, 
2016/6/10, , 59, 37, 37, 41, 
2016/6/11, , 63, 40, 39, 43, 
2016/6/12, , 64, 39, 34, 37, 
2016/6/13, , 59, 35, 34, 37, 
2016/6/14, , 59, 34, 30, 34, 
2016/6/15, , 54, 28, 21, 23, 
2016/6/16, , 39, 32, 28, 31, 
2016/6/17, , 50, 26, 22, 25, 
2016/6/18, , 43, 33, 30, 33, 
2016/6/19, , 54, 31, 31, 34, 
2016/6/20, , 56, 39, 35, 38, 
2016/6/21, , 58, 33, 30, 33, 
2016/6/22, , 54, 38, 32, 36, 
2016/6/23, , 55, 45, 50, 51, 1
2016/6/24, , 78, 63, 52, 48, 1
2016/6/25, , 77, , , , 
2016/6/28, , 65, 32, 33, 37, 
2016/6/29, , 59, 16, 18, 20, 
2016/6/30, , 35, , , , 
2016/1/5, , 49, 5, 11, , 
2016/1/6, , 56, 6, 10, , 
2016/1/7, , 54, 3, 14, , 
2016/1/8, , 60, 21, 7, , 
2016/1/9, , 8, 11, 11, , 
2016/1/10, , 11, 7, 10, , 
2016/1/11, , 25, 4, 19, , 
2016/1/12, , 18, 9, 13, , 
2016/1/13, , 14, 14, 6, , 
2016/1/14, , 7, 12, 11, , 
2016/1/15, , 11, 8, 11, , 
2016/1/16, , 24, 16, 4, , 
2016/1/17, , 15, 15, 5, , 
2016/1/18, , 21, 13, 11, , 
2016/1/19, , 16, 7, 17, , 
2016/1/20, , 24, 15, 13, , 
2016/1/21, , 22, 22, 9, , 
2016/1/22, , 13, 10, 18, , 
2016/1/23, , 27, 12, 12, , 
2016/1/24, , 23, 9, 9, , 
2016/1/25, , 17, 4, 10, , 
2016/1/26, , 17, 16, 9, , 
2016/1/27, , 15, 17, 7, , 
2016/1/28, , 6, 25, 4, , 
2016/1/29, , 5, 18, 8, , 
2016/1/30, , 7, 23, 3, , 
2016/1/31, , 2, 23, 4, , 
2016/2/1, , 6, 20, 7, 31, 
2016/2/2, , 8, 28, 24, 33, 
2016/2/3, , 46, 25, 4, , 
2016/2/4, , 6, 18, 4, , 
2016/2/5, , 7, 16, 7, , 
2016/2/6, , 10, 14, 6, , 
2016/2/7, , 11, 16, 5, , 
2016/2/8, , 13, 24, 4, , 
2016/2/9, , 2, 26, 4, , 
2016/2/10, , 4, 23, 7, , 
2016/2/11, , 6, 23, 4, , 
2016/2/12, , 5, 15, 10, , 
2016/2/13, , 21, 18, 12, , 
2016/2/14, , 25, 14, 5, , 
2016/2/15, , 35, 18, 4, , 
2016/2/16, , 12, 20, 5, 14, 
2016/2/17, , 12, 17, 14, 16, 
2016/2/18, , 29, 7, 5, 6, 
2016/2/19, , 11, 16, 14, 15, 
2016/2/20, , 28, 18, 16, 18, 
2016/2/21, , 33, 23, 24, 27, 
2016/2/22, , 49, 27, 3, , 
2016/2/23, , 1, 24, 4, , 
2016/2/24, , 7, 26, 4, , 
2016/2/25, , 5, 23, 8, , 
2016/2/26, , 10, 22, 6, , 
2016/2/27, , 12, 23, 11, , 
2016/2/28, , 17, 25, 4, , 
2016/2/29, , 32, 25, 3, , 
2016/3/1, , 16, 20, 6, , 
2016/3/2, , 19, , , , 
2016/3/4, , 19, 22, 9, , 
2016/3/5, , 17, 18, 8, , 
2016/3/6, , 33, 14, 5, , 
2016/3/7, , 27, 24, 8, , 
2016/3/8, , 21, 21, 10, , 
2016/3/9, , 29, 27, 9, , 
2016/3/10, , 32, 20, 5, , 
2016/3/11, , 30, 23, 3, , 
2016/3/12, , 14, 28, 2, , 
2016/3/13, , 11, 28, 2, , 
2016/3/14, , 14, 26, 6, , 
2016/3/15, , 20, 24, 3, , 
2016/3/16, , 10, 27, 4, , 
2016/3/17, , 18, 31, 9, , 
2016/3/18, , 25, 19, 4, , 
2016/3/19, , 11, 23, 3, , 
2016/3/20, , 14, 25, 2, , 
2016/3/21, , 7, 28, 3, , 
2016/3/22, , 6, 26, 4, , 
2016/3/23, , 6, 25, 7, 24, 
2016/3/24, , 18, 20, 17, 19, 
2016/3/25, , 34, 18, 16, 18, 
2016/3/26, , 33, 28, 25, 28, 
2016/3/27, , 48, 25, 23, 26, 
2016/3/28, , 45, 30, 3, , 
2016/3/29, , 7, 25, 4, , 
2016/3/30, , 4, 24, 6, , 
2016/3/31, , 7, 29, 4, , 
2016/4/1, , 10, 30, 3, , 
2015/10/2, , 25, 26, 9, , 
2015/10/3, , 27, 30, 6, , 
2015/10/4, , 24, 28, 4, , 
2015/10/5, , 31, 24, 8, , 
2015/10/6, , 39, 23, 11, , 
2015/10/7, , 48, 13, 10, , 
2015/10/8, , 43, 5, 11, , 
2015/10/9, , 18, 11, 8, , 
2015/10/10, , 28, 22, 4, , 
2015/10/11, , 19, 25, 2, , 
2015/10/12, , 14, 23, 5, , 
2015/10/13, , 21, 14, 4, , 
2015/10/14, , 20, 10, 5, , 
2015/10/15, , 25, 12, 5, , 
2015/10/16, , 36, 8, 7, , 
2015/10/17, , 19, 9, 5, , 
2015/10/18, , 19, 11, 8, , 
2015/10/19, , 14, 2, 8, , 
2015/10/20, , 10, 14, 4, , 
2015/10/21, , 15, 15, 6, , 
2015/10/22, , 18, 6, 8, , 
2015/10/23, , 20, 21, 4, , 
2015/10/24, , 12, 17, 6, , 
2015/10/25, , 19, 13, 5, , 
2015/10/26, , 18, 15, 11, , 
2015/10/27, , 15, 14, 11, , 
2015/10/28, , 30, 8, 11, , 
2015/10/29, , 41, 4, 12, , 
2015/10/30, , 45, 2, 10, , 
2015/10/31, , 29, 16, 7, , 
2015/11/1, , 42, 14, 6, , 
2015/11/2, , 29, 3, 11, , 
2015/11/3, , 37, 4, 16, , 
2015/11/4, , 38, 1, 12, , 
2015/11/5, , 28, 2, 17, , 
2015/11/6, , 35, 4, 13, , 
2015/11/7, , 21, 8, 5, , 
2015/11/8, , 11, 23, 4, , 
2015/11/9, , 8, 20, 4, , 
2015/11/10, , 10, 18, 4, , 
2015/11/11, , 7, 16, 5, , 
2015/11/12, , 13, 17, 7, , 
2015/11/13, , 14, 11, 7, , 
2015/11/14, , 16, 23, 3, , 
2015/11/15, , 5, 16, 2, , 
2015/11/16, , 2, 16, 6, , 
2015/11/17, , 13, 13, 5, , 
2015/11/18, , 5, 24, 3, , 
2015/11/19, , 3, 23, 4, , 
2015/11/20, , 5, 20, 5, , 
2015/11/21, , 7, 14, 7, , 
2015/11/22, , 12, 19, 3, , 
2015/11/23, , 6, 12, 7, , 
2015/11/24, , 8, 9, 10, , 
2015/11/25, , 14, 8, 9, , 
2015/11/26, , 14, 13, 10, , 
2015/11/27, , 15, 6, 13, , 
2015/11/28, , 17, 15, 6, , 
2015/11/29, , 9, 18, 4, , 
2015/11/30, , 2, 25, 2, , 
2015/12/1, , 3, , , , 
2015/12/16, , 27, 2, 13, , 
2015/12/17, , 30, 9, 11, , 
2015/12/18, , 11, 11, 7, , 
2015/12/19, , 15, 9, 6, , 
2015/12/20, , 16, 9, 6, , 
2015/12/21, , 16, 17, 7, , 
2015/12/22, , 9, 19, 5, , 
2015/12/23, , 3, 20, 4, , 
2015/12/24, , 6, 11, 6, , 
2015/12/25, , 11, 24, 3, , 
2015/12/26, , 6, 20, 2, , 
2015/12/27, , 5, 15, 4, , 
2015/12/28, , 12, 19, 4, , 
2015/12/29, , 9, 16, 5, , 
2015/12/30, , 17, 11, 8, , 
2015/12/31, , 24, , , , 
2016/1/4, , 42, 7, 9, , 
2015/7/2, , 8, 44, 4, , 
2015/7/3, , 12, 70, 5, , 
2015/7/4, , 23, 73, 3, , 
2015/7/5, , 20, 57, 2, , 
2015/7/6, , 21, 34, 2, , 
2015/7/7, , 10, 53, 5, , 
2015/7/8, , 18, 28, 3, , 
2015/7/9, , 13, 25, 1, , 
2015/7/10, , 5, 28, 1, , 
2015/7/11, , 5, 36, 2, , 
2015/7/12, , 16, 34, 3, , 
2015/7/13, , 16, 23, 3, , 
2015/7/14, , 15, 21, 3, , 
2015/7/15, , 10, 30, 1, , 
2015/7/16, , 7, 29, 3, , 
2015/7/17, , 12, 49, 5, , 
2015/7/18, , 15, 32, 2, , 
2015/7/19, , 14, 24, 2, , 
2015/7/20, , 9, 34, 1, , 
2015/7/21, , 9, 28, 3, , 
2015/7/22, , 10, 33, 4, , 
2015/7/23, , 10, 35, 2, , 
2015/7/24, , 8, 43, 4, , 
2015/7/25, , 11, 35, 2, , 
2015/7/26, , 13, 28, 1, , 
2015/7/27, , 5, 28, 4, , 
2015/7/28, , 7, 26, 3, , 
2015/7/29, , 9, 30, 2, , 
2015/7/30, , 6, 25, 1, , 
2015/7/31, , 6, 29, 1, , 
2015/8/1, , 9, 43, 3, , 
2015/8/2, , 13, 48, 2, , 
2015/8/3, , 20, 65, 5, , 
2015/8/4, , 25, 55, 5, , 
2015/8/5, , 27, 35, 3, , 
2015/8/6, , 16, 58, 6, , 
2015/8/7, , 23, 64, 7, , 
2015/8/8, , 30, 40, 2, , 
2015/8/9, , 20, 34, 1, , 
2015/8/10, , 12, 55, 2, , 
2015/8/11, , 17, 46, 2, , 
2015/8/12, , 24, 27, 2, , 
2015/8/13, , 17, 35, 1, , 
2015/8/14, , 13, 66, 4, , 
2015/8/15, , 24, 51, 3, , 
2015/8/16, , 21, 45, 2, , 
2015/8/17, , 21, 33, 4, , 
2015/8/18, , 21, 9, 6, , 
2015/8/19, , 10, 16, 3, , 
2015/8/20, , 14, 39, 4, , 
2015/8/21, , 19, 41, 7, , 
2015/8/22, , 25, 41, 3, , 
2015/8/23, , 26, 37, 3, , 
2015/8/24, , 17, 37, 4, , 
2015/8/25, , 14, 26, 3, , 
2015/8/26, , 5, 30, 4, , 
2015/8/27, , 8, 27, 6, , 
2015/8/28, , 10, 23, 2, , 
2015/8/29, , 7, 36, 3, , 
2015/8/30, , 13, 36, 3, , 
2015/8/31, , 13, 57, 6, , 
2015/9/1, , 18, 33, 3, , 
2015/9/2, , 13, 29, 2, , 
2015/9/3, , 6, 28, 6, , 
2015/9/4, , 11, 30, 5, , 
2015/9/5, , 12, 25, 2, , 
2015/9/6, , 4, 24, 1, , 
2015/9/7, , 2, 22, 2, , 
2015/9/8, , 4, 24, 3, , 
2015/9/9, , 4, 22, 4, , 
2015/9/10, , 2, 26, 4, , 
2015/9/11, , 7, 16, 5, , 
2015/9/12, , 20, 29, 3, , 
2015/9/13, , 20, 29, 3, , 
2015/9/14, , 16, 22, 6, , 
2015/9/15, , 20, 22, 4, , 
2015/9/16, , 5, 25, 8, , 
2015/9/17, , 7, 23, 6, , 
2015/9/18, , 5, 28, 4, , 
2015/9/19, , 11, 22, 4, , 
2015/9/20, , 10, 26, 2, , 
2015/9/21, , 6, 24, 4, , 
2015/9/22, , 11, 18, 9, , 
2015/9/23, , 15, 19, 6, , 
2015/9/24, , 8, 19, 6, , 
2015/9/25, , 13, 24, 6, , 
2015/9/26, , 10, 22, 3, , 
2015/9/27, , 12, 22, 3, , 
2015/9/28, , 8, 20, 5, , 
2015/9/29, , 10, 23, 4, , 
2015/9/30, , 6, 25, 6, , 
2015/10/1, , 11, 25, 9, , 
2015/4/2, , 3, 29, 3, , 
2015/4/3, , 3, 28, 2, , 
2015/4/4, , 6, 29, 3, , 
2015/4/5, , 7, 31, 3, , 
2015/4/6, , 9, 28, 2, , 
2015/4/7, , 6, 29, 7, , 
2015/4/8, , 14, 25, 4, , 
2015/4/9, , 9, 32, 6, , 
2015/4/10, , 19, 36, 8, , 
2015/4/11, , 27, 40, 5, , 
2015/4/12, , 20, 33, 2, , 
2015/4/13, , 5, 29, 2, , 
2015/4/14, , 8, 27, 7, , 
2015/4/15, , 15, 39, 4, , 
2015/4/16, , 19, 32, 2, , 
2015/4/17, , 9, 32, 3, , 
2015/4/18, , 10, 29, 2, , 
2015/4/19, , 9, 36, 2, , 
2015/4/20, , 17, 33, 3, , 
2015/4/21, , 14, 36, 4, , 
2015/4/22, , 22, 34, 2, , 
2015/4/23, , 17, 38, 5, , 
2015/4/24, , 23, 40, 7, , 
2015/4/25, , 34, 46, 5, , 
2015/4/26, , 19, 28, 4, , 
2015/4/27, , 15, 18, 4, , 
2015/4/28, , 6, 26, 4, , 
2015/4/29, , 7, 32, 4, , 
2015/4/30, , 10, 29, 6, , 
2015/5/1, , 15, 32, 2, , 
2015/5/2, , 10, 35, 3, , 
2015/5/3, , 7, 40, 4, , 
2015/5/4, , 11, 34, 3, , 
2015/5/5, , 7, 22, 6, , 
2015/5/6, , 12, 39, 5, , 
2015/5/7, , 10, 30, 4, , 
2015/5/8, , 7, 36, 6, , 
2015/5/9, , 13, 31, 4, , 
2015/5/10, , 13, 34, 1, , 
2015/5/11, , 6, 38, 6, , 
