date, pm25, pm10, o3, no2, so2, co
2015/5/12, , 10, 42, 7, , 
2015/5/13, , 16, 32, 4, , 
2015/5/14, , 6, 29, 1, , 
2015/5/15, , 4, 31, 2, , 
2015/5/16, , 13, 31, 3, , 
2015/5/17, , 14, 33, 1, , 
2015/5/18, , 6, 39, 5, , 
2015/5/19, , 15, 38, 3, , 
2015/5/20, , 10, 30, 5, , 
2015/5/21, , 16, 34, 3, , 
2015/5/22, , 15, 39, 4, , 
2015/5/23, , 17, 31, 3, , 
2015/5/24, , 23, 37, 1, , 
2015/5/25, , 11, 38, 2, , 
2015/5/26, , 15, 29, 2, , 
2015/5/27, , 11, 28, 2, , 
2015/5/28, , 9, 36, 4, , 
2015/5/29, , 23, 38, 2, , 
2015/5/30, , 12, 31, 1, , 
2015/5/31, , 4, 40, 1, , 
2015/6/1, , 6, 27, 3, , 
2015/6/2, , 8, 12, 3, , 
2015/6/3, , 14, 28, 3, , 
2015/6/4, , 11, 31, 3, , 
2015/6/5, , 12, 54, 3, , 
2015/6/6, , 13, 50, 3, , 
2015/6/7, , 17, 38, 1, , 
2015/6/8, , 9, 30, 2, , 
2015/6/9, , 11, 33, 2, , 
2015/6/10, , 9, 35, 2, , 
2015/6/11, , 11, 42, 4, , 
2015/6/12, , 13, 56, 4, , 
2015/6/13, , 21, 50, 3, , 
2015/6/14, , 24, 33, 2, , 
2015/6/15, , 15, 31, 1, , 
2015/6/16, , 8, 28, 2, , 
2015/6/17, , 8, 36, 3, , 
2015/6/18, , 9, 27, 2, , 
2015/6/19, , 10, 24, 2, , 
2015/6/20, , 5, 23, 2, , 
2015/6/21, , 5, 27, 1, , 
2015/6/22, , 7, 25, 3, , 
2015/6/23, , 12, 21, 3, , 
2015/6/24, , 8, 23, 2, , 
2015/6/25, , 8, 33, 4, , 
2015/6/26, , 13, 39, 5, , 
2015/6/27, , 28, 34, 5, , 
2015/6/28, , 22, 26, 1, , 
2015/6/29, , 6, 38, 4, , 
2015/6/30, , 12, 29, 2, , 
2015/7/1, , 9, 36, 2, , 
2015/1/2, , 21, 25, 4, , 
2015/1/3, , 6, 24, 5, , 
2015/1/4, , 6, 26, 2, , 
2015/1/5, , 5, 20, 5, , 
2015/1/6, , 14, 12, 8, , 
2015/1/7, , 20, 15, 10, , 
2015/1/8, , 14, 14, 7, , 
2015/1/9, , 9, 28, 4, , 
2015/1/10, , 4, 27, 2, , 
2015/1/11, , 2, 27, 2, , 
2015/1/12, , 2, 22, 5, , 
2015/1/13, , 4, 23, 4, , 
2015/1/14, , 3, 24, 6, , 
2015/1/15, , 2, 19, 7, , 
2015/1/16, , 4, 17, 11, , 
2015/1/17, , 6, 19, 7, , 
2015/1/18, , 13, 14, 8, , 
2015/1/19, , 18, 2, 16, , 
2015/1/20, , 25, 4, 12, , 
2015/1/21, , 25, 10, 8, , 
2015/1/22, , 23, 9, 7, , 
2015/1/23, , 23, 11, 7, , 
2015/1/24, , 14, 15, 6, , 
2015/1/25, , 17, 22, 4, , 
2015/1/26, , 11, 13, 8, , 
2015/1/27, , 13, 26, 4, , 
2015/1/28, , 8, 20, 6, , 
2015/1/29, , 11, 22, 6, , 
2015/1/30, , 5, 15, 10, , 
2015/1/31, , 11, 17, 9, , 
2015/2/1, , 17, 17, 7, , 
2015/2/2, , 18, 19, 7, , 
2015/2/3, , 11, 20, 6, , 
2015/2/4, , 9, 13, 6, , 
2015/2/5, , 12, 15, 7, , 
2015/2/6, , 12, 16, 8, , 
2015/2/7, , 30, 19, 7, , 
2015/2/8, , 20, 29, 2, , 
2015/2/9, , 4, 25, 4, , 
2015/2/10, , 4, 24, 5, , 
2015/2/11, , 6, 23, 4, , 
2015/2/12, , 11, 15, 8, , 
2015/2/13, , 27, 6, 13, , 
2015/2/14, , 26, 17, 9, , 
2015/2/15, , 32, 28, 5, , 
2015/2/16, , 49, 15, 9, , 
2015/2/17, , 41, 11, 12, , 
2015/2/18, , 46, 16, 9, , 
2015/2/19, , 19, 12, 11, , 
2015/2/20, , 30, 22, 9, , 
2015/2/21, , 28, 27, 6, , 
2015/2/22, , 9, 22, 6, , 
2015/2/23, , 15, 19, 8, , 
2015/2/24, , 19, 21, 9, , 
2015/2/25, , 13, 20, 13, , 
2015/2/26, , 19, 22, 13, , 
2015/2/27, , 22, 23, 10, , 
2015/2/28, , 27, 27, 5, , 
2015/3/1, , 12, 22, 4, , 
2015/3/2, , 10, 29, 5, , 
2015/3/3, , 5, 25, 5, , 
2015/3/4, , 7, 22, 7, , 
2015/3/5, , 12, 26, 4, , 
2015/3/6, , 7, 18, 11, , 
2015/3/7, , 19, 26, 5, , 
2015/3/8, , 26, 25, 6, , 
2015/3/9, , 15, 25, 7, , 
2015/3/10, , 26, 10, 10, , 
2015/3/11, , 31, 24, 4, , 
2015/3/12, , 11, 25, 4, , 
2015/3/13, , 8, 22, 6, , 
2015/3/14, , 16, 19, 3, , 
2015/3/15, , 25, 15, 3, , 
2015/3/16, , 22, 23, 5, , 
2015/3/17, , 37, 32, 7, , 
2015/3/18, , 29, 31, 8, , 
2015/3/19, , 20, 35, 11, , 
2015/3/20, , 41, 33, 15, , 
2015/3/21, , 43, 11, 8, , 
2015/3/22, , 27, 32, 2, , 
2015/3/23, , 4, 15, 12, , 
2015/3/24, , 19, 24, 10, , 
2015/3/25, , 37, 27, 9, , 
2015/3/26, , 45, 14, 7, , 
2015/3/27, , 28, 22, 6, , 
2015/3/28, , 14, 30, 3, , 
2015/3/29, , 17, 25, 3, , 
2015/3/30, , 7, 29, 2, , 
2015/3/31, , 2, 31, 3, , 
2015/4/1, , 2, 29, 2, , 
2014/10/2, , 30, 24, 7, , 
2014/10/3, , 36, 27, 4, , 
2014/10/4, , 20, 31, 5, , 
2014/10/5, , 27, 27, 4, , 
2014/10/6, , 28, 27, 8, , 
2014/10/7, , 33, 17, 7, , 
2014/10/8, , 29, 18, 8, , 
2014/10/9, , 7, 10, 9, , 
2014/10/10, , 15, 15, 8, , 
2014/10/11, , 11, 12, 6, , 
2014/10/12, , 16, 21, 3, , 
2014/10/13, , 14, 10, 9, , 
2014/10/14, , 20, 8, 10, , 
2014/10/15, , 13, 17, 7, , 
2014/10/16, , 12, 9, 10, , 
2014/10/17, , 14, 17, 7, , 
2014/10/18, , 19, 16, 5, , 
2014/10/19, , 18, 20, 4, , 
2014/10/20, , 10, 20, 4, , 
2014/10/21, , 6, 17, 6, , 
2014/10/22, , 12, 19, 3, , 
2014/10/23, , 10, 11, 5, , 
2014/10/24, , 23, 11, 7, , 
2014/10/25, , 17, 7, 6, , 
2014/10/26, , 21, 2, 6, , 
2014/10/27, , 21, 9, 9, , 
2014/10/28, , 18, 11, 10, , 
2014/10/29, , 23, 7, 9, , 
2014/10/30, , 30, 2, 10, , 
2014/10/31, , 22, 4, 8, , 
2014/11/1, , 26, 9, 7, , 
2014/11/2, , 21, 10, 6, , 
2014/11/3, , 15, 14, 8, , 
2014/11/4, , 14, 10, 10, , 
2014/11/5, , 19, 6, 9, , 
2014/11/6, , 23, 17, 9, , 
2014/11/7, , 16, 2, 9, , 
2014/11/8, , 29, , , , 
2014/11/11, , 23, 2, 11, , 
2014/11/12, , 18, 4, 10, , 
2014/11/13, , 34, 1, 7, , 
2014/11/14, , 43, 8, 10, , 
2014/11/15, , 33, 8, 7, , 
2014/11/16, , 31, 7, 6, , 
2014/11/17, , 26, 7, 13, , 
2014/11/18, , 16, 6, 6, , 
2014/11/19, , 21, 2, 6, , 
2014/11/20, , 24, 4, 5, , 
2014/11/21, , 33, 2, 8, , 
2014/11/22, , 26, 13, 6, , 
2014/11/23, , 18, 9, 6, , 
2014/11/24, , 22, 19, 9, , 
2014/11/25, , 10, 14, 8, , 
2014/11/26, , 9, 10, 10, , 
2014/11/27, , 15, 8, 14, , 
2014/11/28, , 34, 13, 7, , 
2014/11/29, , 28, 14, 7, , 
2014/11/30, , 27, , 6, , 
2014/12/1, , 29, 15, 6, , 
2014/12/2, , 25, 11, 10, , 
2014/12/3, , 31, 8, 8, , 
2014/12/4, , 40, , 13, , 
2014/12/5, , 49, 1, 14, , 
2014/12/6, , 44, 2, 12, , 
2014/12/7, , 19, 14, 6, , 
2014/12/8, , 13, 15, 9, , 
2014/12/9, , 10, 6, 14, , 
2014/12/10, , 16, 12, 9, , 
2014/12/11, , 10, 21, 6, , 
2014/12/12, , 5, 23, 5, , 
2014/12/13, , 2, 20, 7, , 
2014/12/14, , 7, 9, 8, , 
2014/12/15, , 23, 14, 10, , 
2014/12/16, , 9, 12, 10, , 
2014/12/17, , 11, 14, 10, , 
2014/12/18, , 11, 9, 8, , 
2014/12/19, , 8, 24, 4, , 
2014/12/20, , 2, 27, 3, , 
2014/12/21, , 2, 24, 4, , 
2014/12/22, , 8, 23, 4, , 
2014/12/23, , 2, 23, 4, , 
2014/12/24, , 2, 25, 3, , 
2014/12/25, , 2, 25, 3, , 
2014/12/26, , 5, 19, 4, , 
2014/12/27, , 7, 13, 9, , 
2014/12/28, , 14, 13, 6, , 
2014/12/29, , 21, , , , 
2014/8/21, , 7, 32, 5, , 
2014/8/22, , 10, 35, 5, , 
2014/8/23, , 12, 33, 3, , 
2014/8/24, , 10, 30, 2, , 
2014/8/25, , 7, 34, 4, , 
2014/8/26, , 9, 33, 5, , 
2014/8/27, , 12, 31, 3, , 
2014/8/28, , 9, 42, 5, , 
2014/8/29, , 17, 21, 9, , 
2014/8/30, , 17, 26, 4, , 
2014/8/31, , 13, 26, 2, , 
2014/9/1, , 11, 21, 4, , 
2014/9/2, , 13, 27, 2, , 
2014/9/3, , 8, 29, 2, , 
2014/9/4, , 9, 36, 3, , 
2014/9/5, , 16, 40, 8, , 
2014/9/6, , 27, 43, 5, , 
2014/9/7, , 27, 40, 3, , 
2014/9/8, , 24, 34, 3, , 
2014/9/9, , 15, 29, 4, , 
2014/9/10, , 13, 23, 4, , 
2014/9/11, , 12, 25, 3, , 
2014/9/12, , 11, 29, 2, , 
2014/9/13, , 17, 23, 2, , 
2014/9/14, , 21, 21, 1, , 
2014/9/15, , 17, 40, 4, , 
2014/9/16, , 32, 37, 6, , 
2014/9/17, , 33, 40, 6, , 
2014/9/18, , 30, 40, 6, , 
2014/9/19, , 23, 17, 10, , 
2014/9/20, , 27, 18, 6, , 
2014/9/21, , 31, 28, 2, , 
2014/9/22, , 21, 24, 3, , 
2014/9/23, , 9, 25, 4, , 
2014/9/24, , 9, 23, 7, , 
2014/9/25, , 15, 21, 5, , 
2014/9/26, , 16, 14, 6, , 
2014/9/27, , 15, 24, 3, , 
2014/9/28, , 14, 28, 4, , 
2014/9/29, , 13, 25, 7, , 
2014/9/30, , 23, 22, 7, , 
2014/10/1, , 20, 23, 6, , 
2017/10/20, , , 8, 10, , 
2017/11/19, , , 25, 2, , 
2017/11/20, , , 20, 4, , 
2016/12/8, , , 16, 15, 16, 
2016/6/27, , , 34, 38, 42, 
2016/3/3, , , 17, 11, , 
2015/12/15, , , , 10, , 
2016/1/3, , , 5, 13, , 
2015/1/1, , , 16, 6, , 
2014/11/10, , , 3, 9, , 
2014/8/20, , , 26, 3, , 
