,,,median,median,median,median,median,median
Specie,,,co,no2,o3,pm10,pm25,so2
Date,City,Country,,,,,,
1/16/2020,Kobe,JP,4.5,18.6,12.1,9.0,30.0,1.5
1/16/2020,Kochi,JP,5.6,9.3,15.2,12.0,42.0,1.5
1/16/2020,Kolkata,IN,14.6,37.8,6.8,151.0,199.0,6.2
1/16/2020,Konya,TR,10.8,22.1,4.4,60.0,159.0,8.0
1/16/2020,Kraków,PL,15.5,23.5,2.1,63.0,158.0,4.1
1/16/2020,Kumamoto,JP,5.6,13.9,10.4,22.0,72.0,1.5
1/16/2020,Kunming,CN,6.4,9.2,24.4,30.0,61.0,5.1
1/16/2020,Kyoto,JP,4.5,17.6,10.4,9.0,34.0,1.5
1/16/2020,Lampang,TH,0.1,4.7,13.1,65.0,159.0,1.1
1/16/2020,Lanzhou,CN,16.3,32.5,6.5,79.0,163.0,9.2
1/16/2020,Las Palmas de Gran Canaria,ES,0.1,5.5,26.9,22.0,25.0,2.1
1/16/2020,Las Vegas,US,0.1,14.1,10.2,26.0,42.0,1.0
1/16/2020,Leeds,GB,3.8,15.5,13.8,14.0,36.0,3.4
1/16/2020,Lhasa,CN,7.3,10.6,15.5,27.0,50.0,3.1
1/16/2020,Lima,PE,7.8,7.1,5.9,49.0,78.0,4.9
1/16/2020,Liège,BE,0.1,9.2,15.1,9.0,25.0,2.1
1/16/2020,London,GB,3.6,11.4,15.1,14.0,29.0,2.7
1/16/2020,Macau,MO,5.5,16.5,26.4,43.0,88.0,0.9
1/16/2020,Madrid,ES,0.1,29.8,3.7,35.0,76.0,3.6
1/16/2020,Marseille,FR,0.1,13.4,18.4,18.0,45.0,1.3
1/16/2020,Matsuyama,JP,5.6,13.0,12.1,13.0,57.0,2.9
1/16/2020,Mexico City,MX,6.7,16.7,13.6,49.0,74.0,5.8
1/16/2020,Middelburg,ZA,1.3,3.2,8.6,13.0,30.0,1.1
1/16/2020,Milan,IT,0.1,41.2,3.7,74.0,160.0,5.1
1/16/2020,Miskolc,HU,9.5,11.6,3.7,39.0,104.0,5.9
1/16/2020,Mokpo,KR,6.7,8.4,22.4,25.0,63.0,4.3
1/16/2020,Monterrey,MX,1.7,0.0,0.0,42.5,21.4,0.0
1/16/2020,Morelia,MX,16.4,9.6,17.6,26.0,64.0,17.8
1/16/2020,Moscow,RU,2.8,10.9,11.7,18.0,57.0,0.8
1/16/2020,Mumbai,IN,4.9,14.6,10.9,59.0,90.0,2.6
1/16/2020,Muzaffarnagar,IN,11.4,11.8,5.4,100.0,178.0,4.7
1/16/2020,Mysore,IN,4.1,0.7,19.3,41.0,97.0,3.7
1/16/2020,Nagano,JP,3.4,12.1,22.4,8.0,21.0,1.5
1/16/2020,Nagasaki,JP,4.5,8.4,18.4,14.0,53.0,1.5
1/16/2020,Nagoya,JP,4.5,22.3,9.6,9.0,30.0,1.5
1/16/2020,Nagpur,IN,5.2,17.2,0.5,63.0,117.0,2.3
1/16/2020,Naha,JP,3.4,3.8,35.2,15.0,42.0,1.5
1/16/2020,Nanchang,CN,8.8,12.4,11.8,35.0,91.0,2.1
1/16/2020,Nanjing,CN,3.7,14.2,11.0,18.0,59.0,2.1
1/16/2020,Nanning,CN,9.1,11.0,6.5,28.0,55.0,3.6
1/16/2020,Nantes,FR,0.1,6.8,23.6,14.0,36.0,1.2
1/16/2020,Naples,IT,10.8,26.0,9.5,59.0,135.0,2.6
1/16/2020,Nara-shi,JP,4.5,9.3,8.8,9.0,25.0,2.9
1/16/2020,Nashik,IN,3.8,1.4,26.0,47.0,85.0,1.4
1/16/2020,Newport,GB,1.2,5.1,23.6,15.0,30.0,6.7
1/16/2020,Niigata,JP,3.4,8.4,21.6,6.0,17.0,1.5
1/16/2020,Ningbo,CN,5.5,11.9,22.4,5.0,17.0,2.6
1/16/2020,Niš,RS,19.0,13.8,4.3,95.0,189.0,6.5
1/16/2020,Novi Sad,RS,11.3,13.0,1.7,65.0,157.0,4.2
1/16/2020,Oaxaca,MX,18.9,16.1,7.0,34.0,30.0,40.0
1/16/2020,Okayama,JP,6.7,18.6,12.1,16.0,57.0,5.8
1/16/2020,Osaka,JP,4.5,22.3,10.4,10.0,34.0,2.9
1/16/2020,Oviedo,ES,0.1,6.9,22.4,18.0,30.0,2.6
1/16/2020,Pachuca de Soto,MX,6.5,8.7,19.6,27.0,45.0,2.4
1/16/2020,Palma,ES,4.6,6.9,28.5,17.0,30.0,1.1
1/16/2020,Paris,FR,0.1,27.5,6.3,21.0,52.0,0.7
1/16/2020,Parma,IT,0.1,23.4,5.3,66.0,158.0,5.1
1/16/2020,Perth,AU,2.0,2.3,17.0,18.0,33.0,5.8
1/16/2020,Phoenix,US,5.7,18.6,7.3,28.0,44.0,0.1
1/16/2020,Pohang,KR,5.6,18.6,15.2,34.0,74.0,7.2
1/16/2020,Port Elizabeth,ZA,2.8,2.3,10.2,18.0,34.0,0.6
1/16/2020,Potsdam,DE,0.1,20.2,18.7,9.0,24.0,1.9
1/16/2020,Pristina,XK,23.2,19.7,2.8,36.0,104.0,9.9
1/16/2020,Pécs,HU,9.6,10.4,1.9,50.0,127.0,2.2
1/16/2020,Płock,PL,5.1,8.2,12.8,25.0,75.0,1.8
1/16/2020,Qingdao,CN,0.1,22.9,14.7,82.0,163.0,7.1
1/16/2020,Qinhuangdao,CN,0.1,22.4,14.7,63.0,129.0,11.2
1/16/2020,Qiqihar,CN,7.3,14.2,23.6,60.0,147.0,10.7
1/16/2020,Rayong,TH,0.1,7.5,10.3,57.0,107.0,1.1
1/16/2020,Rijeka,HR,0.1,3.4,21.5,16.0,57.0,3.1
1/16/2020,Rome,IT,0.1,22.9,4.5,52.0,117.0,0.4
1/16/2020,Saint-Denis,RE,0.1,1.7,6.0,7.0,18.0,0.4
1/16/2020,Saitama,JP,3.4,12.1,22.4,5.0,17.0,1.5
1/16/2020,Samut Prakan,TH,0.1,5.2,20.5,55.0,114.0,1.1
1/16/2020,Santa Cruz de Tenerife,ES,0.1,7.8,29.7,34.0,57.0,2.1
1/16/2020,Santiago,CL,5.0,19.6,20.5,73.0,59.0,14.9
1/16/2020,Sapporo,JP,3.4,22.3,13.6,8.0,25.0,2.9
1/16/2020,Sejong,KR,6.7,25.1,7.3,46.0,99.0,4.3
1/16/2020,Sendai,JP,0.1,8.4,15.2,5.0,17.0,4.3
1/16/2020,Seongnam-si,KR,7.8,29.7,4.0,44.0,85.0,5.8
1/16/2020,Seoul,KR,7.8,36.2,6.4,40.0,82.0,5.8
1/16/2020,Shanghai,CN,4.1,15.6,22.0,10.0,38.0,2.6
1/16/2020,Shantou,CN,8.2,9.6,29.3,51.0,117.0,4.1
1/16/2020,Shenyang,CN,12.7,33.4,6.5,97.0,180.0,12.2
1/16/2020,Shenzhen,CN,6.4,11.0,28.9,58.0,117.0,2.6
1/16/2020,Shijiazhuang,CN,0.1,41.2,3.7,200.0,309.0,10.2
1/16/2020,Shillong,IN,18.3,4.8,7.4,131.0,208.0,7.0
1/16/2020,Shizuoka,JP,3.4,10.2,12.1,5.0,17.0,1.5
1/16/2020,Skopje,MK,8.5,7.4,3.4,39.0,78.0,0.6
1/16/2020,Suncheon,KR,5.6,12.1,20.0,20.0,59.0,5.8
1/16/2020,Surrey,CA,0.1,7.5,7.1,8.0,21.0,0.2
1/16/2020,Suwon,KR,7.8,38.0,5.6,45.0,91.0,5.8
1/16/2020,Swansea,GB,0.7,5.5,26.0,19.0,21.0,2.1
1/16/2020,Sydney,AU,4.5,10.2,13.6,25.0,60.0,1.5
1/16/2020,Szczecin,PL,0.1,7.9,20.5,12.0,45.0,1.5
1/16/2020,Szeged,HU,5.3,9.5,5.0,24.0,79.0,4.2
1/16/2020,São José dos Campos,BR,1.9,5.5,15.1,20.0,42.0,0.6
1/16/2020,São Paulo,BR,6.4,14.7,15.9,29.0,65.0,1.1
1/16/2020,Taichung,TW,5.0,13.9,17.6,33.0,68.0,2.9
1/16/2020,Tainan,TW,5.8,15.8,19.2,52.0,95.0,4.0
1/16/2020,Taipei,TW,5.3,14.9,26.4,22.0,46.0,2.8
1/16/2020,Taitung City,TW,3.7,3.8,20.0,14.0,21.0,2.9
1/16/2020,Taiyuan,CN,18.1,41.2,3.3,117.0,197.0,22.8
1/16/2020,Takamatsu,JP,5.6,13.0,14.5,15.0,53.0,2.9
1/16/2020,Talca,CL,2.6,1.4,11.1,57.0,40.0,2.2
1/16/2020,Taoyuan City,TW,5.0,15.8,25.6,25.0,53.0,4.3
1/16/2020,Tarnów,PL,7.1,20.3,11.2,52.0,125.0,7.6
1/16/2020,Tbilisi,GE,6.9,13.3,3.9,39.0,98.0,1.4
1/16/2020,Tel Aviv,IL,5.0,16.9,18.8,17.0,63.0,5.2
1/16/2020,Tepic,MX,7.8,19.7,7.6,55.0,63.0,4.5
1/16/2020,Thiruvananthapuram,IN,7.6,12.2,19.9,57.0,131.0,4.5
1/16/2020,Thrissur,IN,10.1,15.2,14.1,93.0,27.0,1.4
1/16/2020,Tokyo,JP,4.5,16.7,20.0,6.0,21.0,1.5
1/16/2020,Toluca,MX,9.7,14.9,20.0,54.0,80.0,4.3
1/16/2020,Toyama,JP,4.5,7.5,20.0,6.0,17.0,1.5
1/16/2020,Trabzon,TR,7.3,18.1,10.5,41.0,73.0,2.9
1/16/2020,Tucson,US,3.1,12.7,16.0,13.0,17.0,0.3
1/16/2020,Ulan Bator,MN,0.3,16.5,3.7,76.0,193.0,18.1
1/16/2020,Ulsan,KR,5.6,22.3,13.6,27.0,65.0,4.3
1/16/2020,Utrecht,NL,3.0,12.9,12.6,13.0,42.0,0.3
1/16/2020,Utsunomiya,JP,3.4,14.9,12.1,7.0,25.0,1.5
1/16/2020,Valencia,ES,0.1,23.8,3.7,31.0,76.0,2.1
1/16/2020,Valladolid,ES,0.1,10.1,17.5,13.0,34.0,3.6
1/16/2020,Vancouver,CA,0.1,6.2,9.1,9.0,19.0,0.3
1/16/2020,Vereeniging,ZA,2.9,2.3,13.9,31.0,61.0,4.6
1/16/2020,Visakhapatnam,IN,9.3,11.7,31.1,70.0,146.0,4.0
1/16/2020,Vitória,BR,1.3,2.6,12.7,18.1,18.8,5.8
1/16/2020,Wakayama,JP,4.5,9.3,13.6,7.0,25.0,1.5
1/16/2020,Wollongong,AU,4.5,6.5,17.6,24.0,52.0,1.5
1/16/2020,Wrocław,PL,7.0,22.9,6.2,34.0,83.0,2.7
1/16/2020,Wuhan,CN,7.3,10.6,15.5,53.0,152.0,3.1
1/16/2020,Xiamen,CN,5.7,7.8,41.5,40.0,89.0,2.1
1/16/2020,Xining,CN,19.9,22.0,14.3,86.0,172.0,11.2
1/16/2020,Xinxiang,CN,8.2,17.4,15.5,80.0,172.0,4.6
1/16/2020,Xi’an,CN,16.5,23.8,3.3,119.0,232.0,5.1
1/16/2020,Xuchang,CN,8.3,11.9,18.3,75.0,175.0,4.6
1/16/2020,Yeosu,KR,7.8,19.5,12.1,23.0,55.0,8.6
1/16/2020,Yinchuan,CN,11.8,21.5,7.8,85.0,173.0,6.6
1/16/2020,Yokohama,JP,3.4,15.8,18.4,6.0,21.0,2.9
1/16/2020,Yunfu,CN,6.4,10.6,19.1,47.0,87.0,4.1
1/16/2020,Zhengzhou,CN,7.1,21.5,16.3,73.0,171.0,3.6
1/16/2020,Zhuzhou,CN,7.3,11.9,14.7,64.0,155.0,2.6
1/16/2020,Ürümqi,CN,17.2,25.6,18.7,142.0,242.0,5.1
1/16/2020,İzmit,TR,9.4,18.2,6.2,42.0,98.0,1.9
1/16/2020,Łódź,PL,5.4,11.7,11.4,39.0,132.0,4.2
1/16/2020,Ōita,JP,4.5,7.5,20.0,11.0,46.0,2.9
1/17/2020,Abu Dhabi,AE,0.1,17.4,18.7,37.0,21.0,6.1
1/17/2020,Adapazarı,TR,10.3,11.8,12.6,40.0,66.0,15.6
1/17/2020,Akita,JP,3.4,10.2,28.9,4.0,46.0,1.5
1/17/2020,Albuquerque,US,1.8,8.4,19.2,17.0,37.0,1.5
1/17/2020,Amsterdam,NL,2.4,10.1,18.4,12.0,31.0,0.3
1/17/2020,Andong,KR,8.9,23.2,4.0,33.0,78.0,7.2
1/17/2020,Ankara,TR,15.6,38.0,3.4,49.0,101.0,3.5
1/17/2020,Antwerpen,BE,0.1,9.6,17.9,13.0,30.0,1.6
1/17/2020,Anyang,CN,12.7,17.9,9.0,104.0,194.0,4.1
1/17/2020,Ashdod,IL,128.4,7.2,24.3,12.0,57.0,0.8
1/17/2020,Ashkelon,IL,38.9,15.7,30.5,24.0,53.0,0.8
1/17/2020,Athens,GR,0.1,6.4,29.7,15.0,38.0,5.6
1/17/2020,Balıkesir,TR,7.5,11.2,24.2,33.0,46.0,59.9
1/17/2020,Bangkok,TH,0.1,14.4,9.5,61.0,138.0,1.1
1/17/2020,Beijing,CN,14.5,35.2,3.3,64.0,159.0,6.1
1/17/2020,Belfast,GB,0.7,20.2,11.8,13.0,30.0,1.5
1/17/2020,Belgrade,RS,12.4,15.6,2.7,53.0,152.0,7.0
1/17/2020,Bengaluru,IN,8.4,14.0,14.5,59.0,94.0,4.1
1/17/2020,Berlin,DE,0.1,17.4,6.4,28.0,74.0,2.1
1/17/2020,Bhopal,IN,8.1,9.8,9.0,83.0,147.0,7.2
1/17/2020,Bilbao,ES,0.1,6.0,23.2,10.0,21.0,2.6
1/17/2020,Bogotá,CO,5.5,3.6,3.6,10.0,25.0,0.4
1/17/2020,Brescia,IT,0.1,37.1,7.4,45.0,104.0,1.6
1/17/2020,Brisbane,AU,1.9,3.2,2.9,16.0,28.0,0.6
1/17/2020,Bristol,GB,1.2,19.3,20.6,10.0,25.0,6.8
1/17/2020,Brussels,BE,0.1,8.3,20.8,10.0,30.0,0.6
1/17/2020,Budapest,HU,6.2,14.1,5.2,31.0,87.0,2.3
1/17/2020,Buenos Aires,AR,4.2,6.4,7.4,20.0,61.0,2.6
1/17/2020,Burgos,ES,0.1,4.6,28.9,15.0,17.0,1.6
1/17/2020,Bursa,TR,15.8,15.9,12.8,51.0,100.0,9.3
1/17/2020,Busan,KR,5.6,30.6,10.4,30.0,70.0,5.8
1/17/2020,Bydgoszcz,PL,8.2,13.9,4.5,62.0,137.0,2.5
1/17/2020,Calama,CL,1.8,5.6,16.8,46.0,25.0,1.4
1/17/2020,Cardiff,GB,1.2,14.2,19.5,9.0,21.0,6.8
1/17/2020,Castelló de la Plana,ES,0.1,13.3,20.8,14.0,38.0,3.6
1/17/2020,Chandigarh,IN,7.1,14.5,2.8,75.0,154.0,4.6
1/17/2020,Changchun,CN,12.7,29.8,28.5,71.0,177.0,9.2
1/17/2020,Changsha,CN,7.3,11.9,18.3,51.0,147.0,2.1
1/17/2020,Changwon,KR,6.7,29.7,9.6,29.0,70.0,5.8
1/17/2020,Charleroi,BE,0.1,7.8,18.7,7.0,13.0,0.6
1/17/2020,Chengdu,CN,9.1,21.1,2.9,63.0,153.0,3.1
1/17/2020,Chennai,IN,5.0,3.2,14.9,42.0,75.0,2.6
1/17/2020,Cheongju-si,KR,7.8,34.3,4.8,52.0,114.0,5.8
1/17/2020,Chiang Mai,TH,0.1,9.8,7.5,37.0,92.0,2.2
1/17/2020,Chiba,JP,3.4,15.8,14.5,10.0,38.0,1.5
1/17/2020,Chicago,US,2.5,6.4,16.8,10.0,25.0,1.3
1/17/2020,Chon Buri,TH,0.1,10.4,9.5,59.0,119.0,1.1
1/17/2020,Chongqing,CN,9.1,18.3,3.7,58.0,137.0,4.6
1/17/2020,Chuncheon,KR,7.8,21.3,4.8,42.0,87.0,4.3
1/17/2020,Concepción,CL,10.0,6.8,10.4,57.0,67.0,2.9
1/17/2020,Copenhagen,DK,3.2,11.6,9.9,20.0,49.0,0.7
1/17/2020,Cuernavaca,MX,6.7,13.5,17.6,26.0,42.0,7.9
1/17/2020,Daegu,KR,8.9,38.9,3.2,43.0,95.0,5.8
1/17/2020,Daejeon,KR,6.7,35.2,4.0,49.0,95.0,4.3
1/17/2020,Darwin,AU,3.5,0.7,6.9,14.0,16.0,0.2
1/17/2020,Delhi,IN,10.2,15.0,3.0,96.0,175.0,4.9
1/17/2020,Denver,US,4.6,10.1,16.3,36.0,34.0,1.1
1/17/2020,Dongguan,CN,10.0,10.1,11.0,18.0,42.0,3.6
1/17/2020,Donostia / San Sebastián,ES,0.1,7.4,26.9,12.0,21.0,1.6
1/17/2020,Douliu,TW,3.7,11.2,20.0,35.0,53.0,2.9
1/17/2020,East London,ZA,7.5,1.0,6.1,14.0,25.0,6.6
1/17/2020,Edinburgh,GB,0.5,11.9,24.3,10.0,21.0,2.2
1/17/2020,Erzurum,TR,12.9,35.0,18.9,52.0,153.0,21.7
1/17/2020,Eskişehir,TR,4.5,31.7,4.3,42.0,88.0,4.7
1/17/2020,Foshan,CN,10.4,12.4,7.8,21.0,38.0,3.1
1/17/2020,Fukuoka,JP,5.6,13.9,15.2,12.0,46.0,2.9
1/17/2020,Fushun,CN,10.9,24.7,9.0,87.0,173.0,12.7
1/17/2020,Fuzhou,CN,8.2,8.7,19.1,11.0,25.0,2.1
1/17/2020,Gandhinagar,IN,6.8,5.6,8.6,92.0,159.0,7.2
1/17/2020,Gasteiz / Vitoria,ES,0.1,8.3,26.0,10.0,21.0,2.1
1/17/2020,Gdańsk,PL,4.8,14.1,8.9,33.0,139.0,2.0
1/17/2020,Gent,BE,0.1,7.8,22.8,13.0,34.0,0.6
1/17/2020,Ghāziābād,IN,6.4,17.1,3.7,73.0,171.0,4.2
1/17/2020,Gifu-shi,JP,4.5,13.0,7.3,8.0,34.0,2.9
1/17/2020,Guadalajara,MX,5.2,13.9,20.1,40.0,68.0,2.3
1/17/2020,Guangzhou,CN,11.3,13.3,6.1,20.0,46.0,2.6
1/17/2020,Guiyang,CN,7.3,5.5,19.9,35.0,78.0,5.6
1/17/2020,Gwangju,KR,5.6,20.4,17.6,28.0,70.0,5.8
1/17/2020,Győr,HU,6.2,6.1,7.1,27.0,82.0,1.1
1/17/2020,Haarlem,NL,1.7,6.9,19.1,14.0,36.0,0.3
1/17/2020,Haifa,IL,5.6,6.3,18.6,32.0,70.0,4.2
1/17/2020,Haikou,CN,7.8,4.6,23.6,31.0,68.0,1.6
1/17/2020,Hamburg,DE,0.1,15.6,11.0,15.0,46.0,2.6
1/17/2020,Hangzhou,CN,8.2,11.9,15.1,24.0,65.0,2.6
1/17/2020,Hanoi,VN,4.0,8.0,3.7,33.0,85.0,4.0
1/17/2020,Harbin,CN,13.1,33.4,22.0,107.0,218.0,23.9
1/17/2020,Hefei,CN,6.4,16.5,10.2,52.0,155.0,2.1
1/17/2020,Hegang,CN,6.4,6.4,28.9,51.0,119.0,8.2
1/17/2020,Hiroshima,JP,4.5,10.2,17.6,8.0,25.0,1.5
1/17/2020,Hong Kong,HK,8.5,22.8,12.1,32.0,65.0,2.3
1/17/2020,Hsinchu,TW,3.0,8.4,24.8,11.0,25.0,2.9
1/17/2020,Huế,VN,8.0,14.0,5.0,9.0,6.0,5.0
1/17/2020,Hyderabad,IN,4.9,11.7,8.9,51.0,89.0,1.8
1/17/2020,Hāpur,IN,9.3,11.4,5.9,53.0,90.0,2.6
1/17/2020,Incheon,KR,8.9,35.2,9.6,55.0,102.0,8.6
1/17/2020,Indianapolis,US,2.0,6.5,15.2,13.0,26.0,1.5
1/17/2020,Istanbul,TR,11.9,15.8,11.9,17.0,41.0,2.1
1/17/2020,Jacksonville,US,2.2,1.4,16.3,29.0,35.0,0.6
1/17/2020,Jaipur,IN,7.9,18.4,10.7,69.0,121.0,6.3
1/17/2020,Jeju City,KR,3.4,13.0,25.6,23.0,55.0,2.9
1/17/2020,Jeonju,KR,6.7,23.2,11.2,40.0,89.0,5.8
1/17/2020,Jerusalem,IL,4.5,8.9,20.4,37.0,59.0,2.2
1/17/2020,Jieyang,CN,10.0,7.4,17.5,35.0,50.0,4.1
1/17/2020,Jinan,CN,0.1,30.2,5.7,125.0,205.0,10.2
1/17/2020,Johannesburg,ZA,7.0,9.2,9.4,32.0,65.0,2.2
1/17/2020,Kagoshima,JP,3.4,7.5,18.4,12.0,50.0,2.9
1/17/2020,Kanazawa,JP,3.4,5.6,22.4,6.0,17.0,1.5
1/17/2020,Kaohsiung,TW,5.4,18.6,14.5,52.0,80.0,2.9
1/17/2020,Katowice,PL,7.5,19.6,2.1,57.0,160.0,8.6
1/17/2020,Kayseri,TR,7.2,0.1,3.9,41.0,80.0,4.1
1/17/2020,Kecskemét,HU,4.2,8.3,13.5,25.0,51.0,0.8
1/17/2020,Keelung,TW,2.6,5.6,28.9,12.0,21.0,1.5
1/17/2020,Kobe,JP,4.5,25.1,8.0,14.0,57.0,1.5
1/17/2020,Kochi,JP,5.6,11.2,11.2,10.0,34.0,1.5
1/17/2020,Kolkata,IN,14.2,32.2,6.2,131.0,182.0,6.1
1/17/2020,Konya,TR,4.4,17.8,8.3,44.0,116.0,3.7
1/17/2020,Kraków,PL,12.7,20.2,2.3,54.0,141.0,2.9
1/17/2020,Kumamoto,JP,3.4,10.2,19.2,14.0,55.0,2.9
1/17/2020,Kunming,CN,4.9,8.7,24.4,28.0,61.0,4.6
1/17/2020,Kyoto,JP,5.6,20.4,7.3,13.0,53.0,2.9
1/17/2020,Lampang,TH,0.1,6.4,10.3,65.0,156.0,1.1
1/17/2020,Lanzhou,CN,20.8,35.7,5.7,85.0,168.0,10.7
1/17/2020,Las Palmas de Gran Canaria,ES,0.1,6.0,27.3,17.0,17.0,1.6
1/17/2020,Las Vegas,US,0.1,5.2,15.5,12.0,10.0,0.4
1/17/2020,Leeds,GB,4.7,15.2,18.0,10.0,29.0,2.9
1/17/2020,Lhasa,CN,7.3,9.6,18.7,50.0,72.0,3.6
1/17/2020,Lima,PE,4.8,7.9,7.3,38.0,68.0,4.7
1/17/2020,Liège,BE,0.1,7.4,21.2,6.0,13.0,2.1
1/17/2020,London,GB,2.8,15.4,15.0,11.0,25.0,2.6
1/17/2020,Macau,MO,10.0,17.9,11.4,41.0,70.0,1.1
1/17/2020,Madrid,ES,0.1,20.2,17.5,14.0,38.0,3.1
1/17/2020,Marseille,FR,0.1,9.3,23.0,14.0,33.0,0.7
1/17/2020,Matsuyama,JP,5.6,13.0,12.1,13.0,55.0,2.9
1/17/2020,Mexico City,MX,7.8,16.7,9.9,31.0,57.0,5.8
1/17/2020,Middelburg,ZA,1.7,3.2,9.4,13.0,34.0,0.6
1/17/2020,Milan,IT,0.1,48.5,5.3,64.0,154.0,4.6
1/17/2020,Milwaukee,US,2.6,6.5,20.0,10.0,28.0,1.3
1/17/2020,Miskolc,HU,10.5,10.8,3.6,51.0,136.0,3.0
1/17/2020,Mokpo,KR,5.6,8.4,23.3,29.0,63.0,5.8
1/17/2020,Monterrey,MX,1.7,0.0,0.0,23.0,13.8,0.0
1/17/2020,Moscow,RU,2.3,16.6,10.1,14.0,42.0,0.8
1/17/2020,Mumbai,IN,5.3,18.0,14.3,71.0,130.0,3.7
1/17/2020,Muzaffarnagar,IN,8.9,9.7,6.0,64.0,145.0,6.0
1/17/2020,Mysore,IN,4.5,1.7,8.9,45.0,104.0,3.6
1/17/2020,Nagasaki,JP,4.5,6.5,22.4,11.0,38.0,1.5
1/17/2020,Nagoya,JP,4.5,23.2,7.3,11.0,42.0,2.9
1/17/2020,Nagpur,IN,6.5,16.3,8.8,61.0,96.0,3.1
1/17/2020,Naha,JP,3.4,4.7,30.4,10.0,17.0,1.5
1/17/2020,Nanchang,CN,7.3,13.8,12.6,60.0,154.0,2.6
1/17/2020,Nanjing,CN,5.5,16.0,9.8,60.0,147.0,2.6
1/17/2020,Nanning,CN,9.1,9.2,12.6,23.0,53.0,4.1
1/17/2020,Nantes,FR,0.1,8.2,28.7,13.0,22.0,1.1
1/17/2020,Naples,IT,13.4,29.7,7.5,71.0,155.0,3.1
1/17/2020,Nara-shi,JP,4.5,10.2,8.8,11.0,38.0,2.9
1/17/2020,Nashik,IN,5.9,1.7,19.4,43.0,97.0,1.8
1/17/2020,Netanya,IL,85.0,6.6,14.5,6.0,67.0,0.6
1/17/2020,Newport,GB,1.2,4.2,24.4,9.0,18.0,6.8
1/17/2020,Ningbo,CN,7.3,12.4,17.9,30.0,76.0,2.6
1/17/2020,Niš,RS,15.9,8.3,2.9,92.0,188.0,5.2
1/17/2020,Novi Sad,RS,7.2,8.3,5.8,53.0,141.0,4.4
1/17/2020,Oaxaca,MX,20.0,15.5,8.0,20.0,17.0,37.6
1/17/2020,Okayama,JP,5.6,17.6,12.1,15.0,57.0,5.8
1/17/2020,Osaka,JP,4.5,22.3,9.6,13.0,50.0,2.9
1/17/2020,Oviedo,ES,0.1,6.4,24.4,15.0,25.0,2.1
1/17/2020,Pachuca de Soto,MX,6.8,12.0,16.9,27.0,43.0,2.4
1/17/2020,Palma,ES,5.5,4.0,30.9,21.0,33.0,1.1
1/17/2020,Paris,FR,0.1,15.8,20.0,14.0,32.0,0.9
1/17/2020,Parma,IT,0.1,23.4,5.7,49.0,114.0,5.1
1/17/2020,Perth,AU,3.0,3.4,11.0,24.0,43.0,2.9
1/17/2020,Petaẖ Tiqwa,IL,232.0,4.6,16.6,1.0,69.0,2.4
1/17/2020,Phoenix,US,5.6,9.3,12.1,15.0,27.0,0.1
1/17/2020,Pohang,KR,6.7,23.2,13.6,31.0,63.0,7.2
1/17/2020,Potsdam,DE,0.1,13.1,9.2,22.0,73.0,2.1
1/17/2020,Pretoria,ZA,8.9,6.3,0.5,38.0,62.0,3.1
1/17/2020,Pristina,XK,34.3,24.1,2.6,87.0,172.0,7.1
1/17/2020,Pécs,HU,6.5,7.4,6.0,27.0,77.0,2.1
1/17/2020,Płock,PL,6.5,12.3,8.6,45.0,123.0,1.4
1/17/2020,Qingdao,CN,0.1,20.2,19.5,105.0,183.0,6.6
1/17/2020,Qinhuangdao,CN,11.8,26.1,8.2,72.0,154.0,11.7
1/17/2020,Qiqihar,CN,8.4,17.9,23.6,67.0,153.0,12.7
1/17/2020,Rayong,TH,0.1,8.1,9.9,60.0,112.0,1.1
1/17/2020,Rijeka,HR,0.1,4.9,23.7,15.0,41.0,3.1
1/17/2020,Rome,IT,0.1,23.4,4.1,48.0,107.0,0.5
1/17/2020,Saint-Denis,RE,0.1,2.6,7.2,4.0,15.0,0.6
1/17/2020,Saitama,JP,3.4,18.6,12.1,10.0,38.0,1.5
1/17/2020,Samut Prakan,TH,0.1,6.4,19.8,62.0,124.0,2.7
1/17/2020,Santa Cruz de Tenerife,ES,0.1,7.8,29.3,12.0,25.0,2.1
1/17/2020,Santiago,CL,4.9,18.0,20.1,70.0,70.0,15.0
1/17/2020,Sapporo,JP,3.4,23.2,18.4,10.0,34.0,4.3
1/17/2020,Sejong,KR,7.8,31.5,4.8,52.0,117.0,5.8
1/17/2020,Sendai,JP,0.1,10.2,9.6,5.0,17.0,5.8
1/17/2020,Seongnam-si,KR,7.8,35.2,3.2,52.0,99.0,5.8
1/17/2020,Seoul,KR,8.9,46.3,4.0,53.0,104.0,7.2
1/17/2020,Shanghai,CN,6.2,16.5,19.9,34.0,97.0,3.1
1/17/2020,Shantou,CN,8.5,8.3,18.7,23.0,50.0,3.6
1/17/2020,Shenyang,CN,15.4,33.4,7.0,101.0,183.0,14.7
1/17/2020,Shenzhen,CN,8.3,12.8,15.1,29.0,55.0,2.6
1/17/2020,Shijiazhuang,CN,28.3,38.0,3.3,190.0,288.0,8.7
1/17/2020,Shillong,IN,9.9,6.0,7.4,110.0,180.0,7.1
1/17/2020,Shizuoka,JP,2.3,9.3,20.8,6.0,17.0,1.5
1/17/2020,Skopje,MK,16.6,9.4,1.5,81.0,157.0,1.2
1/17/2020,Suncheon,KR,4.5,13.9,21.6,20.0,61.0,4.3
