,,,median,median,median,median,median,median
Specie,,,co,no2,o3,pm10,pm25,so2
Date,City,Country,,,,,,
2/13/2020,Ulsan,KR,7.8,23.2,15.2,22.0,59.0,4.3
2/13/2020,Utrecht,NL,1.6,11.7,17.5,14.0,27.0,0.1
2/13/2020,Utsunomiya,JP,4.5,17.6,13.6,18.0,61.0,2.9
2/13/2020,Valencia,ES,0.1,13.8,7.4,31.0,87.0,2.6
2/13/2020,Vancouver,CA,0.1,5.8,3.6,6.0,14.0,0.2
2/13/2020,Vereeniging,ZA,6.3,4.2,6.5,20.0,53.0,0.8
2/13/2020,Visakhapatnam,IN,12.3,34.0,10.0,102.0,166.0,4.5
2/13/2020,Vitória,BR,2.0,4.4,7.5,18.3,20.7,4.3
2/13/2020,Wrocław,PL,2.4,14.1,24.0,16.0,47.0,1.5
2/13/2020,Wuhan,CN,10.4,9.6,13.5,28.0,70.0,4.1
2/13/2020,Xiamen,CN,3.7,6.0,27.3,44.0,97.0,3.1
2/13/2020,Xining,CN,10.9,13.8,24.0,60.0,93.0,7.1
2/13/2020,Xinxiang,CN,9.1,6.4,15.1,52.0,129.0,4.6
2/13/2020,Xi’an,CN,11.2,12.4,28.1,88.0,184.0,6.1
2/13/2020,Xuchang,CN,8.2,3.7,13.9,39.0,122.0,4.1
2/13/2020,Yeosu,KR,5.6,9.3,22.4,9.0,21.0,4.3
2/13/2020,Yinchuan,CN,13.6,19.7,20.8,86.0,151.0,15.8
2/13/2020,Yokohama,JP,3.4,18.6,22.4,15.0,42.0,2.9
2/13/2020,Yunfu,CN,5.9,4.2,15.5,20.0,63.0,3.1
2/13/2020,Zenica,BA,4.9,11.9,15.1,59.0,153.0,57.7
2/13/2020,Zhengzhou,CN,7.0,7.4,19.1,53.0,147.0,3.1
2/13/2020,Zhuzhou,CN,9.1,6.0,13.9,24.0,70.0,3.1
2/13/2020,Ürümqi,CN,9.1,13.8,25.6,26.0,74.0,3.6
2/13/2020,İzmit,TR,15.9,20.4,6.2,33.0,67.0,2.5
2/13/2020,Łódź,PL,3.1,6.3,21.4,20.0,68.0,3.1
2/13/2020,Ōita,JP,4.5,9.3,19.2,13.0,38.0,2.9
2/14/2020,Abu Dhabi,AE,0.1,7.8,27.7,39.0,25.0,6.1
2/14/2020,Adapazarı,TR,12.6,11.7,13.3,54.0,84.0,14.2
2/14/2020,Albuquerque,US,3.4,13.9,21.6,15.0,24.0,2.9
2/14/2020,Amsterdam,NL,3.1,12.3,18.6,13.0,26.0,0.2
2/14/2020,Andong,KR,10.0,16.7,7.3,38.0,91.0,5.8
2/14/2020,Ankara,TR,9.7,41.3,5.7,42.0,69.0,3.0
2/14/2020,Anyang,CN,11.2,9.2,12.6,55.0,142.0,4.1
2/14/2020,Athens,GR,0.1,14.7,19.1,20.0,55.0,5.6
2/14/2020,Balıkesir,TR,18.5,26.7,4.5,48.0,73.0,60.3
2/14/2020,Bangkok,TH,0.1,5.8,4.8,25.0,50.0,1.6
2/14/2020,Beijing,CN,9.1,8.3,18.3,17.0,76.0,1.6
2/14/2020,Belfast,GB,1.7,21.1,9.4,19.0,42.0,0.7
2/14/2020,Belgrade,RS,8.1,14.4,6.5,30.0,85.0,4.2
2/14/2020,Bengaluru,IN,9.9,17.1,16.0,76.0,128.0,4.3
2/14/2020,Berlin,DE,0.1,16.5,7.0,20.0,61.0,1.1
2/14/2020,Bhopal,IN,7.7,13.5,9.5,101.0,135.0,5.8
2/14/2020,Bilbao,ES,0.1,8.7,15.9,22.0,46.0,2.6
2/14/2020,Bogotá,CO,7.3,8.3,5.4,36.0,65.0,0.8
2/14/2020,Brescia,IT,0.1,36.2,14.7,34.0,82.0,1.1
2/14/2020,Brisbane,AU,1.0,3.2,3.7,14.0,18.0,1.1
2/14/2020,Budapest,HU,4.9,12.7,15.0,17.0,53.0,2.9
2/14/2020,Buenos Aires,AR,5.5,10.1,7.8,20.0,38.0,11.7
2/14/2020,Burgos,ES,0.1,4.6,19.5,10.0,21.0,3.1
2/14/2020,Bursa,TR,24.6,21.8,7.5,56.0,98.0,7.7
2/14/2020,Busan,KR,6.7,27.8,13.6,40.0,93.0,7.2
2/14/2020,Bydgoszcz,PL,5.0,15.0,6.1,41.0,101.0,2.6
2/14/2020,Calama,CL,2.7,3.2,8.2,35.0,27.0,2.2
2/14/2020,Castelló de la Plana,ES,0.1,10.6,17.5,8.0,21.0,2.6
2/14/2020,Chandigarh,IN,3.9,8.3,12.9,77.0,118.0,5.0
2/14/2020,Changchun,CN,3.1,3.7,25.6,19.0,53.0,4.1
2/14/2020,Changsha,CN,7.3,4.6,17.1,22.0,70.0,3.1
2/14/2020,Changwon,KR,6.7,26.9,10.4,32.0,78.0,5.8
2/14/2020,Chengdu,CN,7.0,6.4,21.6,61.0,154.0,2.6
2/14/2020,Chennai,IN,9.4,7.5,10.2,75.0,153.0,4.1
2/14/2020,Cheongju-si,KR,7.8,26.9,8.0,66.0,157.0,4.3
2/14/2020,Chiang Mai,TH,0.1,7.5,14.2,27.0,72.0,1.1
2/14/2020,Chiba,JP,5.6,22.3,13.6,15.0,46.0,2.9
2/14/2020,Chon Buri,TH,0.1,4.1,7.1,30.0,38.0,0.6
2/14/2020,Chongqing,CN,8.2,9.6,20.8,68.0,162.0,3.6
2/14/2020,Chuncheon,KR,8.9,16.7,6.4,58.0,147.0,4.3
2/14/2020,Concepción,CL,10.4,5.6,9.5,44.0,62.0,2.3
2/14/2020,Copenhagen,DK,1.9,10.1,16.4,21.0,47.0,0.7
2/14/2020,Daegu,KR,7.8,28.8,8.0,44.0,99.0,5.8
2/14/2020,Daejeon,KR,7.8,25.1,5.6,58.0,134.0,4.3
2/14/2020,Darwin,AU,2.5,0.3,3.2,15.0,10.0,0.2
2/14/2020,Delhi,IN,7.3,13.9,13.7,101.0,159.0,6.5
2/14/2020,Denver,US,6.4,23.4,9.0,31.0,61.0,1.1
2/14/2020,Dongguan,CN,5.5,8.3,12.2,15.0,57.0,3.6
2/14/2020,Donostia / San Sebastián,ES,0.1,8.7,24.8,23.0,38.0,1.1
2/14/2020,Douliu,TW,4.0,10.2,16.0,49.0,82.0,4.3
2/14/2020,Edinburgh,GB,0.5,7.8,28.1,8.0,21.0,6.4
2/14/2020,Erzurum,TR,5.5,10.4,30.8,33.0,101.0,2.7
2/14/2020,Foshan,CN,4.6,8.3,12.6,20.0,46.0,3.1
2/14/2020,Fukuoka,JP,6.7,12.1,16.0,12.0,42.0,2.9
2/14/2020,Fushun,CN,4.6,4.2,22.0,35.0,82.0,5.1
2/14/2020,Fuzhou,CN,7.5,8.3,19.5,12.0,50.0,2.1
2/14/2020,Gandhinagar,IN,5.8,7.6,12.7,78.0,135.0,10.3
2/14/2020,Gdańsk,PL,5.3,17.2,7.3,32.0,109.0,3.1
2/14/2020,Ghāziābād,IN,6.4,18.8,16.4,95.0,155.0,5.9
2/14/2020,Guadalajara,MX,7.9,14.9,8.8,45.0,65.0,2.7
2/14/2020,Guangzhou,CN,5.6,15.1,7.0,16.0,46.0,2.6
2/14/2020,Guiyang,CN,5.5,4.2,27.3,41.0,91.0,6.1
2/14/2020,Gwangju,KR,6.7,23.2,7.3,31.0,72.0,4.3
2/14/2020,Győr,HU,5.5,9.4,15.0,11.0,34.0,1.1
2/14/2020,Haarlem,NL,1.8,7.8,21.2,14.0,26.0,0.3
2/14/2020,Haifa,IL,3.4,4.0,23.6,29.0,68.0,1.5
2/14/2020,Haikou,CN,3.8,1.9,20.8,17.0,38.0,1.6
2/14/2020,Hamburg,DE,0.1,20.2,8.2,15.0,50.0,1.6
2/14/2020,Hangzhou,CN,6.4,6.9,13.9,20.0,59.0,2.6
2/14/2020,Hanoi,VN,0.3,10.1,8.0,29.0,59.0,3.0
2/14/2020,Harbin,CN,5.2,4.6,29.3,15.0,38.0,6.6
2/14/2020,Hefei,CN,6.5,7.8,11.0,20.0,59.0,2.6
2/14/2020,Hegang,CN,3.7,1.0,30.1,21.0,57.0,4.6
2/14/2020,Hiroshima,JP,5.6,14.9,7.3,10.0,38.0,2.9
2/14/2020,Hong Kong,HK,6.0,19.7,11.0,17.0,46.0,2.1
2/14/2020,Hsinchu,TW,4.3,13.9,12.8,30.0,72.0,2.9
2/14/2020,Hyderabad,IN,9.3,27.3,7.3,107.0,161.0,7.8
2/14/2020,Hāpur,IN,6.9,12.5,13.7,90.0,137.0,5.2
2/14/2020,Incheon,KR,7.8,35.2,15.2,55.0,122.0,5.8
2/14/2020,Istanbul,TR,47.6,28.9,8.2,54.0,94.0,11.7
2/14/2020,Jacksonville,US,2.9,3.0,8.2,11.0,24.0,0.4
2/14/2020,Jaipur,IN,6.8,16.5,25.2,77.0,123.0,7.0
2/14/2020,Jeju City,KR,5.6,12.1,28.9,22.0,50.0,2.9
2/14/2020,Jeonju,KR,6.7,19.5,9.6,41.0,107.0,5.8
2/14/2020,Jieyang,CN,6.6,5.5,13.0,18.0,70.0,4.1
2/14/2020,Jinan,CN,0.1,7.4,18.7,50.0,119.0,3.6
2/14/2020,Johannesburg,ZA,13.4,8.3,10.2,43.0,89.0,1.7
2/14/2020,Kagoshima,JP,3.4,10.2,18.4,11.0,42.0,2.9
2/14/2020,Kanazawa,JP,4.5,9.3,22.4,9.0,25.0,1.5
2/14/2020,Kaohsiung,TW,3.2,10.2,15.2,25.0,38.0,4.3
2/14/2020,Katowice,PL,2.8,11.5,15.5,24.0,68.0,5.1
2/14/2020,Kayseri,TR,10.1,0.1,4.9,52.0,113.0,2.9
2/14/2020,Kecskemét,HU,2.0,4.1,25.0,12.0,37.0,4.0
2/14/2020,Keelung,TW,3.0,9.3,23.3,25.0,61.0,2.9
2/14/2020,Kobe,JP,6.7,26.0,3.2,16.0,53.0,2.9
2/14/2020,Kolkata,IN,8.7,30.0,7.5,118.0,172.0,8.1
2/14/2020,Konya,TR,7.6,20.5,11.7,31.0,97.0,9.5
2/14/2020,Kraków,PL,5.4,17.9,17.0,23.0,58.0,3.3
2/14/2020,Kumamoto,JP,3.4,9.3,13.6,15.0,50.0,2.9
2/14/2020,Kunming,CN,4.1,4.2,37.0,32.0,78.0,4.1
2/14/2020,Kyoto,JP,6.7,22.3,6.4,16.0,50.0,4.3
2/14/2020,Lampang,TH,0.1,2.4,16.2,41.0,78.0,0.6
2/14/2020,Lanzhou,CN,3.7,4.2,32.1,88.0,99.0,4.6
2/14/2020,Las Palmas de Gran Canaria,ES,0.1,17.9,17.9,49.0,63.0,1.1
2/14/2020,Las Vegas,US,0.1,14.6,8.2,21.0,35.0,1.4
2/14/2020,Leeds,GB,4.9,19.0,11.0,15.0,43.0,2.3
2/14/2020,Lhasa,CN,5.5,3.7,24.8,17.0,34.0,3.1
2/14/2020,Lima,PE,13.7,8.0,2.7,23.0,63.0,9.4
2/14/2020,London,GB,4.6,16.9,12.6,19.0,41.0,3.3
2/14/2020,Macau,MO,6.2,13.2,10.8,22.0,46.0,0.6
2/14/2020,Madrid,ES,0.1,20.6,2.9,23.0,68.0,2.6
2/14/2020,Marseille,FR,0.1,8.0,22.1,19.0,33.0,0.5
2/14/2020,Matsuyama,JP,5.6,16.7,8.8,15.0,55.0,4.3
2/14/2020,Melbourne,AU,2.0,9.3,12.1,15.0,25.0,0.4
2/14/2020,Mexico City,MX,5.7,9.7,16.9,45.0,72.0,4.7
2/14/2020,Middelburg,ZA,2.2,6.4,13.5,30.0,70.0,3.1
2/14/2020,Milan,IT,0.1,42.1,20.8,32.0,91.0,3.1
2/14/2020,Milwaukee,US,3.6,15.8,20.0,22.0,35.0,0.3
2/14/2020,Miskolc,HU,5.1,7.0,11.0,24.0,72.0,3.1
2/14/2020,Mokpo,KR,5.6,12.1,10.4,30.0,68.0,4.3
2/14/2020,Monterrey,MX,11.6,20.0,21.6,32.0,63.0,5.2
2/14/2020,Morelia,MX,28.2,12.9,14.0,23.0,54.0,16.8
2/14/2020,Moscow,RU,3.4,22.0,4.2,17.0,50.0,1.2
2/14/2020,Mumbai,IN,7.0,17.6,13.2,92.0,153.0,5.1
2/14/2020,Muzaffarnagar,IN,10.7,5.0,7.8,89.0,153.0,6.7
2/14/2020,Nagoya,JP,5.6,26.0,3.2,18.0,55.0,2.9
2/14/2020,Nagpur,IN,2.4,14.4,6.6,33.0,71.0,1.7
2/14/2020,Nakhon Pathom,TH,0.1,4.1,6.4,30.0,65.0,1.6
2/14/2020,Nanchang,CN,6.4,6.9,15.1,30.0,61.0,3.1
2/14/2020,Nanjing,CN,6.4,7.4,9.4,18.0,57.0,4.6
2/14/2020,Nanning,CN,6.4,5.5,17.5,27.0,68.0,3.6
2/14/2020,Naples,IT,5.5,13.6,20.3,20.0,42.0,3.2
2/14/2020,Nara-shi,JP,5.6,13.0,4.8,20.0,50.0,2.9
2/14/2020,Nashik,IN,5.1,19.9,47.4,68.0,142.0,1.2
2/14/2020,Niigata,JP,3.4,9.3,23.3,9.0,21.0,1.5
2/14/2020,Nizhniy Novgorod,RU,3.4,18.3,7.9,18.0,56.0,1.9
2/14/2020,Niš,RS,7.4,12.4,5.8,61.0,155.0,7.6
2/14/2020,Novi Sad,RS,5.6,9.9,10.7,27.0,74.0,2.6
2/14/2020,Novosibirsk,RU,3.0,23.8,6.0,26.0,77.0,8.0
2/14/2020,Oaxaca,MX,18.9,12.0,13.8,21.0,21.0,40.8
2/14/2020,Okayama,JP,8.9,18.6,5.6,16.0,55.0,5.8
2/14/2020,Osaka,JP,6.7,26.9,5.6,18.0,53.0,2.9
2/14/2020,Oviedo,ES,0.1,7.4,13.9,21.0,34.0,2.6
2/14/2020,Pachuca de Soto,MX,12.8,14.3,13.3,41.0,58.0,2.7
2/14/2020,Palma,ES,4.6,6.9,19.1,22.0,59.0,2.1
2/14/2020,Paris,FR,0.1,16.7,21.8,23.0,40.0,0.6
2/14/2020,Patna,IN,11.7,11.8,3.8,124.0,169.0,3.8
2/14/2020,Perth,AU,4.0,3.4,27.0,18.0,32.0,5.8
2/14/2020,Phoenix,US,5.6,11.9,13.9,17.0,35.0,0.1
2/14/2020,Pohang,KR,5.6,16.7,21.6,40.0,85.0,7.2
2/14/2020,Port Elizabeth,ZA,3.5,2.8,7.0,22.0,34.0,2.6
2/14/2020,Pristina,XK,20.4,17.3,11.5,24.0,65.0,5.6
2/14/2020,Pécs,HU,5.5,10.8,10.6,21.0,68.0,1.7
2/14/2020,Płock,PL,8.1,10.5,9.3,33.0,95.0,1.8
2/14/2020,Qingdao,CN,0.1,4.6,33.3,21.0,50.0,2.1
2/14/2020,Qinhuangdao,CN,6.3,3.7,25.6,51.0,72.0,4.1
2/14/2020,Qiqihar,CN,3.9,3.7,28.1,26.0,61.0,6.1
2/14/2020,Rayong,TH,0.1,4.1,8.3,37.0,53.0,1.1
2/14/2020,Rijeka,HR,0.1,3.6,24.7,9.0,20.0,1.8
2/14/2020,Rome,IT,0.1,14.2,19.9,15.0,34.0,0.5
2/14/2020,Saint Petersburg,RU,1.8,11.8,7.2,5.0,17.0,8.7
2/14/2020,Saitama,JP,4.5,26.0,11.2,20.0,61.0,2.9
2/14/2020,Samsun,TR,8.0,17.7,18.1,32.0,47.0,5.6
2/14/2020,Samut Prakan,TH,0.1,2.9,9.5,34.0,65.0,3.2
2/14/2020,Santa Cruz de Tenerife,ES,0.1,26.1,7.0,45.0,61.0,3.6
2/14/2020,Santiago,CL,5.6,20.0,17.6,65.0,64.0,9.8
2/14/2020,Sapporo,JP,5.6,26.0,28.1,24.0,72.0,1.5
2/14/2020,Sejong,KR,7.8,26.9,4.8,74.0,163.0,4.3
2/14/2020,Sendai,JP,0.1,15.8,12.1,9.0,25.0,8.6
2/14/2020,Seongnam-si,KR,8.9,29.7,4.0,65.0,153.0,4.3
2/14/2020,Seoul,KR,8.9,42.6,7.3,64.0,154.0,5.8
2/14/2020,Shanghai,CN,5.4,11.9,19.9,18.0,61.0,2.6
2/14/2020,Shantou,CN,5.5,5.5,15.5,16.0,59.0,3.1
2/14/2020,Shenyang,CN,4.6,6.0,19.9,32.0,68.0,3.1
2/14/2020,Shenzhen,CN,4.6,8.7,18.7,15.0,42.0,3.1
2/14/2020,Shijiazhuang,CN,10.2,7.4,16.3,38.0,97.0,3.6
2/14/2020,Shillong,IN,4.0,1.4,9.0,73.0,161.0,5.2
2/14/2020,Shizuoka,JP,3.4,10.2,12.8,10.0,34.0,5.8
2/14/2020,Skopje,MK,12.0,13.8,0.8,65.0,124.0,0.7
2/14/2020,Suncheon,KR,7.8,18.6,14.5,25.0,65.0,7.2
2/14/2020,Surrey,CA,0.1,4.0,9.7,8.0,12.0,0.3
2/14/2020,Suwon,KR,7.8,35.2,4.8,63.0,153.0,5.8
2/14/2020,Swansea,GB,4.9,11.6,1.3,20.0,34.0,0.6
2/14/2020,Sydney,AU,1.2,3.8,11.2,18.0,17.0,1.5
2/14/2020,Szczecin,PL,0.1,16.2,9.5,27.0,87.0,3.9
2/14/2020,Szeged,HU,4.9,8.2,12.4,13.0,43.0,4.8
2/14/2020,São Paulo,BR,3.7,11.9,13.0,16.0,42.0,1.1
2/14/2020,Taichung,TW,4.3,14.9,15.2,32.0,68.0,4.3
2/14/2020,Tainan,TW,3.8,13.0,17.6,39.0,65.0,4.3
2/14/2020,Taipei,TW,5.3,16.7,16.8,26.0,68.0,2.9
2/14/2020,Taitung City,TW,3.6,3.8,14.5,12.0,21.0,1.5
2/14/2020,Taiyuan,CN,3.3,4.6,30.5,47.0,59.0,3.6
2/14/2020,Takamatsu,JP,5.6,17.6,6.4,18.0,46.0,2.9
2/14/2020,Talca,CL,4.6,5.7,8.7,30.0,27.0,1.5
2/14/2020,Taoyuan City,TW,6.2,21.3,12.1,33.0,80.0,4.3
2/14/2020,Tarnów,PL,6.0,8.9,21.6,18.0,65.0,10.3
2/14/2020,Tbilisi,GE,2.5,9.1,21.5,13.0,25.0,1.6
2/14/2020,Tel Aviv,IL,4.5,17.9,22.0,53.0,70.0,1.5
2/14/2020,Tepic,MX,6.9,19.0,10.1,40.0,38.0,4.2
2/14/2020,Thiruvananthapuram,IN,11.4,7.3,18.0,53.0,111.0,4.6
2/14/2020,Thrissur,IN,5.3,7.0,15.1,74.0,162.0,3.3
2/14/2020,Tokyo,JP,6.7,36.2,6.4,19.0,61.0,2.9
2/14/2020,Toluca,MX,11.7,19.5,14.3,56.0,93.0,5.2
2/14/2020,Toyama,JP,6.7,11.2,16.0,10.0,34.0,1.5
2/14/2020,Trabzon,TR,6.0,25.9,19.6,24.0,56.0,3.5
2/14/2020,Tucson,US,2.5,11.7,12.1,14.0,17.0,0.2
2/14/2020,Ulan Bator,MN,0.2,11.7,9.6,52.0,169.0,7.4
2/14/2020,Ulsan,KR,7.8,21.3,17.6,31.0,76.0,5.8
2/14/2020,Utrecht,NL,1.6,10.5,17.3,13.0,29.0,0.3
2/14/2020,Utsunomiya,JP,4.5,16.7,13.6,17.0,53.0,1.5
2/14/2020,Valencia,ES,0.1,14.2,4.5,19.0,53.0,2.1
2/14/2020,Valladolid,ES,0.1,10.1,8.6,13.0,46.0,1.6
2/14/2020,Vancouver,CA,0.1,4.0,9.3,8.0,9.0,0.2
2/14/2020,Vereeniging,ZA,5.6,6.9,11.8,39.0,72.0,1.6
2/14/2020,Visakhapatnam,IN,9.0,16.9,11.5,84.0,157.0,3.4
2/14/2020,Vitória,BR,1.4,3.5,10.8,17.7,18.9,4.1
2/14/2020,Wrocław,PL,3.2,13.0,19.3,14.0,56.0,1.4
2/14/2020,Wuhan,CN,9.8,6.9,13.0,26.0,68.0,3.6
2/14/2020,Xiamen,CN,3.7,6.9,30.5,20.0,57.0,2.1
2/14/2020,Xining,CN,5.5,6.4,36.6,110.0,97.0,4.6
2/14/2020,Xinxiang,CN,10.3,8.7,13.5,59.0,129.0,3.6
2/14/2020,Xi’an,CN,3.7,4.6,28.1,112.0,85.0,3.1
2/14/2020,Xuchang,CN,10.9,6.4,16.3,56.0,129.0,3.6
2/14/2020,Yeosu,KR,8.9,24.1,13.6,25.0,59.0,8.6
2/14/2020,Yinchuan,CN,5.5,4.6,27.7,73.0,72.0,5.1
2/14/2020,Yokohama,JP,6.7,32.5,4.8,20.0,59.0,2.9
2/14/2020,Yunfu,CN,6.4,4.6,11.8,20.0,55.0,3.6
2/14/2020,Zenica,BA,4.9,15.1,17.1,53.0,53.0,50.9
2/14/2020,Zhengzhou,CN,8.2,8.3,15.9,59.0,114.0,3.6
2/14/2020,Zhuzhou,CN,5.5,4.6,18.3,18.0,63.0,3.1
2/14/2020,Ürümqi,CN,10.0,11.9,24.8,42.0,114.0,4.1
2/14/2020,İzmit,TR,18.3,22.4,5.4,45.0,71.0,2.7
2/14/2020,Łódź,PL,5.2,11.1,11.3,39.0,147.0,2.8
2/14/2020,Ōita,JP,5.6,9.3,12.1,11.0,42.0,2.9
2/15/2020,Abu Dhabi,AE,0.1,10.6,25.2,43.0,46.0,6.6
2/15/2020,Adapazarı,TR,14.2,13.1,11.0,31.0,56.0,16.6
2/15/2020,Adelaide,AU,1.3,1.4,5.7,5.0,9.0,0.6
2/15/2020,Albuquerque,US,1.9,15.8,23.3,9.0,14.0,1.5
2/15/2020,Amsterdam,NL,3.0,9.6,18.4,16.0,38.0,0.9
2/15/2020,Andong,KR,10.0,13.0,12.8,37.0,85.0,5.8
2/15/2020,Ankara,TR,7.3,26.5,9.4,45.0,75.0,3.8
2/15/2020,Anyang,CN,5.9,5.5,23.6,30.0,70.0,4.1
2/15/2020,Athens,GR,0.1,6.9,19.1,14.0,42.0,5.1
2/15/2020,Balıkesir,TR,17.2,14.3,5.5,72.0,151.0,57.1
2/15/2020,Bangkok,TH,0.1,7.5,4.8,30.0,65.0,1.1
2/15/2020,Beijing,CN,1.9,2.8,25.2,13.0,25.0,1.1
2/15/2020,Belfast,GB,1.9,21.1,11.6,20.0,46.0,0.6
2/15/2020,Belgrade,RS,6.5,11.8,9.7,26.0,72.0,3.8
2/15/2020,Bengaluru,IN,9.7,21.0,14.7,78.0,129.0,4.2
2/15/2020,Berlin,DE,0.1,13.8,13.4,18.0,48.0,1.1
2/15/2020,Bhopal,IN,8.9,15.1,8.2,91.0,124.0,12.1
2/15/2020,Bilbao,ES,0.1,3.7,22.4,8.0,30.0,2.1
2/15/2020,Bogotá,CO,6.4,6.0,5.4,25.0,53.0,0.6
2/15/2020,Brescia,IT,0.1,30.2,25.6,25.0,72.0,6.6
2/15/2020,Brisbane,AU,1.0,2.8,4.1,14.0,24.0,1.1
2/15/2020,Budapest,HU,5.1,11.2,14.0,18.0,58.0,2.0
2/15/2020,Burgos,ES,0.1,6.0,22.8,14.0,25.0,2.6
2/15/2020,Bursa,TR,22.3,16.9,8.6,46.0,111.0,3.8
2/15/2020,Busan,KR,5.6,14.9,33.6,29.0,65.0,5.8
2/15/2020,Bydgoszcz,PL,4.4,8.4,14.7,31.0,82.0,1.9
2/15/2020,Calama,CL,2.4,3.1,8.0,30.0,28.0,1.6
2/15/2020,Castelló de la Plana,ES,0.1,9.6,13.5,15.0,50.0,3.1
2/15/2020,Chandigarh,IN,4.5,10.0,12.1,79.0,116.0,4.2
2/15/2020,Changchun,CN,3.8,6.4,28.9,25.0,72.0,8.2
2/15/2020,Changsha,CN,5.5,3.2,22.8,11.0,42.0,2.1
2/15/2020,Changwon,KR,5.6,23.2,16.8,43.0,97.0,5.8
2/15/2020,Chengdu,CN,3.1,3.2,27.3,71.0,72.0,2.1
2/15/2020,Chennai,IN,8.2,7.6,5.2,52.0,119.0,3.4
2/15/2020,Cheongju-si,KR,7.8,24.1,28.1,54.0,144.0,4.3
2/15/2020,Chiang Mai,TH,0.1,8.1,16.6,45.0,109.0,1.1
2/15/2020,Chiba,JP,5.6,17.6,21.6,16.0,50.0,2.9
2/15/2020,Chon Buri,TH,0.1,5.2,7.5,29.0,50.0,1.6
2/15/2020,Chongqing,CN,3.7,4.2,24.4,34.0,68.0,2.6
2/15/2020,Chuncheon,KR,8.9,16.7,8.0,54.0,124.0,4.3
2/15/2020,Concepción,CL,10.3,4.5,9.6,31.0,54.0,2.5
2/15/2020,Copenhagen,DK,1.9,7.4,16.9,14.0,32.0,0.5
2/15/2020,Daegu,KR,7.8,20.4,25.6,47.0,107.0,5.8
2/15/2020,Daejeon,KR,7.8,24.1,24.1,53.0,112.0,4.3
2/15/2020,Darwin,AU,2.7,0.2,3.4,16.0,11.0,0.2
2/15/2020,Delhi,IN,8.2,18.3,9.3,109.0,161.0,7.8
2/15/2020,Dongguan,CN,5.5,5.5,16.7,15.0,53.0,3.1
2/15/2020,Donostia / San Sebastián,ES,0.1,9.6,23.6,11.0,25.0,1.6
2/15/2020,Douliu,TW,3.8,11.2,18.4,46.0,80.0,2.9
2/15/2020,Edinburgh,GB,0.4,5.1,30.5,7.0,17.0,5.1
2/15/2020,Erzurum,TR,11.3,35.4,27.8,53.0,138.0,5.3
2/15/2020,Foshan,CN,4.6,6.4,15.1,20.0,50.0,3.1
2/15/2020,Fukuoka,JP,6.7,17.6,11.2,18.0,57.0,2.9
2/15/2020,Fushun,CN,4.6,3.7,24.0,36.0,68.0,5.6
2/15/2020,Fuzhou,CN,7.3,7.4,17.9,9.0,38.0,2.6
2/15/2020,Gandhinagar,IN,5.9,9.7,12.7,93.0,155.0,6.6
2/15/2020,Gdańsk,PL,4.6,7.5,16.8,27.0,105.0,2.0
2/15/2020,Ghāziābād,IN,7.5,21.7,17.4,110.0,161.0,7.0
2/15/2020,Guadalajara,MX,5.4,14.9,16.8,42.0,60.0,1.8
2/15/2020,Guangzhou,CN,5.8,8.3,13.9,18.0,53.0,2.1
2/15/2020,Guiyang,CN,5.5,2.8,23.6,23.0,59.0,3.1
2/15/2020,Gwangju,KR,7.8,24.1,19.2,34.0,80.0,4.3
2/15/2020,Győr,HU,5.8,7.3,16.2,12.0,46.0,1.2
2/15/2020,Haarlem,NL,1.8,7.4,18.4,17.0,45.0,1.3
2/15/2020,Haifa,IL,3.4,2.8,29.6,32.0,59.0,2.5
2/15/2020,Haikou,CN,3.8,2.8,21.2,18.0,38.0,1.6
2/15/2020,Hamburg,DE,0.1,10.1,18.3,17.0,53.0,1.6
2/15/2020,Hangzhou,CN,6.4,6.0,14.3,10.0,34.0,2.1
2/15/2020,Hanoi,VN,0.3,11.0,7.0,40.0,81.0,3.0
2/15/2020,Harbin,CN,7.7,11.5,35.0,57.0,151.0,13.7
2/15/2020,Hefei,CN,4.6,4.6,18.7,11.0,42.0,2.1
2/15/2020,Hegang,CN,4.0,1.4,28.9,21.0,57.0,4.6
2/15/2020,Hiroshima,JP,6.7,14.9,11.2,14.0,46.0,2.9
2/15/2020,Hong Kong,HK,5.7,17.0,11.4,26.0,61.0,2.0
2/15/2020,Hsinchu,TW,3.9,13.0,16.0,28.0,65.0,2.9
2/15/2020,Hyderabad,IN,8.9,26.1,10.4,103.0,157.0,5.7
2/15/2020,Hāpur,IN,8.3,18.1,7.0,92.0,149.0,6.7
2/15/2020,Incheon,KR,8.9,32.5,15.2,56.0,124.0,5.8
2/15/2020,Istanbul,TR,38.9,12.9,11.6,49.0,85.0,9.8
2/15/2020,Jacksonville,US,2.9,1.9,16.7,17.0,29.0,0.3
2/15/2020,Jaipur,IN,5.5,24.5,18.1,73.0,103.0,7.2
2/15/2020,Jeju City,KR,4.5,9.3,34.4,26.0,46.0,2.9
2/15/2020,Jeonju,KR,6.7,19.5,14.5,48.0,117.0,5.8
2/15/2020,Jieyang,CN,7.3,4.6,24.4,24.0,68.0,3.6
2/15/2020,Jinan,CN,0.1,6.4,23.6,24.0,59.0,4.1
2/15/2020,Johannesburg,ZA,6.5,6.0,7.6,31.0,68.0,1.6
2/15/2020,Kagoshima,JP,3.4,10.2,19.2,16.0,53.0,2.9
