date, pm25, pm10, o3, no2, so2, co
2016/3/4, , , 38, 5, 1, 11
2016/3/8, , , 16, 4, 1, 7
2016/3/14, , , 23, 31, 2, 8
2016/3/20, , , 44, 21, 1, 9
2016/3/24, , , 82, 22, 1, 9
2016/3/28, , , 39, 27, 2, 9
2015/10/5, , , 16, 2, 6, 3
2015/10/15, , , 33, 2, 1, 11
2015/10/20, , , 82, 3, 4, 7
2015/10/23, , , 27, 3, 3, 6
2015/10/25, , , 51, 5, , 4
2015/10/27, , , 86, 10, 2, 3
2015/10/29, , , 18, 7, 2, 
2015/11/1, , , 64, 12, 2, 1
2015/11/3, , , 56, 16, , 14
2015/11/9, , , 86, 13, 2, 3
2015/11/12, , , 47, 9, 5, 3
2015/11/16, , , 39, 7, 5, 11
2015/11/23, , , 61, 2, , 5
2015/11/30, , , 40, 141, 4, 7
2015/12/9, , , 48, , , 8
2015/12/12, , , 39, 18, 3, 29
2015/12/14, , , 28, 5, 1, 24
2015/12/21, , , 38, 6, 2, 1
2016/1/3, , , 44, 6, 4, 6
2015/7/9, , , 11, 4, 5, 17
2015/7/13, , , 15, 1, 2, 14
2015/8/30, , , 26, 4, 1, 15
2015/9/6, , , 6, 3, 1, 19
2015/9/23, , , 5, 3, 2, 20
2015/9/27, , , 13, 2, 1, 9
2015/4/6, , , 16, 6, 2, 8
2015/4/7, , , 16, 7, 4, 14
2015/4/8, , , 16, 10, 6, 21
2015/4/9, , , 17, 6, 4, 12
2015/4/10, , , 16, 6, 3, 8
2015/4/11, , , 16, 6, 8, 16
2015/4/14, , , 13, 9, 1, 26
2015/4/18, , , 16, 6, 3, 3
2015/4/19, , , 16, 9, 4, 
2015/4/21, , , 16, 2, , 11
2015/4/22, , , 21, 14, 4, 14
2015/4/24, , , 25, 15, 18, 18
2015/4/25, , , 16, 6, 5, 13
2015/4/26, , , 14, , 4, 22
2015/4/28, , , 16, 6, 4, 18
2015/4/29, , , 15, 3, 5, 23
2015/4/30, , , 16, 6, 4, 23
2015/5/1, , , 16, 1, 8, 3
2015/5/2, , , 28, 3, 3, 22
2015/5/3, , , 40, 4, 4, 22
2015/5/4, , , 67, 5, 4, 10
2015/5/5, , , 38, 7, 4, 14
2015/5/6, , , 10, 15, 5, 22
2015/5/7, , , 11, 6, 2, 8
2015/5/8, , , 45, 6, 5, 12
2015/5/9, , , 39, 5, 4, 9
2015/5/10, , , 50, 5, 1, 1
2015/5/11, , , 30, 6, 6, 18
2015/5/12, , , 61, 7, 17, 10
2015/5/13, , , 46, 5, 2, 8
2015/1/5, , , 5, 2, 61, 
2015/1/9, , , 5, 12, 61, 
2015/1/12, , , 8, 9, 61, 
2015/1/16, , , 126, 4, , 
2015/1/29, , , 18, 7, , 
2015/2/2, , , 23, 8, , 
2015/2/9, , , 33, 18, , 
2015/2/16, , , 23, 14, 62, 
2015/2/23, , , 14, 23, , 
2015/3/11, , , 32, 6, 4, 6
2015/3/25, , , 17, 10, 3, 
2015/3/26, , , 16, 7, 5, 10
2015/3/27, , , 17, 6, 2, 10
2015/3/31, , , 17, 2, 6, 22
2015/4/5, , , 16, 6, 2, 8
2014/10/7, , , 77, 7, 10, 4
2014/10/20, , , 1, 2, , 
2014/10/24, , , 7, 2, , 
2014/10/28, , , 7, 2, , 
2014/11/10, , , 6, , , 
2014/11/17, , , 10, , , 
2014/11/20, , , 6, , , 
2014/11/24, , , 7, 1, 54, 
2014/11/28, , , 6, 1, , 
2014/12/2, , , 5, 2, , 
2014/12/8, , , 7, , 61, 
2014/12/12, , , 5, , , 
2014/12/15, , , 7, , , 
2014/12/22, , , 6, 2, 61, 
2014/8/1, , , 3, 6, , 12
2014/8/26, , , 2, 10, 2, 3
2014/9/5, , , 15, 4, 3, 4
2014/9/16, , , 25, 2, 70, 
2014/4/3, , , 5, 9, 2, 19
2014/5/1, , , 7, 34, 3, 5
2014/6/4, , , 5, 14, 2, 26
2014/6/30, , , 4, 5, , 12
2014/1/3, , , , 11, 2, 2
2014/2/3, , , 10, 10, 2, 9
2014/3/12, , , 5, 9, , 9
2016/5/12, , , , 15, 6, 
2016/5/26, , , , 14, 2, 11
2015/10/9, , , , 4, 5, 
2015/8/21, , , , 2, 3, 12
2015/3/23, , , , 6, 1, 10
2014/12/26, , , , , 61, 
